segment,frame_id,timestamp,speaker,emotion,scores
episode4_000.mp4,30,0:00:01,matt,Neutral,"[0.0440400056540966, 0.0002800793736241758, 0.011288135312497616, 0.0012934834230691195, 0.24783501029014587, 0.056497763842344284, 0.6387655138969421]"
episode4_000.mp4,60,0:00:02,matt,Neutral,"[0.017726227641105652, 8.752840221859515e-05, 0.007286754436790943, 0.0011612511007115245, 0.1703442633152008, 0.040910039097070694, 0.7624839544296265]"
episode4_000.mp4,90,0:00:03,matt,Neutral,"[0.08106507360935211, 0.00035678292624652386, 0.04833671823143959, 0.0025285191368311644, 0.04220260679721832, 0.00810323003679514, 0.8174070715904236]"
episode4_000.mp4,120,0:00:04,matt,Neutral,"[0.000437346549006179, 2.6741265173768625e-05, 0.0014526396989822388, 0.002211199374869466, 0.05372949317097664, 0.00995834730565548, 0.9321841597557068]"
episode4_000.mp4,150,0:00:05,matt,Neutral,"[0.014103471301496029, 0.004264819901436567, 0.008345737121999264, 0.005134842824190855, 0.07784679532051086, 0.08315463364124298, 0.8071496486663818]"
episode4_000.mp4,180,0:00:06,matt,Angry,"[0.09670279920101166, 0.0004555739287752658, 0.08263565599918365, 0.002312636934220791, 0.14468169212341309, 0.4788021445274353, 0.1944095641374588]"
episode4_000.mp4,210,0:00:07,matt,Disgust,"[0.019430141896009445, 0.000567442795727402, 0.4538239538669586, 0.09701951593160629, 0.013656874187290668, 0.01830342970788479, 0.3971986472606659]"
episode4_000.mp4,240,0:00:08,matt,Neutral,"[0.001124266185797751, 0.00047928630374372005, 0.008809142746031284, 0.032158467918634415, 0.0071729375049471855, 0.0028977873735129833, 0.9473580121994019]"
episode4_000.mp4,270,0:00:09,matt,Neutral,"[0.017133964225649834, 0.00995575450360775, 0.05748447775840759, 0.19108252227306366, 0.02322809398174286, 0.006454359740018845, 0.6946609020233154]"
episode4_000.mp4,300,0:00:10,matt,Neutral,"[0.0019439180614426732, 0.0003694388142321259, 0.029175875708460808, 0.009257244877517223, 0.001976593630388379, 0.0009691576706245542, 0.9563078284263611]"
episode4_000.mp4,330,0:00:11,matt,Neutral,"[0.18604730069637299, 0.0009117851732298732, 0.04235837981104851, 0.00256215687841177, 0.00045861388207413256, 0.0034101500641554594, 0.7642515897750854]"
episode4_000.mp4,360,0:00:12,matt,Surprise,"[0.8829736113548279, 0.00024411181220784783, 0.003496533492580056, 0.001244028564542532, 0.003957188222557306, 0.0011456821812316775, 0.10693884640932083]"
episode4_000.mp4,390,0:00:13,matt,Disgust,"[0.04116178676486015, 0.002833010395988822, 0.380298376083374, 0.0013260741252452135, 0.12931901216506958, 0.08471499383449554, 0.3603467345237732]"
episode4_000.mp4,420,0:00:14,matt,Angry,"[0.22123591601848602, 0.0010813373373821378, 0.2172192484140396, 0.0005043023265898228, 0.12696035206317902, 0.26249760389328003, 0.1705012321472168]"
episode4_000.mp4,450,0:00:15,matt,Disgust,"[0.0006080580642446876, 0.006274694111198187, 0.8465524315834045, 0.0013515043538063765, 0.031121939420700073, 0.1139899268746376, 0.00010144976840820163]"
episode4_000.mp4,480,0:00:16,matt,Neutral,"[0.000582312059123069, 0.006831559352576733, 0.2169814109802246, 0.009933539666235447, 0.04150887951254845, 0.027100030332803726, 0.6970623135566711]"
episode4_000.mp4,510,0:00:17,matt,Disgust,"[0.041138533502817154, 0.004716130439192057, 0.5032029151916504, 0.005394214764237404, 0.014394552446901798, 0.05580851063132286, 0.3753451108932495]"
episode4_000.mp4,540,0:00:18,matt,Neutral,"[0.014411292970180511, 0.00011789915151894093, 0.012798608280718327, 0.0008429530425928533, 0.0016260916600003839, 0.0014236646238714457, 0.9687795639038086]"
episode4_000.mp4,570,0:00:19,matt,Neutral,"[0.36466124653816223, 0.00010788466170197353, 0.010257490910589695, 0.0006114869611337781, 0.00551499892026186, 0.005383017938584089, 0.6134638786315918]"
episode4_000.mp4,600,0:00:20,matt,Neutral,"[0.014851796440780163, 0.03612156957387924, 0.16217465698719025, 0.025541717186570168, 0.13190390169620514, 0.24881957471370697, 0.38058680295944214]"
episode4_000.mp4,630,0:00:21,matt,Neutral,"[0.01345234364271164, 0.0003582060744520277, 0.01023457944393158, 0.027275394648313522, 0.08937689661979675, 0.05957847461104393, 0.7997241616249084]"
episode4_000.mp4,660,0:00:22,matt,Neutral,"[0.000393331894883886, 0.00014177609409671277, 0.002566284965723753, 0.0008690253598615527, 0.006430435460060835, 0.00044898976921103895, 0.9891501069068909]"
episode4_000.mp4,690,0:00:23,matt,Disgust,"[0.02058279886841774, 0.03514477238059044, 0.7733764052391052, 0.016492057591676712, 0.0037246018182486296, 0.021449828520417213, 0.12922951579093933]"
episode4_000.mp4,720,0:00:24,matt,Neutral,"[0.06619232147932053, 3.4850378142436966e-05, 0.0062580532394349575, 0.00031344726448878646, 0.008082592859864235, 0.0011347399558871984, 0.9179839491844177]"
episode4_000.mp4,750,0:00:25,matt,Neutral,"[0.06450720876455307, 0.004006275907158852, 0.0799228623509407, 0.011186365969479084, 0.004659738857299089, 0.014262893237173557, 0.8214545845985413]"
episode4_000.mp4,780,0:00:26,matt,Neutral,"[0.04821223020553589, 0.012533241882920265, 0.24999584257602692, 0.012916896492242813, 0.014528720639646053, 0.04102541133761406, 0.6207876205444336]"
episode4_000.mp4,810,0:00:27,matt,Neutral,"[0.1014043465256691, 0.00042245248914696276, 0.028836188837885857, 0.003837551921606064, 0.03646264970302582, 0.011017021723091602, 0.8180198073387146]"
episode4_000.mp4,840,0:00:28,matt,Surprise,"[0.5462730526924133, 1.4770844245504122e-05, 0.0031790246721357107, 0.0183312576264143, 0.0012334160273894668, 0.0019773361273109913, 0.4289911687374115]"
episode4_000.mp4,870,0:00:29,matt,Happy,"[0.000790169695392251, 0.00027411431074142456, 0.19913896918296814, 0.5090830326080322, 0.010649226605892181, 0.06703616678714752, 0.21302832663059235]"
episode4_001.mp4,4560,0:12:32,ashley,Happy,"[3.0777897336520255e-05, 3.333515633130446e-05, 0.002256173174828291, 0.8987096548080444, 0.011609499342739582, 0.0019320150604471564, 0.08542855829000473]"
episode4_001.mp4,4560,0:12:32,liam,Angry,"[0.00630539795383811, 0.00592288700863719, 0.04543398693203926, 0.13480396568775177, 0.16740547120571136, 0.5460740327835083, 0.09405425935983658]"
episode4_001.mp4,4560,0:12:32,matt,Neutral,"[0.021800290793180466, 9.306432912126184e-05, 0.03394337743520737, 0.001585539779625833, 0.012784509919583797, 0.018058262765407562, 0.911734938621521]"
episode4_001.mp4,4590,0:12:33,taliesin,Happy,"[3.9125483453972265e-05, 7.794132397975773e-05, 0.030428869649767876, 0.5775406360626221, 0.006034341175109148, 0.03281854838132858, 0.3530605137348175]"
episode4_001.mp4,4590,0:12:33,travis,Neutral,"[0.00021232762082945555, 0.00021795464272145182, 0.112480528652668, 0.06333083659410477, 0.019248830154538155, 0.02681143395602703, 0.7776980400085449]"
episode4_001.mp4,4590,0:12:33,ashley,Happy,"[1.0717669283621944e-05, 4.6276607463369146e-05, 0.0026784762740135193, 0.722004771232605, 0.17722423374652863, 0.02205294370651245, 0.07598254829645157]"
episode4_001.mp4,4590,0:12:33,liam,Disgust,"[0.005802665837109089, 0.006154537200927734, 0.4788631200790405, 0.05128396302461624, 0.07518652826547623, 0.35711488127708435, 0.02559431456029415]"
episode4_001.mp4,4590,0:12:33,matt,Neutral,"[0.0009701611706987023, 5.827276618219912e-05, 0.007037177216261625, 0.014696279540657997, 0.0026440212968736887, 0.0018364376155659556, 0.9727576971054077]"
episode4_001.mp4,4620,0:12:34,ashley,Happy,"[0.0001391853584209457, 0.010574636049568653, 0.003266401356086135, 0.701791524887085, 0.22889265418052673, 0.0465683788061142, 0.008767216466367245]"
episode4_001.mp4,4620,0:12:34,liam,Disgust,"[0.0022807996720075607, 0.0052109104581177235, 0.6697923541069031, 0.00854031927883625, 0.011685585603117943, 0.28044164180755615, 0.022048354148864746]"
episode4_001.mp4,4620,0:12:34,travis,Disgust,"[0.00020928932644892484, 0.0034071768168359995, 0.5823695063591003, 0.013175688683986664, 0.00238232733681798, 0.04985016956925392, 0.3486059010028839]"
episode4_001.mp4,4620,0:12:34,matt,Neutral,"[0.003788300324231386, 0.0006463824538514018, 0.05768579989671707, 0.21089649200439453, 0.010270304046571255, 0.0034042815677821636, 0.7133085131645203]"
episode4_001.mp4,4620,0:12:34,sam,Neutral,"[0.0005248190136626363, 0.00011537850514287129, 0.012405949644744396, 0.09465084969997406, 0.008972512558102608, 0.008119677193462849, 0.8752107620239258]"
episode4_001.mp4,4650,0:12:35,ashley,Happy,"[8.424189582001418e-05, 0.0012672001030296087, 0.004277369473129511, 0.8388019800186157, 0.10050170868635178, 0.035628754645586014, 0.019438723102211952]"
episode4_001.mp4,4650,0:12:35,taliesin,Happy,"[0.00012589093239512295, 7.518713118770393e-06, 0.006071462295949459, 0.8995355367660522, 0.0024774624034762383, 0.00797280203551054, 0.08380933105945587]"
episode4_001.mp4,4650,0:12:35,sam,Neutral,"[0.0081442566588521, 0.00027418951503932476, 0.022242682054638863, 0.08619076013565063, 0.009921928867697716, 0.003059836570173502, 0.8701663613319397]"
episode4_001.mp4,4650,0:12:35,travis,Neutral,"[0.001322616939432919, 0.0028675568755716085, 0.33887457847595215, 0.013347180560231209, 0.0035923118703067303, 0.03307196497917175, 0.6069237589836121]"
episode4_001.mp4,4650,0:12:35,liam,Neutral,"[0.0018689563730731606, 0.0007810582756064832, 0.2966703176498413, 0.06176014989614487, 0.040143705904483795, 0.21912969648838043, 0.3796461522579193]"
episode4_001.mp4,4650,0:12:35,matt,Neutral,"[0.0011496013030409813, 6.160068733152002e-05, 0.012289316393435001, 0.009266603738069534, 0.0032699923031032085, 0.0010652513010427356, 0.9728977084159851]"
episode4_001.mp4,4680,0:12:36,ashley,Happy,"[0.00013054997543804348, 0.00023885720293037593, 0.009730566293001175, 0.7087071537971497, 0.18812443315982819, 0.02211768925189972, 0.0709507092833519]"
episode4_001.mp4,4680,0:12:36,marisha,Disgust,"[0.017431864514946938, 0.0026147349271923304, 0.5590960383415222, 0.028521008789539337, 0.026307838037610054, 0.2042224109172821, 0.16180603206157684]"
episode4_001.mp4,4680,0:12:36,liam,Disgust,"[0.005792723502963781, 0.0010438826866447926, 0.6667447686195374, 0.0056127519346773624, 0.05066472291946411, 0.2224995642900467, 0.0476415790617466]"
episode4_001.mp4,4680,0:12:36,matt,Neutral,"[0.0035965433344244957, 0.0006860118010081351, 0.06914625316858292, 0.0015522211324423552, 0.006535014137625694, 0.0067299529910087585, 0.9117539525032043]"
episode4_001.mp4,4710,0:12:37,liam,Disgust,"[1.9089282432105392e-05, 0.002815017942339182, 0.6805445551872253, 0.11475273966789246, 0.07459337264299393, 0.09881993383169174, 0.028455285355448723]"
episode4_001.mp4,4710,0:12:37,taliesin,Happy,"[0.0009493661345914006, 1.729995165078435e-05, 0.01853061467409134, 0.8545681238174438, 0.0034656296484172344, 0.010624227114021778, 0.11184483021497726]"
episode4_001.mp4,4710,0:12:37,ashley,Happy,"[2.639664126036223e-05, 5.0888818805105984e-05, 0.008419941179454327, 0.9808066487312317, 0.005522602237761021, 0.0018018275732174516, 0.0033715954050421715]"
episode4_001.mp4,4710,0:12:37,travis,Angry,"[0.0006155153387226164, 0.1314423680305481, 0.21880801022052765, 0.08694478869438171, 0.031771060079336166, 0.5199980735778809, 0.0104201789945364]"
episode4_001.mp4,4710,0:12:37,matt,Neutral,"[0.003901803633198142, 0.0007608470623381436, 0.07343333959579468, 0.36563003063201904, 0.012689674273133278, 0.06142740324139595, 0.482156902551651]"
episode4_001.mp4,4740,0:12:38,ashley,Happy,"[1.4978595572756603e-05, 4.117697972105816e-05, 0.0007124484982341528, 0.9843483567237854, 0.007983550429344177, 0.00487694563344121, 0.0020225252956151962]"
episode4_001.mp4,4740,0:12:38,liam,Disgust,"[0.0006679288926534355, 0.0028040409088134766, 0.4314519762992859, 0.2570805847644806, 0.1013830304145813, 0.1211530864238739, 0.08545933663845062]"
episode4_001.mp4,4740,0:12:38,matt,Disgust,"[0.2279091328382492, 0.12981177866458893, 0.47145095467567444, 0.023089192807674408, 0.0027174782007932663, 0.09123332798480988, 0.05378809571266174]"
episode4_001.mp4,4770,0:12:39,ashley,Happy,"[3.549711618688889e-05, 0.00033220218028873205, 0.008404484018683434, 0.9613543748855591, 0.022690240293741226, 0.004966198932379484, 0.002217050176113844]"
episode4_001.mp4,4770,0:12:39,sam,Neutral,"[0.0033518322743475437, 0.00022501323837786913, 0.0038381004706025124, 0.06342335045337677, 0.013863609172403812, 0.002449211897328496, 0.912848949432373]"
episode4_001.mp4,4770,0:12:39,liam,Angry,"[0.0008894734201021492, 0.09578868746757507, 0.09499801695346832, 0.04240962862968445, 0.20286300778388977, 0.4224805533885956, 0.14057056605815887]"
episode4_001.mp4,4770,0:12:39,travis,Angry,"[0.0006933893309906125, 0.02150748297572136, 0.05346113070845604, 0.16652464866638184, 0.08664621412754059, 0.5283745527267456, 0.14279259741306305]"
episode4_001.mp4,4770,0:12:39,matt,Neutral,"[0.009442157112061977, 8.384759712498635e-05, 0.011225908063352108, 0.007202932611107826, 0.007778759114444256, 0.0029984067659825087, 0.9612680077552795]"
episode4_001.mp4,4800,0:12:40,marisha,Happy,"[1.2811778105970006e-05, 7.326908871618798e-06, 0.0015609778929501772, 0.991168737411499, 0.0008504865108989179, 0.0013665088918060064, 0.0050331163220107555]"
episode4_001.mp4,4800,0:12:40,ashley,Happy,"[4.2173593101324514e-05, 0.00011743635695893317, 0.014479055069386959, 0.961139440536499, 0.0038787107914686203, 0.007351103238761425, 0.01299197506159544]"
episode4_001.mp4,4800,0:12:40,taliesin,Neutral,"[0.022881127893924713, 5.699212124454789e-05, 0.08167579025030136, 0.058777354657649994, 0.008391865529119968, 0.3185276389122009, 0.509689211845398]"
episode4_001.mp4,4800,0:12:40,travis,Neutral,"[0.00014584156451746821, 0.006130698136985302, 0.07939786463975906, 0.13995569944381714, 0.033251479268074036, 0.01938570849597454, 0.7217327356338501]"
episode4_001.mp4,4800,0:12:40,matt,Neutral,"[5.729368422180414e-05, 0.00015177817840594798, 0.033846307545900345, 0.012349085882306099, 0.0010677881073206663, 0.0012427492765709758, 0.9512850046157837]"
episode4_001.mp4,4830,0:12:41,ashley,Happy,"[3.216184632037766e-05, 8.797747432254255e-05, 0.0023641057778149843, 0.9788070321083069, 0.006303043104708195, 0.004812350496649742, 0.007593389134854078]"
episode4_001.mp4,4830,0:12:41,taliesin,Neutral,"[0.00399186322465539, 0.0005808104760944843, 0.041341740638017654, 0.08594992011785507, 0.009687992744147778, 0.11517679691314697, 0.7432708144187927]"
episode4_001.mp4,4830,0:12:41,travis,Neutral,"[0.0011731775011867285, 0.006577964872121811, 0.2123589962720871, 0.02599109150469303, 0.04621997848153114, 0.047991957515478134, 0.659686803817749]"
episode4_001.mp4,4830,0:12:41,matt,Neutral,"[0.03428208455443382, 0.0003640010836534202, 0.005072645843029022, 0.02499091438949108, 0.003440751461312175, 0.011965942569077015, 0.9198836088180542]"
episode4_001.mp4,4860,0:12:42,taliesin,Neutral,"[0.0016146081034094095, 6.32564042462036e-05, 0.01223213691264391, 0.1440349519252777, 0.026167063042521477, 0.08571669459342957, 0.730171263217926]"
episode4_001.mp4,4860,0:12:42,ashley,Happy,"[2.6792316930368543e-05, 0.0009516350692138076, 0.011029557324945927, 0.9066136479377747, 0.04560656473040581, 0.01619579643011093, 0.0195759367197752]"
episode4_001.mp4,4860,0:12:42,liam,Happy,"[0.00020247080828994513, 0.015735743567347527, 0.15659278631210327, 0.373893141746521, 0.10421784967184067, 0.3201847970485687, 0.02917325682938099]"
episode4_001.mp4,4860,0:12:42,travis,Neutral,"[0.0004891008138656616, 0.00014280274626798928, 0.019413668662309647, 0.013809800148010254, 0.009581194259226322, 0.01720099337399006, 0.9393624067306519]"
episode4_001.mp4,4860,0:12:42,matt,Disgust,"[0.03542763367295265, 0.15006086230278015, 0.5633846521377563, 0.006172905210405588, 0.004771212115883827, 0.005500236991792917, 0.23468250036239624]"
episode4_001.mp4,4890,0:12:43,ashley,Happy,"[4.8675061407266185e-05, 2.7278518246021122e-05, 0.0026188704650849104, 0.9404850006103516, 0.01682324893772602, 0.03635811433196068, 0.0036387769505381584]"
episode4_001.mp4,4890,0:12:43,travis,Neutral,"[0.00044355407590046525, 0.00023360596969723701, 0.03297441080212593, 0.027401724830269814, 0.006230268627405167, 0.009227685630321503, 0.9234887361526489]"
episode4_001.mp4,4890,0:12:43,liam,Angry,"[0.02210068516433239, 0.0005760954227298498, 0.31376656889915466, 0.09980567544698715, 0.07692013680934906, 0.4432978332042694, 0.04353293776512146]"
episode4_001.mp4,4890,0:12:43,sam,Neutral,"[0.010496172122657299, 0.00029095547506585717, 0.03420773148536682, 0.043230656534433365, 0.008028261363506317, 0.006094106938689947, 0.8976520895957947]"
episode4_001.mp4,4890,0:12:43,matt,Surprise,"[0.6149147748947144, 0.00036612755502574146, 0.043377652764320374, 0.0006590541452169418, 0.0006341519765555859, 0.0057136588729918, 0.33433452248573303]"
episode4_001.mp4,4920,0:12:44,ashley,Happy,"[5.143985981703736e-05, 1.268220876227133e-05, 0.0022038354072719812, 0.9836687445640564, 0.009398960508406162, 0.0035560536198318005, 0.0011082558194175363]"
