segment,frame_id,timestamp,speaker,emotion,scores
episode18_000.mp4,0,0:00:00,matt,Surprise,"[0.7227831482887268, 1.8220453057438135e-05, 0.0004974328330717981, 0.005319913849234581, 0.0028323980513960123, 0.0013212297344580293, 0.26722773909568787]"
episode18_000.mp4,30,0:00:01,matt,Neutral,"[0.08777236193418503, 0.00033915138919837773, 0.002266750205308199, 0.09202022105455399, 0.0025464817881584167, 0.001843868289142847, 0.81321120262146]"
episode18_000.mp4,60,0:00:02,matt,Neutral,"[1.7841948647401296e-05, 1.0122540516022127e-05, 0.0013939769705757499, 0.0035891716834157705, 0.004162352532148361, 0.00010832629050128162, 0.9907181859016418]"
episode18_000.mp4,90,0:00:03,matt,Neutral,"[0.0021081618033349514, 1.7212385500897653e-05, 0.0005426862044259906, 0.006664401385933161, 0.005383841693401337, 0.0005865897983312607, 0.9846971035003662]"
episode18_000.mp4,120,0:00:04,matt,Neutral,"[0.04291876032948494, 0.0015673553571105003, 0.035607412457466125, 0.019955134019255638, 0.0017852613236755133, 0.0023177003022283316, 0.8958483934402466]"
episode18_000.mp4,150,0:00:05,matt,Surprise,"[0.9732925295829773, 2.506619694031542e-06, 0.00014096508675720543, 5.611109372694045e-05, 0.00011057272786274552, 0.0004511887382250279, 0.025946112349629402]"
episode18_000.mp4,180,0:00:06,matt,Neutral,"[0.41201627254486084, 5.121847789268941e-05, 0.0018328891601413488, 0.06592755764722824, 0.007562359794974327, 0.004485374316573143, 0.5081243515014648]"
episode18_000.mp4,210,0:00:07,matt,Neutral,"[0.0012368628522381186, 7.579831617476884e-06, 0.0002737732429523021, 0.006052608136087656, 0.0070107304491102695, 0.0007572892354801297, 0.9846611618995667]"
episode18_000.mp4,240,0:00:08,matt,Neutral,"[0.019605068489909172, 9.300671081291512e-05, 0.003471632255241275, 0.0005571625661104918, 0.007761788088828325, 0.0031304999720305204, 0.9653807878494263]"
episode18_000.mp4,270,0:00:09,matt,Neutral,"[0.03967548534274101, 0.00016668868192937225, 0.0027727214619517326, 0.029805002734065056, 0.0016470476984977722, 0.0008997227996587753, 0.9250332713127136]"
