speaker,start_time,end_time,text
MATT,00:00:00,00:03:12,"Hello, everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors play Dungeons and Dragons. I think this is our 24th episode, which is ridiculous. We've been doing this since March, and it gets more and more ridiculous every week. Glad you guys can join us. The new guys, welcome to our chaos. For all the old folks, glad you could come and join us again. Quick thing I want to mention: last week we were talking about the changes to Critmas, because we had stresses on scheduling and we had crew here, and when things go long, we were talking about possibly moving to Periscope on a different day, separate medium. Well, the fanbase has spoken very loudly and very intently about their reaction to that, and so what we're doing, to still make it so people aren't kept here for ridiculous hours weekly, we're still going to have Critmas on the stream, but it's going to be once a month. It's probably going to be the first Thursday of every month, and we're going to make it an extensive day for that month where we open everything that evening. We still get to experience and share that with you guys, but also not keep these guys here way too late unpaid every Thursday night. So I think that's the plan we're going with forward. Hopefully, that's cool with everyone, because we love it, too, and we want to make sure we still share that with you guys. All right, couple of other announcements. First and foremost, I wanted to mention again-- we mentioned it last week, as well-- there's that Hasbro game design contest, design the next party game. That's still up until end of this month, I believe. So if you want to check it out, you can go ahead and tweet at me, last week's episode or search for the Hasbro game design contest. That's still happening. Also, there's a film series that I'm a part of called Mythica. It's like a high fantasy film series where I play the main villain, the necromancer Zorloc. It's fun times. It's like awesome, fun, fantasy genre film. And they're currently putting up a Kickstarter to finish the post on the third film, so you should check that out. Search Mythica on Kickstarter and you should find it there. Also, WeLoveFine is still running their DND t-shirt contest for their Rage of Demons release for Wizards of the Coast, where you can submit your own t-shirt designs that fit within the Rage of Demons theme. I am one of the judges on that, so if you submit your art to this, there is a cash prize. All the rules are up there on the WeLoveFine contest site. And I'll be able to judge your artwork and hopefully put you through to the end. So there's that. Trying to get through these as fast as possible. Our TeeSpring shirt for Is It Thursday Yet? is still up. It has one more week. So if any of you guys want to get the limited edition Critical Role Is It Thursday Yet? shirt, that is only available for one more week and then it'll be gone forever, so get it while you can. Let's see. I'm doing my best to get through this as fast as possible. No worries. Not everything. Also, Ashley's show Blindspot is premiering this coming Monday. (cheering)"
MATT,00:03:12,00:03:33,"Which is so exciting. You can check out Ashley on Blindspot where she'll maybe be sneaking Critical Role stuff into the show, hopefully. We're trying to push her to do that. So you should go support her. See it. It's awesome. And all of us lament that's the reason she's away from us. Someone want to handle our other cool--"
LAURA,00:03:33,00:03:39,"But it's not on us yet. Oh look, now you can see us."
LIAM,00:03:39,00:05:23,"Why don't I go, and then you can go. Hey, you guys. I just want to make sure all of you are aware-- this is going to be so awkward-- I want to make sure you're all aware of a Kickstarter that's out there that is put up by a good friend of mine named Joe Madureira. Now if you don't know who Joe is, he is a comic book rock god and a game developer. When I was a teenager, he made a comic book called Battle Chasers. Look, here's mine. From when I was 16, Joe. I fell in love with it. Nobody does art like Joe Mad does, and I've followed his art for years and years. Even when I fell out of comic books, I was checking in with Hellboy and I was checking in with Joe Mad. And then, years later, I got cast in a game called Darksiders as one of the Horsemen of the Apocalypse. I played War, and I walked into the room and Joe Mad was in the fucking room, and then we became friends. So that game was amazing. Darksiders is a beautiful game. It just reeked of Joe's art style and now he has formed another company called Airship Syndicate and they have a Kickstarter up. They are making a game called Battle Chasers. Oh shoot! I didn't put the thing that comes-- oh, Nightwar! Battle Chasers: Nightwar. They've already hit their goal, but there are stretch goals. They are making an RPG, sort of in the ilk of JRPGs, like Final Fantasy and Chrono Trigger. And it's just going to be bathed in the glory of Joe Mad's amazing art style. So they've hit their goal, but the bigger the budget, the better the game is going to be. I backed it already. And you guys should at least go check it out. A lot of love for Joe Mad."
ORION,00:05:23,00:05:52,"Yeah, me too. I'm on the same end. I knew Joe Mad through meeting Liam for a while, and later realizing that this guy I knew as an amazing voice director and an amazing producer has inked some of my favorite issues of Excalibur, and I crapped my pants. I have four of yours, Joe, in my box right now at home. He's an amazing guy and awesome thing to back. Check it out, please."
LIAM,00:05:52,00:05:56,"And one, the main character from Battle Chasers kind of looks like Pike!"
LAURA,00:05:56,00:05:58,"She does! I thought that, too."
MATT,00:05:58,00:06:01,That's sweet. Wunderbar!
TALIESIN,00:06:01,00:06:13,"I got something. Next weekend, September 26 and 27, I'm going to be at a con! In Anchorage, Alaska."
ORION,00:06:13,00:06:16,"That means ""convention""."
TALIESIN,00:06:16,00:06:37,"That means moose. I'm so excited. Senshi Con in Anchorage. I'll be there. I know we at least have, like, three fans at the very least in Alaska. Come on by. I'd love to see you. It'll be awesome."
MATT,00:06:37,00:06:39,"Fantastic. Speaking of conventions, guys."
MARISHA,00:06:39,00:06:43,"Oh man, drop it like it's hot."
MATT,00:06:43,00:07:11,"For those of you upper East Coast folks, we've recently been able to announce that we will be at and running some events at New York Comic Con in October. All of us, the entire Critical Role team will be at Comic Con. We're going to have signing, panel and all kinds of fun stuff throughout the weekend. And we'll be there. And if you're in the area, or if it's drivable, or even if it's not, you should come anyway, cause we'd like to see you. If it's trainable, if it's flyable."
TRAVIS,00:07:11,00:07:14,"If you steal a horse, steal a horse and ride it."
LAURA,00:07:14,00:07:17,"If you want to ride a bear there, I wouldn't judge you."
MARISHA,00:07:17,00:07:20,And what weekend is New York Comic Con?
LIAM,00:07:20,00:07:24,"Eight, nine, ten, 11."
MARISHA,00:07:24,00:07:29,"October 8th, 9th, 10th and 11th. So you've got three weeks to prepare."
MATT,00:07:29,00:07:34,"Yeah, so excited to be there. Excited to see you there. And it'll be a lot of fun. A lot of fun."
LIAM,00:07:34,00:07:39,Primarily doing stuff Saturday that we know. We're waiting to see what's going on Sunday weekend.
LAURA,00:07:39,00:07:41,Saturday is for sure.
TALIESIN,00:07:41,00:07:44,With more of us than are even here.
TRAVIS,00:07:44,00:07:46,Bring your swag. Bring your friends.
MARISHA,00:07:46,00:07:53,"Not even all of us were at San Diego. Well, we were all there, just not all at one point at one time."
TRAVIS,00:07:53,00:07:55,Because we were missing Sam.
MATT,00:07:55,00:08:01,The first full Critical Role con appearance. Boom.
TRAVIS,00:08:01,00:08:03,The unicorn appears.
ORION,00:08:03,00:08:05,I'm going to get a hot dog.
MATT,00:08:05,00:08:17,"Orion's going to get a hot dog. Awesome. Any other announcements? Or did you have something, you said?"
LAURA,00:08:17,00:08:22,"No, I was just so excited about New York Comic Con, I wanted to be a part of that announcement."
ORION,00:08:22,00:08:26,I would like to announce that I feel pretty good.
TALIESIN,00:08:26,00:08:29,"I'm terrified, personally, but--"
ORION,00:08:29,00:08:32,"I know, but maybe that's why I feel so good."
TALIESIN,00:08:32,00:08:35,You were right. It is awful.
ORION,00:08:35,00:08:39,"I'll get shunned for it happening, then I'm like, oh, cool. I don't have to worry about me right now."
MARISHA,00:08:39,00:08:41,So much pressure.
LAURA,00:08:41,00:08:43,Should we say that we have Kit here?
TALIESIN,00:08:43,00:08:48,"No, we shouldn't tell them that we have Kit here. Let's hold that back."
MATT,00:08:48,00:08:50,Kit Buss is not here.
MARISHA,00:08:50,00:08:55,We also have both of our artists here.
LAURA,00:08:55,00:08:56,Kit and Wendy.
MATT,00:08:56,00:08:58,Kit and Wendy.
MARISHA,00:08:58,00:09:04,Kit and Wendy. Come here! But come here!
RYAN,00:09:04,00:09:07,There's a 30-second lag.
MATT,00:09:07,00:09:23,"We'll eventually have them say hello to everyone, but Kit Buss, our official CritRole artist who did all the original character designs, continues to produce amazing art for this show, is here visiting Los Angeles for the next week. So she's here on the set and we'll drag her out in front of the camera and embarrass her shortly."
TALIESIN,00:09:23,00:09:26,"I've been curious precisely how long the lag is, because--"
LAURA,00:09:26,00:09:28,It's about 30 seconds.
MARISHA,00:09:28,00:09:30,We learned when we killed the carpet.
LAURA,00:09:30,00:09:33,Yeah. (muffled yelling)
MARISHA,00:09:33,00:09:36,Just time that. Time that.
MATT,00:09:36,00:09:50,I guess also an announcement for all you League players out there: awesome character just got announced called Kindred. Kind of a two-part thing. That wolf that's the part of Kindred sounds pretty cool so you should play it.
TRAVIS,00:09:50,00:09:52,I heard that. It's subtle.
MATT,00:09:52,00:09:58,"Real subtle. It's a good one. I think that's it, isn't it? I think we're good on announcements, and we can start."
TALIESIN,00:09:58,00:10:01,"I feel like we have, do we have an address? Address?"
MATT,00:10:01,00:10:02,"Oh, the PO Box?"
TALIESIN,00:10:02,00:10:04,Do we have that?
TRAVIS,00:10:04,00:10:06,"It's up. Yeah, he's got it."
TALIESIN,00:10:06,00:10:08,It's up and in the chat?
RYAN,00:10:08,00:10:10,The mods are posting it in the chat.
MATT,00:10:10,00:10:19,"The mods got that covered. Now diverting all Critmas images and the boxes, and we have arrived. Our nefarious Scanlan--"
SAM,00:10:19,00:10:21,Whoa. Were you just talking about me?
MATT,00:10:21,00:10:22,Yeah!
SAM,00:10:22,00:10:25,"Whoa, that's crazy. I was just talking about me, too."
MATT,00:10:25,00:10:28,"As was the website, because your interview went up today."
SAM,00:10:28,00:10:37,"Oh, that's right. I saw. Some of that I had my ghostwriter write for me. I have a biographer and a ghostwriter."
TRAVIS,00:10:37,00:10:41,Is that a ghostwriter on retainer that we can also use?
SAM,00:10:41,00:10:42,"Yeah, sure."
MATT,00:10:42,00:10:48,"Good to know. Well, fantastic. Do you have any announcements you want to make, Sam, or shall we jump in?"
SAM,00:10:48,00:10:51,No. Just that I don't have any dice but I can use Orion's and they're going to be awesome.
LAURA,00:10:51,00:10:56,I have so many dice. Take this giant bag and just fish some out.
SAM,00:10:56,00:10:58,Great. Thanks.
TALIESIN,00:10:58,00:10:59,The Bag of Disagreeable Dice.
LAURA,00:10:59,00:11:01,"No, let him find them."
MATT,00:11:01,00:12:20,"All righty, then in just a minute, let us begin this next episode of Critical Role. [dramatic music]"
MATT,00:12:20,00:12:38,"Welcome back. All right, so to give you guys a little heads-up of what has recently transpired in the story. The party, after completing their business in the city of Vasselheim, on the far-off northwest continent. Grog, of course, having an epic battle in the Crucible fight pit against Kern, reclaiming his honor."
TRAVIS,00:12:38,00:12:42,"(singing) I am the champion, my friends."
MATT,00:12:42,00:13:31,"Pike left back there to finish up the renovation of the temple of Sarenrae that was discovered. The rest of the party moved on back to Emon, the rest of their business complete. Within Emon, they returned to Greyskull Keep, where they encountered a fan, apparently, of Vox Machina, that had been camping for two weeks outside, who was promptly bludgeoned in the temple by Vax to teach him a lesson. Brought back from the brink, and taught that hard lesson-- that this is a dangerous field-- managed to seemingly reach out and touch the heart of this young, intrepid, wannabe adventurer to possibly try and better himself before he throws himself into danger's way. And he ran off to train harder."
TALIESIN,00:13:31,00:13:32,"Dagger, dagger, hug."
MATT,00:13:32,00:14:31,"Indeed. Upon returning to the keep, notice was sent off to one of the other members of the Council of Tal'Dorei, Seeker Asum, who is the halfling head of whispers and all sorts of subterfuge across the countryside, who came to you notifying you that within a week's time, the Briarwoods, Lord and Lady Briarwood, are supposed to be arriving here within Emon for a feast to discuss building a bridge and a more political joining between Emon, the Tal'Dorei royal family, and these up-and-coming lords and ladies, who have a very dark history with Percy's character. You've been asked to join as part of this feast as you previously requested with sovereign Tal'Dorei, that should anything involved the Briarwoods that you be included. You have a week to figure out what you want to do in advance of that. And that is where we left off."
ORION,00:14:31,00:14:34,What time of the day is it?
MATT,00:14:34,00:15:17,"Right now, after this discussion, you guys' arrival, I'd say it's probably mid-afternoon. First things first, though, after this discussion with Seeker Asum, who leaves the keep, you do have a brief moment of awkward silence as most of the people that work within your keep turn to you. Laina looks about the rest of you and goes, ""By the way, we've been working here for about six weeks on the pay of four. We're coming close to our next pay scheme, and you tend to leave often and for extended periods of time. We would also like to be paid, if possible."""
LAURA,00:15:17,00:15:29,"Most definitely, dear. Yes. We are definitely going to pay you. Does anybody remember how much we are supposed to pay them?"
ORION,00:15:29,00:15:31,"Pardon, what is the total of the staff's payment?"
MATT,00:15:31,00:15:58,"She thinks to herself for a moment, at which point you see Erwen, the elderly servant in the back says, ""Actually, you had previously said it was both of our services was 50 gold each for the month. And if I recall, the other mercenaries or guardians that you've hired to watch the walls of the keep were at a discussed 100 gold for the month's wages. Each."""
LAURA,00:15:58,00:16:00,And how many of those guys do we have?
MATT,00:16:00,00:16:10,"""You currently have five on your payroll, yes. 600 gold pieces total per month for the services for everyone keeping your keep."""
LAURA,00:16:10,00:16:20,"Tell you what, I will front this from my personal funds for this month. Just because we don't have enough in the party funds to cover that."
SAM,00:16:20,00:16:21,We don't have 600 gold?
LAURA,00:16:21,00:16:22,We do not!
SAM,00:16:22,00:16:23,Who's our treasurer?!
LAURA,00:16:23,00:16:26,"I am, but you bitches keep spending money!"
LIAM,00:16:26,00:16:29,I'll go halfsies.
LAURA,00:16:29,00:16:34,Halfsies? Lovely. Twinsies will pay halfsies. Here you go! 300 for each.
MATT,00:16:34,00:16:40,"""Thank you so much. I'll make sure this gets to the appropriate individuals immediately. They'll be very happy to not have to walk away. """
LAURA,00:16:40,00:16:45,"Yes, don't worry, you will always be paid from Vox Machina."
MATT,00:16:45,00:16:59,"Erwen steps in. ""And by the way, if you do intend to leave for an extended period of time again, I would recommend perhaps paying that in advance. There was a bit of unrest last time."""
SAM,00:16:59,00:17:00,Should we pay another month?
LAURA,00:17:00,00:17:02,Not yet. Not just yet.
ORION,00:17:02,00:17:08,"I'll pay him in advance right now, just to get it out of the way. 600, out of here, phew, there you go."
MATT,00:17:08,00:17:12,"""Very well, sire! I shall disseminate this amongst the others."""
TALIESIN,00:17:12,00:17:19,"Traditionally, the head of the house does dispense out the stipends anyway. That would be appropriate. I'm not even in the room, am I? Never mind! Sorry."
MATT,00:17:19,00:17:22,"Yeah, you're down in the workshop."
LAURA,00:17:22,00:17:24,Can I go find Percy?
MATT,00:17:24,00:17:25,You can.
MARISHA,00:17:25,00:17:28,"Actually, we should all go find Percy. We should all talk to Percy."
MATT,00:17:28,00:17:34,"""Thank you kindly, Tiberius. Thank you."" And he wanders off and begins counting out change into a smaller purse."
ORION,00:17:34,00:17:41,"When they start to go, I'd like to go to the temple with the sigils and talk to the guy who runs the place."
MATT,00:17:41,00:17:45,"Oh, you mean the Lyceum?"
ORION,00:17:45,00:17:46,Yeah.
MATT,00:17:46,00:17:48,"Okay, the Alabaster Lyceum."
ORION,00:17:48,00:17:57,"Yeah, because I learned something new this week and I was like, I'm dumb. But that's where I would like to head."
