speaker,start_time,end_time,text
MATT,00:00:00,00:01:19,"Hello and good evening, everyone, and welcome to Critical Role, where a bunch of us crazy, zany, nerdy-ass voice actors play Dungeons and Dragons. For those of us meeting us for the first time, welcome; this is us playing DND from a homebrew campaign with a few homebrew rules, but overall, it's a fun time. Couple of announcements I want to get over before we start up the game: One, we have a subscriber challenge, apparently, every 100 subscribers we get, we are giving away a signed poster of the cast of Critical Role, as well as a signed portrait or a giant poster of a beautiful piece of art by Kit Buss, our official artist. The cast will be signing both of those and giving those away to whoever wins and every 100 subscribers whoever is active in the chatroom will be opting in to be chosen randomly for that prize, so we'll keep an eye out for that and we will be announcing those winners as they come in. So that's every 100 subscribers. Also, there is a challenge that if we can manage to hit 7,000 subscribers by the beginning of the day tomorrow, the streaming tomorrow, one, there will be apparently some sort of Pikachu costume will be purchased and worn around the studio. This is all the information I have, and I'm excited at the vagueness that was presented to me, because that could mean anything, which, you know, with enough pressure, peer pressure especially, anyone can be put into a Pikachu costume."
ZAC,00:01:19,00:01:22,Not anyone.
MATT,00:01:22,00:01:55,"(laughs) Anyone. Also, there is apparently a promise for a party tomorrow evening with some fun guests and performers if we manage to hit 7k by the beginning of tomorrow's stream. This has been given to me by our gracious Overlord. Also, apparently the mods have their own challenge if we hit 7k by tomorrow that I've been told I don't really need to mention, which means I'm going to mention it, because apparently, there will be a Snugglelord or Overlord body pillow made. I think you should try and make that happen."
ZAC,00:01:55,00:02:01,"I asked really politely for that not to be mentioned. Cool, no, I'm going to remember that."
MATT,00:02:01,00:03:13,"How could you not mention that?! How could you not mention that? So 7k, guys. See if we can, see if we could make that happen, because I think it means if one can be made, many can be made and I think all of us here at Critical Role would be happy to have copies for ourselves. So that's now up in the air. Let's see. A couple other quick announcements: we also have our charity, 826LA, they're a fantastic charity, 826 across the nation, but especially we're donating to 826LA. They have afterschool programs and a lot of tutoring for creative writing skills and general literacy skills-- I can't talk today-- for kids from five up to late teens. They're a great charity; check them out. We really appreciate you guys' support in that. Also, we will have a one week break in Critical Role next week as both me and Marisha will be out of town doing that thing in the desert, so we'll be gone for a week, but we will return the week after, so that will be the second week of September to pick up our regular Critical Role schedule from there. I think that's it, and that's all. Let's see if anybody else have any major announcements."
TRAVIS,00:03:13,00:03:15,Love you.
MATT,00:03:15,00:04:33,"Oh, Grog's being sweet over there. We'll have some fun things to show when we come back, but in the meantime, let's go ahead and get ourselves ready to jump on in to our next session of Critical Role. [dramatic music]"
MATT,00:04:33,00:04:49,"All right, guys. Welcome back. Picking up where we left off to give you guys some overview here, the party had put themselves in a situation where they-- Taliesin is currently cleansing the area of Wil Wheaton's dice rolls from the previous two weeks."
LAURA,00:04:49,00:04:52,Feel better?
TALIESIN,00:04:52,00:04:56,We'll see if I feel better.
MARISHA,00:04:56,00:05:00,"No, it does. The energy feels better."
TALIESIN,00:05:00,00:05:02,"No, feeling better."
LIAM,00:05:02,00:05:05,"If there's one place to use the flamethrower, I think it's on that."
TALIESIN,00:05:05,00:05:08,It's right there. Salt the earth.
LAURA,00:05:08,00:05:11,"No, like you're not so much right there."
LIAM,00:05:11,00:05:15,I was being facetious; I didn't see it. I'm so comforted that it's on your wrist right now.
MATT,00:05:15,00:06:20,"That's okay, we'll look for it later. I think we may be down one Scanlan tonight; unfortunately, Sam couldn't make it. So we will be missing our gnome bard for the evening. I know, he's got family stuff planned tonight. Ohana means family in a language that doesn't exist in this world. That's okay. The party had unknowingly broken the law of Vasselheim and as such, found themselves in a conundrum where they had to choose either to go to the seat of judgment and be judged for breaking the law, or they could join the Slayer's Take, which is a guild of monster hunters in the town, which they caused this infraction towards. They agreed to instead join the guild. However, in doing so, they had to undergo a trial. The trial involved the party being split into two different groups and set on a journey to hunt a specific creature for each group, along with a couple of newcomers. So we had our couple guest episodes for each group, separate to do their own little venturing. Everybody survived, which was good. (cheering)"
TALIESIN,00:06:20,00:06:22,Not everybody.
"MATT, LAURA",00:06:22,00:06:25,Oh.
MATT,00:06:25,00:06:37,"We'll get to that. We will be coming back to the game in just a moment. Real fast, Travis, you should show us the really cool little thing that you--"
TRAVIS,00:06:37,00:06:45,"For my birthday, I got this. This is really great and heavy."
ORION,00:06:45,00:06:51,"If it was sharp, it would be a functional weapon."
LAURA,00:06:51,00:06:53,It is a functional weapon without sharpening.
MATT,00:06:53,00:07:04,"So between that and Orion's wrist-mounted fireball launcher, we are covering all the bases."
MARISHA,00:07:04,00:07:07,We have Liam's daggers. Laura's gotten a bow.
