speaker,start_time,end_time,text
MATT,00:00:01,00:00:46,"Hello everyone, welcome to the fifth episode of Critical Role! Before we start and get into the videos for our initial intro, let me go over a couple of things for the evening. First off, we're shooting to get to 1,500 subscribers by this evening, and as soon as we get there, we're giving out a promo kit that's worth about $250, which is awesome. We'll all go ahead and sign it at the end of the day and get it out to you as well. Also, Tabletop Day is coming up this Saturday, and a few of us will be showing up during the stream as well and any of you guys playing your own tabletop games at home, or whatever the case may be, if you go to the website and register, for each person that registers, we're giving away a boardgame to the charity Big Brothers and Big Sisters, so that's a really, really cool thing that you guys should get involved with. That's this Saturday, at International Tabletop Day, and also, we received a present apparently from the audience."
TRAVIS,00:00:46,00:00:47,A present?
MATT,00:00:47,00:00:48,That I get to open.
LIAM,00:00:48,00:00:50,Vat eez zis present? [static]
MATT,00:00:50,00:00:52,"I don't know vat zis present eez, but now I get to open zis."
ALL,00:00:52,00:00:53,Ooh!
MATT,00:00:53,00:00:55,"This is for all of us, apparently."
TALIESIN,00:00:55,00:00:59,What kind of sack is that?
MATT,00:00:59,00:01:04,"It is a big-- oh, it is a gigantic sack."
ORION,00:01:04,00:01:05,"Ooh, I love gigantic sacks"
MATT,00:01:05,00:01:06,"Oh my god guys, this is, this is amazing!"
LAURA,00:01:06,00:01:07,There's a card on it.
MATT,00:01:07,00:01:08,All right.
LAURA,00:01:08,00:01:09,On the other side.
MATT,00:01:09,00:01:19,"There's a card? Oh snap. By the power of #TeamNoStream, you have the power. By Negihama, thank you Negihama."
ALL,00:01:19,00:01:21,Thank you Negihama!
MATT,00:01:21,00:01:28,"That's amazing, as we now have for the group, a castle Greyskull."
ALL,00:01:28,00:01:33,Huzzah! Yay!
MATT,00:01:33,00:01:51,"So during the intro break we're going to go ahead and open this and find a place for it nearby, 'cause this is now representative of the keep that the players have waiting for them at Emon once they get out of this horrible mess. Anyway guys, welcome to Critical Role, let's get into those intros, shall we?"
