speaker,start_time,end_time,text
MATT,00:00:00,00:00:51,"Hello everyone and welcome to this evening's episode of Critical Role. Before we kick things off we're going to do the videos in just a moment to intro as we're waiting for a member to arrive. But before we get started tonight we have a couple special giveaways getting all the subscriber counts we can get. First off if we hit 3500 subscribers tonight we're going to be giving away a player's handbook signed by the cast of Critical Role, a dicebox, and one of these fantastically reconstructed horns of Orcus torn recently from forehead of the mad beholder K'varn. We actually have two of these available tonight as part of the giveaways. The first one will be at 3500 the next one at 3550 with the same package: The player's handbook signed by everybody the dice box and one of these horn props which were made for us by the incredible KommissarProps. This is Kai Norman. Kai, want to come in and say hello to everyone?"
KAI,00:00:51,00:00:52,Yeah!
MATT,00:00:52,00:00:53,Show off your good work here.
KAI,00:00:53,00:00:53,Thank you.
MATT,00:00:53,00:00:54,Show off your good work here.
KAI,00:00:54,00:00:56,Hey guys!
KAI,00:00:56,00:01:12,I guess I should show you a little bit about how they're built. They're resin. They're cast resin so they've got a little bit of rigid foam in the back so they've got this nice kind of bone marrow look and they're all hand painted by me and hopefully you guys will --
MARISHA,00:01:12,00:01:13,He's super awesome.
MATT,00:01:13,00:01:15,It's a good start.
MARISHA,00:01:15,00:01:32,You should totally go follow him at KommissarProps. It's kind of hard so I printed this out for you guys. Follow him on Instagram and on Facebook. That's where you see the most about this guy. And go check it out. It's good for the giveaway.
MATT,00:01:32,00:01:40,He's a talented guy. He's providing these for us for the giveaway tonight totally on his own and he's also going to be helping us with future possible prop stuff for the game as it progresses.
MARISHA,00:01:40,00:01:53,"You definitely want to go follow him. I actually tweeted a picture from your Instagram account, so for those of you who are following me, there's a direct link to his Instagram account. Or just search this on Facebook or Instagram."
MATT,00:01:53,00:01:54,Indeed.
MARISHA,00:01:54,00:01:56,Do it. Do it now.
MATT,00:01:56,00:02:08,"So we have those at 3500 and 3550. If we get to 3600 tonight, you'll get the t-shirt signed, a dice box, a starter kit and we'll stay after and play some more Just Dance. (cheers)"
MATT,00:02:08,00:02:11,Yeah! Great!
MATT,00:02:11,00:02:34,"Also want to give a big shoutout to -- we might have a bunch of new folks from imgur today -- someone put up a really cool post about us on imgur and a lot of people saw it, so those who came through that, hello, welcome, you're gonna sit in and watch a bunch of us silly folk play Dungeons & Dragons, so it should be fun hopefully. Welcome. In the meantime we'll go ahead and roll the videos, we'll get some history on some of the characters and we'll be back here in a few minutes."
MARISHA,00:02:34,00:03:47,We'll be back. Go follow. And then we'll pull winners.
