speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:09,(discordant yelling) We play Dungeons & Dragons!
MATT,00:00:09,00:00:17,"Before we jump into tonight's episode, we do have some quick announcements to get through. Beginning with the sponsor of tonight's episode: Hot Topic. Sam! (cheering)"
SAM,00:00:17,00:02:20,"This episode is brought to you by Hot Topic. As some of you may remember, earlier this year-- this year? What a year. (laughter) Earlier this year, we had our first wave of apparel drop at Hot Topic, and we are excited to share the second wave. Now, apparel is fine, it's fine. But the best part about this Hot Topic gear is it's got so many more different uses than just wearing it on your body. You can life hack it! And, in fact, I took some of their sample apparel at my home and I life hacked it and showed you what else you can do with it. Let's roll that video right now. (cheerful music) (yelling) (blowing) Ow. Oh. Hmm. (sniffing) Almost. Uh-huh, yeah. Ah. Mm. (exhaling) Oh. Okay. (groaning) (groans) (exhales) (groaning)"
SAM,00:02:20,00:02:24,It's so easy.
SAM,00:02:24,00:02:34,"Comb, and a brush, and a bowl full of... What? Hey. Kids?"
SAM,00:02:34,00:02:49,"Goodnight, noises everywhere. The end. Oh. (kisses) I love you, big guy. (cheering)"
SAM,00:02:49,00:02:53,What a hilarious and unexpected video.
LIAM,00:02:53,00:02:56,Yeah. We totally just saw that just now.
SAM,00:02:56,00:03:21,"I wonder what it's going to be like. Anyway, thanks to my wife who may or may not have shot that. But it's not just clothing, we've added more characters. Nope. We've added-- they'll edit this out. We've added more categories beyond some awesome shirts, like drink wear, a journal, some pins, buttons, a cool d20 backpack hanger. Backpack hanger?"
LAURA,00:03:21,00:03:23,"Yeah, you can go ahead and hold that one up right now."
SAM,00:03:23,00:03:23,I have this?
LAURA,00:03:23,00:03:25,"Yes, that!"
SAM,00:03:25,00:03:25,This is a backpack hanger!
LAURA,00:03:25,00:03:26,Yeah!
SAM,00:03:26,00:03:29,I was picturing a thing that you hang a backpack on.
