speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello everyone, and welcome to tonight's episode of Critical Role where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:09,(singing and hollering) We play Dungeons & Dragons!
MATT,00:00:09,00:00:18,"Just like that. Before we get into tonight's episode, we do have some announcements to get through, beginning with the first of our two sponsors, Cortex. Sam, if you don't mind."
SAM,00:00:18,00:01:51,"This episode is sponsored by Cortex, a brand new gaming toolset from our pals at Fandom, the D&D Beyond folks, that lets you create your own original game from hundreds of modular parts to best suit your world and play style. Using dice and descriptive traits, you can craft and play in all kinds of genres and worlds from books, TV, movies, and video games. Cortex is designed for episodic one shots as well as longer epic story arcs online or in person. To show you how easy it is, I used Cortex to design the most immersive horror game you'll ever experience. I call it Tax Code Carnage: IRS Annihilation, the thrilling and chilling game of adventure and accounting as you and your party delve into the darkness of the federal tax code and file your returns by April 15th before evil audit monsters garnish your soul. (laughter) I'll demonstrate. Oh, wait, I'm rolling too early. Oh no! (laughter) Oh no. I'm making up my own rules of the stupid game and I've already broken my own rules. (laughter) Oh no! A CPA aboleth is trying to shred my form 1040. Time to file an extension. A seven? My deductibles weren't itemized, so much red tape, no problem. I'll cast a 4th-level fixed asset cash flow spell. Nat one, I'm insolvent! (laughter) So my question to you guys is, does it need some more work or can Darrington Press publish this, like, right away?"
TRAVIS,00:01:51,00:01:52,"I mean, a little more play testing."
LAURA,00:01:52,00:01:52,I think it's great.
ASHLEY,00:01:52,00:01:54,I think it's ready to go.
SAM,00:01:54,00:01:56,Or is it too spooky? Is it too scary?
ASHLEY,00:01:56,00:01:59,"It's terrifying, my god."
LIAM,00:01:59,00:02:02,Great commercial read.
SAM,00:02:02,00:02:17,"Anyway, right now Fandom is giving away free copies of the main Cortex rule book on Twitter, twitter.com/cortexrpg. So head over for a chance to get a copy or simply grab your own digital or physical copy right now at bit.ly/cortexrpgcr."
LAURA,00:02:17,00:02:17,Woo!
MARISHA,00:02:17,00:02:18,Ey!
SAM,00:02:18,00:02:18,Ey!
MARISHA,00:02:18,00:02:19,Ey!
TRAVIS,00:02:19,00:02:21,"Nice job, taxman."
MARISHA,00:02:21,00:02:22,Good game.
LIAM,00:02:22,00:02:22,Physical copy.
SAM,00:02:22,00:02:26,File early! (laughter)
MATT,00:02:26,00:02:50,"Awesome. Thank you very much, Sam. And thank you, Fandom friends and Cortex. Our second sponsor for tonight is Hocus Pocus the game. That is a thing that exists, like the OG, awesome Hocus Pocus classic of the era. In the game, players must match the color of the ingredients on the game board to stun the Sanderson sister and stop-- sisters-- or stop their sinister plot."
LAURA,00:02:50,00:02:51,There's three of them.
