speaker,start_time,end_time,text
MATT,00:00:03,00:00:29,"Everyone, welcome to the new episode of Critical Role. This evening, we luckily have Ashley Johnson back in as her character Pike. Unfortunately, Laura Bailey will be gone for most of the game, possibly, she might come in, 'cause she's busy recording a show with Wil Wheaton. It's gonna be a great show, but we'll miss her, until she shows up. However, we shall see what the next chapter has in store in just a moment. In the meantime, let's go ahead and get you situated with the character backgrounds."
TRAVIS,00:00:29,00:02:16,"Right, listen up. If you have ale, then you have a friend in Grog Strongjaw. A goliath of towering height and size. This barbarian has an appetite for the two great loves in his life: combat, women, and ale. (record scratch) Wait. Easily the brains of the group, Grog is often consulted for his vast knowledge of shapes, colors, and (giggles), shiny things. But also ale. In his early years, armed with his two handed gray axe, Grog often enjoyed proving his might amongst the ranks of his family's wandering herd. But after coming upon an unsuspecting elderly gnome in the woods, he objected to the killing of such an innocent life. A creature of impulse, Grog felt only pity for this, this terrified little thing. His disobedience cost him dearly. Beaten bloody, and banished by the herd leader, his uncle Kevdak, Grog was abandoned, and left to die. Exiled from his herd, it was then that the relative of the very gnome he fought to save, saved him. It was the kindness of a gnome cleric named Pike that healed Grog, bringing him back from death's edge. And they have remained close friends ever since. Most nights, Grog can be found challenging entire taverns to wrestling matches. Or accompanying Scanlan to the nearest house, where you pay for lady favors. Also ale."
MARISHA,00:02:16,00:04:21,"A first impression of Keyleth would leave you with little information on the half-elven druid. You might even think that her social awkwardness due to her sheltered upbringing is kind of sweet. Of course it would be unwise to underestimate her based on first impressions. (thunder clap) Under that unintimidating, petite frame is a vicious beast, waiting to be unleashed, whose natural powers have made even the fiercest of champions pee their pants. Literally. (giggles) Born to the air tribe of the Ashari people, Keyleth was raised with a deep love of nature and the elemental magics. It is her people's inherent duty to protect the delicate areas in Tal'Dorei where the four elemental planes begin to bleed with this realm. Since she was a little girl, she had quite a knack for air manipulation, and beast shaping abilities. Well, if you consider kittens and flying squirrels to be little beasts. Which, I do. Anyways. It wasn't long before the headmaster of the tribe, her father, Korren, realized her true prodigious abilities, and she was inveterated to succeed him as the next headmaster. Just like that, her jovial childhood was stripped, and replaced with endless spell memorization, teachings from ancient traditions, and exceedingly high expectations. Every druid leader-to-be must embark on a journey to seek out the sister tribes in order to introduce and establish respect amongst the fellow headmasters. They call this the Aramente, or Noble Odyssey. When her father felt she was ready, he set her on the path to truly discovering herself, not knowing when or if she will ever return. As she hiked down the mountain towards Stilben, she meditated on the task ahead. Part of the Aramente is proving yourself a strong warrior, a valiant protector, and a wise, and compassionate leader. With this knowledge, one thought plays in repeat in her mind: Is she even worthy?"
TALIESIN,00:04:21,00:05:35,"Percy was the third of seven children, born to a noble family who lived far to the north, in the ancient castle of Whitestone. With so many siblings to share the burdens of lordship, Percy turned his attentions to the sciences, engineering, and naturalism. One day, a mysterious couple named Lord and Lady Briarwood came to court. During a feast held in their honor, the Briarwoods violently took control of the castle, killing or imprisoning everyone who would stand in their way. Percy awoke chained in the dungeon, only to be freed by his younger sister. Together they fled, chased by the Briarwoods' men. As they ran, Percy's sister took several arrows to the chest, and fell. Percy kept running, eventually jumping into a freezing river, and floating unconscious to freedom. He did not remember waking up on a fishing boat. He barely remembered the next two years as he slowly made his way as far south as possible. Then one night, Percy had a dream. A roaring cloud of smoke offered him vengeance against those who destroyed his family. When he awoke, Percy began to design his first gun. (gunshot)"
SAM,00:05:35,00:06:57,"Oh, you haven't heard of Scanlan Shorthalt? Well gird your loins ladies because he has his eyes on you. A talented musician, master of disguise, and dashingly handsome in his own mind, Scanlan sings songs almost as much as he sings his own praises. Born a poor gnome, Scanlan used his endless charm and soaring tenor voice to croon for coin and support his single mother. One day he was discovered by a half orc promoter, and joined Dr. Dranzel's Spectacular Traveling Troop, where he learned the ways of the world, and honed his skills as a bard extraordinaire. A loner much of his life, Scanlan has never quite come to terms with the violent death of his mother at the hands of a goblin invasion. While his years on the road provided many, shall we say, educational experiences with the opposite sex, deep down Scanlan yearns for the one thing he's never known: the true love of a fellow gnome. Still, Scanlan considers himself a lover first, performer second, and fighter a distant third. On the battlefield, he'll support his allies, but rarely draws blood, unless it's to protect fellow gnome, Pike. Count on Scanlan for a hearty laugh, a rollicking song, and a twinkle in his eye that melts hearts, and makes the females swoon. (sputtering)"
ORION,00:06:57,00:08:55,"Greetings, and salutations. I am Tiberius Stormwind. I hail from a town called Tirex, located in the heart of Draconia. Born from a politically respected family, at the age of 15, I succeeded in passing the sorcerer's right, showing prodigy-like control of my magic. The judges in the Draconian high council were amazed at how powerful my spells were for how long I had been training. At 20 years old, I was the youngest appointed member of the magic guild in Draconian history. For the next few years I almost went mad from the malaise of being a guild member, as it's rather boring. However, one day I happened upon a chamber, unused for quite some time. In the room were stacks of books and maps, of the surrounding cities and areas around the known world. For months I would frequent the chamber, and learn of artifacts from legend. After a long period of research, I made a list of artifacts that caught my eye. I brought these findings to the high council and was told that all of the information in the chamber I stumbled upon was either believed to be fiction or unsolvable mysteries, and hence were lost forever. I found those answers to be unacceptable. A year later I devised a ruse, and managed to convince the city council to lend support in me leaving Draconia on a mission of peace and diplomacy for the surrounding kingdoms, going from town to town and making friends and allies in and for the name of Draconia. Being a red dragonborn, I had quite the task on my hands, in that respect. But it was exactly what I needed, so I could explore the world and find these artifacts, as I felt the truth was out there. Some may describe me as buffoonish, but I say poppycock to all that! (sputtering) I am much sharper than most give me credit for. I just don't pay attention to things sometimes. I've also been known to be rather cunning, loyal, happy go lucky, and, well, dangerous. I can't help but show my true scales every now and then. But overall, I think I'm quite friendly for a dragonborn."
LIAM,00:08:55,00:10:25,"Never entirely welcome in the company of elves or men, Vax’ildan learned at a young age to skip past formality, preferring instead to invite himself in your door. Along with twin sister Vex'ahlia, Vax was born by a chance encounter between elven royalty and human peasantry. Raised by their mother in their early years, the twins were eventually sent off to their father in the elven capitol of Syngorn. But their cool reception among the elves there never warmed, and their time in the capitol didn't last. The siblings stole away one autumn night, and set out on the open road. After a few years of wandering, they eventually decided to return to their mother, and journey back to the lands of their youth. But instead of finding their childhood home, they returned to a pile of rubble. Their mother was gone, their home burned to ash. Pressing the townspeople for answers, they learned of the day the dragon came. (roaring) With their ties all severed, Vax’ildan and his sister set out to find their fortune together in Tal'dorei. An outsider since birth, Vax quickly learned to solve life's challenges in his own particular way, often by side-stepping them entirely. And when his knack for circumventing adversity isn't enough, (drawing blades) the way of blades the elves schooled him in more than makes up the difference."
LAURA,00:10:25,00:11:49,"Like so many half elves, Vex'ahlia has spent most of her life suffering the cool reception of a people who don't fully accept her. Born of a human mother and an elven father, who only later in life took an interest in their existence, Vex'ahlia and her twin brother Vax’ildan quickly realized the only people they could truly rely on in this world were each other. It was at the age of ten when the two were taken from their mother, and brought to live in Syngorn, the isolated elven city for which their father was an ambassador. He quietly took them in, but always kept an icy distance. And after too many years of disdainful looks, the pair decided to leave his indifference behind and set out on their own. Vax took to the cities, stealing small trinkets and learning the ways of a thief. While Vex kept to the woods. She preferred the isolation. Always the keen observer, she learned to hunt, and to track, to spy, and to shoot. And through a series of fateful events, earned herself a companion in the form of a bear-- her own stolen trinket-- to fight along side her and protect her fiercely. Also he is adorable. And gives expert massages."
TRAVIS,00:11:49,00:12:37,"Right, listen up. If you have ale, then you have a friend in Grog Strongjaw. A goliath of towering height and size, this Barbarian has an appetite for the two great loves in his life: combat, women, and ale. (record scratch) Wait. Easily the brains of the group, Grog is often consulted for his vast knowledge of shapes, colors, and (giggles), shiny things. But also ale. In his early years, armed with his two-handed great axe, Grog often enjoyed proving his might amongst the ranks of his family's wandering herd. But after coming upon an unsuspecting elderly gnome in the wood--"
MATT,00:12:37,00:12:41,"Welcome back. Unfortunately, we don't have Pike's video ready yet. I'm working on it."
ASHLEY,00:12:41,00:12:41,My bad.
MATT,00:12:41,00:12:56,"This week got away from me, and Ashley got it to me a little late, but we'll have it up next week, don't worry. However we are happy to have Ashley with us. (all cheer) She's come down from her BAFTA cloud. (all laugh) Which is amazing, congratulations again."
ASHLEY,00:12:56,00:12:58,Thank you guys.
MATT,00:12:58,00:13:03,"So yeah, as a heads up too, if you wanna do any quick announcements real fast, I think you had an announcement you wanted to make."
ASHLEY,00:13:03,00:13:06,It's my mom's birthday today. (all cheer)
MATT,00:13:06,00:13:08,"Happy birthday Ashley's mom, yay!"
ASHLEY,00:13:08,00:13:09,Her name's Nancy.
LIAM,00:13:09,00:13:10,Hi Nancy.
TRAVIS,00:13:10,00:13:13,"Happy birthday, Nancy. Totally watching this right now."
MARISHA,00:13:13,00:13:15,Is she watching?
ASHLEY,00:13:15,00:13:18,She probably is. (all laugh)
MATT,00:13:18,00:13:37,"Well, hello! Also for those who are Hearthstone players, the new Black Hawk Mountain Expansion came out today, in which I voice Nefarian and Ragnaros. (all cheer) My vanilla-WoW-playing self from back in the day is nerding out over that, so enjoy that. Anyone have anything else they wanna announce or talk about? Are we good to start?"
SAM,00:13:37,00:13:38,"Hi, mom!"
MARISHA,00:13:38,00:13:39,"Hi, mom."
MATT,00:13:39,00:13:40,All righty.
TRAVIS,00:13:40,00:13:46,I don't think my mom knows what the internet is.
ORION,00:13:46,00:13:50,"Related, I leveled my undead holy priest to 64 last night, on Warcraft."
ZAC,00:13:50,00:13:52,We're just about a thousand happy--
MATT,00:13:52,00:14:00,"Congrats. Way to go, level 64. So you're just barely into burning crusade, good man. (all laugh)"
TALIESIN,00:14:00,00:14:17,"I got one too. My brother who also works in video games gave a talk at GVC this year, and it just went online, and not now but later you should watch Alex Jaffe's talk on metagame balancing. It's really really fun, it's fabulous, and you learn a lot."
MATT,00:14:17,00:14:19,"There you go, Alex Jaffe, look it up."
MARISHA,00:14:19,00:14:20,Alex is brilliant.
