speaker,start_time,end_time,text
MATT,00:00:00,00:01:26,"Welcome back to Critical Role this week, ladies and gentlemen, where a bunch of us awesome voice actors get together and play Dungeons and Dragons weekly. We have the return of some of our fantastic guests from last week, but we'll get to them in just a second. But first, let's go ahead and get you started with our fancy intro. [dramatic music]"
MATT,00:01:26,00:01:52,"Welcome back! (giggles) Welcome back. We got most everyone here right now. Travis is on his way. He flew all the way from Alaska, and thanks to some delays-- weather and everything-- he's getting here as fast as he can, so we may have a Grog arriving a little late during today's session. Pretty late for today's session. But in the meantime, our illustrious Laura Bailey will be controlling Grog."
LAURA,00:01:52,00:01:55,(Grog voice) I would like to rage!
MATT,00:01:55,00:02:09,"Excited for that prospect. It should be a lot of fun. So also want to thank you again, our invited guests returning for their second week. We have Felicia Day and Mary Elizabeth McGlynn. Thank you, guys."
MARY,00:02:09,00:02:10,Pleasure is mine.
"LAURA, MARY",00:02:10,00:02:12,Pleasure.
FELICIA,00:02:12,00:02:14,Pleasure. I smell like peanut butter.
MATT,00:02:14,00:02:15,That's delightful.
FELICIA,00:02:15,00:02:17,That's why I smelled my fingers earlier.
MARY,00:02:17,00:02:21,"Is this a normal thing, or just today?"
FELICIA,00:02:21,00:02:23,"I just was like, hi! (sniffs)"
SAM,00:02:23,00:02:26,That's normally how people greet me.
FELICIA,00:02:26,00:02:34,"If you smelled like grape jelly, we would be BFFs! Anyway, hi."
MATT,00:02:34,00:03:01,"So welcome back. Well, cool. Before we get into it, a couple of quick announcements. One. For every 100 subs that we get during the show tonight, we'll be giving away our packages that include a picture of the Critical Role cast, signed, a Player's Handbook for Dungeons and Dragons, signed by the cast of Critical Role. We'll also be giving away a copy of Felicia's awesome new book that she's about to go on a book tour for. (cheering)"
SAM,00:03:01,00:03:05,"And it doesn't look like some self-published thing, that looks like a real-- whoa!"
FELICIA,00:03:05,00:03:11,"Not to insult self-published things, but it's legit. There is a sparkle on my dress. That is a very high-class sparkle."
SAM,00:03:11,00:03:13,Does it have a barcode on it?
FELICIA,00:03:13,00:03:28,"That is an android, that's why I look so trim there. Yeah, but the book's coming out on Tuesday! So I'll be going on book tour, so if you guys want to come see me, I'm going to 12 cities. Sorry Midwest. I'm sorry. You're so angry at me. Anyway, thank you, yeah."
MATT,00:03:28,00:03:48,"Awesome, cool, well you guys get some copies of that coming through. We also have a bunch of other random goodies we'll be throwing in with these packages that include other awesome DND stuff and comics and it'll be a little surprise, so for every 100 subscribers, we'll be giving one of those packages away, so that'll be fun. Also wanted to do a quick announcement for one of our friends recently put up a project here. Marisha, if you want to do the intro."
MARISHA,00:03:48,00:04:12,"Yes! Hi everybody. Okay, so. Boonzy Arts-- they make geeky candles. They have a Kickstarter right now called Wheel of Flame, and they're making essentially DND thematic immersive candles that smell like the environments that you're in! This one is Dragon's Lair and it's smoky and musky."
MATT,00:04:12,00:04:14,We're going to be lighting this tonight.
LAURA,00:04:14,00:04:17,Is there moldy dungeon smell?
MARISHA,00:04:17,00:04:22,They're coming out with a few more because their Kickstarter's doing pretty well.
MATT,00:04:22,00:04:24,Basement tavern refuse candle.
TALIESIN,00:04:24,00:04:27,Ogre's nest.
MARISHA,00:04:27,00:04:29,I think they're making a tavern one.
SAM,00:04:29,00:04:34,Bed crap? (laughter)
MATT,00:04:34,00:04:36,That's a Critical Role exclusive. The Scanlan offshoot.
MARISHA,00:04:36,00:05:01,"Yeah, I think they have one that's Elven Forest, that smells like a forest and they have one that's Sorcerer's Lair, that smells like sage and stuff. But yeah, Wheel of Flame is their Kickstarter. Go check them out, I know they have a limited amount of candles they can give out. Also, there's a d20 hidden in every candle, so when the wax melts, you get a d20!"
LAURA,00:05:01,00:05:03,That's lovely.
MARISHA,00:05:03,00:05:05,So yeah! Check them out. Wheel of Flame.
MATT,00:05:05,00:05:11,"Great. Thank you, Marisha. (cheering)"
MATT,00:05:11,00:05:27,"So much flame. So yeah, for all you guys who pay the extra subscription dollars for the smell-o-vision twitch stream, you will be able to also experience the sensory death of the party."
LAURA,00:05:27,00:05:29,Why would you say that?
