speaker,start_time,end_time,text
MATT,00:00:00,00:01:43,"Hello and good evening, everyone. Welcome to tonight's episode of Critical Role, where a bunch of us voice-actors get together and play Dungeons and Dragons-- crazy, fun, nerdy times. So we are unfortunately missing Travis Willingham again this evening, because he's a pussy and had to go see Avengers tonight, so feel free to let him know on Twitter. But anyway, we have a really fun, action-packed adventure-- as if last week's wasn't tension enough. Let's see how the rest of the group manages to recover from their climactic battle at the top of Emberhold. But in the meantime, let's go ahead and give you an intro and some of the character backgrounds before we come back. [dramatic music]"
ASHLEY,00:01:43,00:03:46,"Pike grew up on the outskirts of town, near the Bramblewood. Her ancestors were a family of deep gnomes with quite an unfavorable reputation. Thievery, destruction, and trickery left them with the curse of the last name Trickfoot. Sarenrae, the goddess of healing and redemption, had other plans for Pike's great-great-grandfather Wilhand, who left his family at a young age after a dream: a dream that changed the course of the Trickfoot family. Wilhand devoted his life to Sarenrae and pledged from then on that him and his family would live a life of service and devotion. As a child, Pike seemed to have an affinity to heal. Whether it was animals, people, or even flowers, she felt she had a purpose in making things whole that had once been broken. She studied and learned the ways to heal though divine magic. She lived a peaceful life, quiet and simple, until one day, Wilhand was captured and almost killed by a group of goliath barbarians. One of the goliaths took a stand against the murder of the innocent gnome and he himself was beaten, bloodied, and left for dead, abandoned by his herd. Wilhand went to Pike for help. She prayed and healed this barbarian as best she could, bringing him back to life. When he awoke, she discovered his name was Grog Strongjaw. After that, they were best of friends, a rather unlikely pair. Little did she know that in a few years' time, Grog would soon return the favor and bring her back from the clutches of death. (roar, crunch) After being killed in battle, Pike felt angry. She wanted to be stronger so that it would never happen again. She spent four months at sea training with the men and women aboard a ship called the Broken Howl. Gripping her holy symbol in one hand, and her morningstar in the other, this time, Pike is ready."
TRAVIS,00:03:46,00:05:33,"Right, Listen up! If you have ale, then you have a friend in Grog Strongjaw. A goliath of towering height and size, this barbarian has an appetite for the two great loves in his life: combat, women, and ale! (chuckle) (record scratch) Wait. Easily the brains of the group, Grog is often consulted for his vast knowledge of shapes, colors, and (chuckle) shiny things! Also ale. In his early years, armed with his two-handed great axe, Grog often enjoyed proving his might amongst the ranks of his family's wandering herd. But after coming upon an unsuspecting elderly gnome in the woods, he objected to the killing of such an innocent life. A creature of impulse, Grog felt only pity for this-- well, this terrified little thing. And his disobedience cost him dearly. Beaten bloody and banished by the herd leader, his uncle Kevdak, Grog was abandoned and left to die, exiled from his herd. It was then that the relative of the very gnome he fought to save, saved him. It was the kindness of a gnome cleric named Pike that healed Grog, bringing him back from death's edge. And they have remained close friends ever since. Most nights, Grog can be found challenging entire taverns to wrestling matches! Ha! Or accompanying Scanlan to the nearest house where you pay for lady favors. Also ale!"
MARISHA,00:05:33,00:07:38,"A first impression of Keyleth would leave you with little information on the half-elven druid. You might even think that her social awkwardness due to her sheltered upbringing is kind of sweet. (chuckle) Of course, it would be unwise to underestimate her based on first impressions. (thunder) Under that unintimidating petite frame is a vicious beast waiting to be unleashed, whose natural powers have made even the fiercest of champions pee their pants, literally! (soft chuckle) Born to the Air Tribe of the Ashari people, Keyleth was raised with a deep love of nature and the elemental magics. It is her people's inherent duty to protect the delicate areas in Tal'Dorei where the four elemental planes begin to bleed with this realm. Since she was a little girl, she had quite a knack for air manipulation and beast shaping abilities. Well, if you consider kittens and flying squirrels to be little beasts. Which, I do. (clears throat) Anyways, it wasn't long before the headmaster of the tribe, her father, Korren, realized her true prodigious abilities and she was inveterated to succeed him as the next headmaster. Just like that, her jovial childhood was stripped and replaced with endless spell memorization, teachings from ancient traditions, and exceedingly high expectations. Every druid leader to be must embark on a journey to seek out the sister tribes in order to introduce and establish respect amongst the fellow headmasters. They call this the Aramente, or Noble Odyssey. When her father felt she was ready, he set her on the path to truly discovering herself, not knowing when, or if, she will ever return. As she hiked down the mountain towards Stillben, she meditated on the task ahead. Part of the Aramente is proving yourself a strong warrior, a valiant protector, and a wise and compassionate leader. With this knowledge, one thought plays on repeat in her mind: Is she even worthy?"
TALIESIN,00:07:38,00:08:52,"Percy was the third of seven children, born to a noble family who lived far to the north in the ancient castle of Whitestone. With so many siblings to share the burdens of lordship, Percy turned his attentions to the sciences, engineering, and naturalism. One day, a mysterious couple named Lord and Lady Briarwood came to court. During a feast held in their honor, the Briarwoods violently took control of the castle, killing or imprisoning everyone who would stand in their way. Percy awoke chained in the dungeon, only to be freed by his younger sister. Together they fled, chased by the Briarwoods' men. As they ran, Percy's sister took several arrows to the chest and fell. Percy kept running, eventually jumping into a freezing river and floating unconscious to freedom. He did not remember waking up on a fishing boat. He barely remembered the next two years, as he slowly made his way as far south as possible. Then one night, Percy had a dream. A roaring cloud of smoke offered him vengeance against those who destroyed his family. When he awoke, Percy began to design his first gun. (gunshot)"
SAM,00:08:52,00:10:13,"Oh, you haven't heard of Scanlan Shorthalt? Well, gird your loins, ladies, because he has his eye on you. A talented musician, master of disguise, and dashingly handsome in his own mind, Scanlan sings songs almost as much as he sings his own praises. Born a poor gnome, Scanlan used his endless charm and soaring tenor voice to croon for coin and support his single mother. One day he was discovered by a half-orc promoter, and joined Dr. Dranzel's Spectacular Traveling Troupe, where he learned the ways of the world, and honed his skills as a bard extraordinaire. A loner much of his life, Scanlan has never quite come to terms with the violent death of his mother at the hands of a goblin invasion. While his years on the road provided many, shall we say, educational experiences with the opposite sex, deep down, Scanlan yearns for the one thing he's never known: the true love of a fellow gnome. Still, Scanlan considers himself a lover first, performer second, and fighter distant third. On the battlefield, he'll support his allies, but rarely draws blood, unless it's to protect fellow gnome, Pike. Count on Scanlan for a hearty laugh, a rollicking song, and a twinkle in his eye that melts hearts and makes the females swoon."
ORION,00:10:13,00:12:12,"Greetings and salutations. I am Tiberius Stormwind. I hail from a town called Ty'rex, located in the heart of Draconia. From a politically respected family, at the age of 15, I succeeded in passing the Sorcerer's Rite, showing prodigy-like control of my magic. The judges and the Draconian high council were amazed at how powerful my spells were for how long I had been training. At 20 years old, I was the youngest appointed member of the magic guild in Draconian history. For the next few years, I almost went mad from the malaise of being a guild member, as it's rather boring. However, one day I happened upon a chamber, unused for quite some time. In the room were stacks of books and maps of the surrounding cities and areas around the known world. For months, I would frequent the chamber, and learned of artifacts from legend. After a long period of research, I made a list of artifacts that caught my eye. I brought these findings to the high council and was told that all of the information in the chamber I had stumbled upon was either believed to be fiction, or unsolvable mysteries, and hence were lost forever. I found those answers to be unacceptable. A year later, I devised a ruse and managed to convince the city council to lend support in me leaving Draconia on a mission of peace and diplomacy for the surrounding kingdoms, going from town to town and making friends and allies, in and for the name of Draconia. Being a red dragonborn, I had quite the task on my hands in that respect, but it was exactly what I needed so I could explore the world and find these artifacts, as I felt the truth was out there. Some may describe me as buffoonish, but I say poppycock to all that. I am much sharper than most give me credit for. I just don't pay attention to things sometimes. I've also been known to be rather cunning, loyal, happy-go-lucky, and well, dangerous. I can't help but show my true scales every now and then. But overall, I think I'm quite friendly for a dragonborn!"
LIAM,00:12:12,00:13:42,"Never entirely welcome in the company of elves or men, Vax'ildan learned at a young age to skip past formality, preferring instead to invite himself in your door. Along with twin sister Vex'ahlia, Vax was born by a chance encounter between elven royalty and human peasantry. Raised by their mother in their early years, the twins were eventually sent off to their father in the elven capital of Syngorn. But their cool reception among the elves there never warmed, and their time in the capital didn't last. The siblings stole away one autumn night and set out on the open road. After a few years of wandering, they eventually decided to return to their mother, and journeyed back to the lands of their youth. But instead of finding their childhood home, they returned to a pile of rubble. Their mother was gone, their home burned to ash. Pressing the townspeople for answers, they learned of the day the dragon came. (roar) With their ties all severed, Vax'ildan and his sister set out to find their fortune together in Tal'Dorei. An outsider since birth, Vax quickly learned to solve life's challenges in his own particular way, often by side-stepping them entirely. And when his knack for circumventing adversity isn't enough, (knife scraping) the way of blades the elves schooled him in more than makes up the difference."
LAURA,00:13:42,00:15:06,"Like so many half-elves, Vex'ahlia has spent most of her life suffering the cool reception of a people who don't fully accept her. Born of a human mother and an elven father who only later in life took an interest in their existence, Vex'ahlia and her twin brother Vax'ildan quickly realized the only people they could truly rely on in this world were each other. It was at the age of ten when the two were taken from their mother and brought to live in Syngorn, the isolated elven city for which their father was an ambassador. He quietly took them in, but always kept an icy distance, and after too many years of disdainful looks, the pair decided to leave his indifference behind, and set out on their own. Vax took to the cities, stealing small trinkets and learning the ways of the thief, while Vex kept to the woods; she preferred the isolation. Always the keen observer, she learned to hunt and to track, to spy and to shoot. And through a series of fateful events, earned herself a companion in the form of a bear-- her own stolen Trinket-- to fight alongside her and protect her fiercely. Also, he is adorable, and gives expert massages."
MATT,00:15:06,00:15:21,"Hey guys, welcome back. While we are missing Travis, it's totally fine, Avengers is a fantastic film. It's a wonderful film and hope he doesn't spoil anything for us in his return, but he is missed. Travis, we miss you. We'll have you back next week, hopefully."
ORION,00:15:21,00:15:25,I'm going to spoil the movie for everybody: they win!
"TALIESIN, LAURA",00:15:25,00:15:28,But do they?
MATT,00:15:28,00:15:31,I don't know. It's Joss Whedon (laughs)
ORION,00:15:31,00:15:33,I didn't say who 'they' were.
MATT,00:15:33,00:15:57,"Oh, that's true. All right, so, welcome everyone. For those of you who's this the first time, (laughs) buckle up for some interesting-- So we're a bunch of voice actors who play Dungeons & Dragons and this is our campaign we've been running for a while. To give you a little heads-up on the story so far, the party was hired to find an individual named Lady Kima, and she is a halfling paladin. The platinum dragon Bahamut is her deity"
SAM,00:15:57,00:15:59,And we found her!
MATT,00:15:59,00:16:03,You did. I was going to get to that. (all laugh)
MATT,00:16:03,00:17:34,"So they went seeking her in caverns beneath the dwarven city of Kraghammer. After much fighting and surviving, they manage to find their way to a duergar fortress called Emberhold, where they found Lady Kima captive beneath. They released her and then, using her help, assaulted the throne room at the top and managed to slay King Murghol of the duergar. However, in the process, Grog, our intrepid barbarian, was kidnapped by the queen mage before she could be slain, who then also disintegrated a portion of the roof, letting an entire cavalcade of molten rock into the fortress. The party then had to make a heated escape. However, a number of the party members, due to the gaze of the two basilisks that were kept in the throne room as pets, Lady Kima and our Tiberius Stormwind, our dragonborn sorcerer, are currently stone. Dragging them out of the fortress as the magma began to fill the interior, a very deft escape was made, aside from Vax unfortunately getting his foot temporarily submerged in the lava, taking some serious damage to his foot. The party manage to make their way outside of the Emberhold proper, and you've all taken a moment to breathe at this point, realizing that thankfully, for the most part, you've all survived. Aside from the missing party member and a few in a state of flux at the moment. So, picking up there where we left off. You're all breathing heavily. The sincerity of the battle has just come over you. The adrenaline's still pumping through your system."
LAURA,00:17:34,00:17:36,Your foot is melted off.
LIAM,00:17:36,00:17:37,It's kind of there (groans).
MATT,00:17:37,00:17:40,Mostly. There's some... You can see four of the five toes.
LAURA,00:17:40,00:17:42,"Oh, that's not bad. It's four out of five."
MATT,00:17:42,00:17:43,About three and a half.
LIAM,00:17:43,00:17:45,Did I lose the big or the small?
MATT,00:17:45,00:17:48,(laughs) This would be the small.
ASHLEY,00:17:48,00:17:50,"Oh, you can do without the pinkie."
MARISHA,00:17:50,00:17:52,Your balance is probably a little wonky.
MATT,00:17:52,00:17:56,"Yeah, a little bit."
LIAM,00:17:56,00:17:59,"Clears that athlete's foot, though. Gone."
MATT,00:17:59,00:18:00,Sure enough.
SAM,00:18:00,00:18:04,Is anyone following us? Can we do a quick check around and just see?
MATT,00:18:04,00:18:05,Make a perception check.
SAM,00:18:05,00:18:11,Perception check? Starting it off with a 19.
MATT,00:18:11,00:18:46,"Glancing around, you start hearing various duergar screams from above as the individuals that were still inside the fortress are in the process of trying to get out, or in the process of slowly melting in the molten rock. What you do also notice is that off towards the bottom base of the stronghold, a number of duergar that reside in the buildings that surround the exterior of Emberhold proper are mounting arms and charging up towards the stronghold to give aid to wherever this seeming, loud shouting and screaming is coming from"
LAURA,00:18:46,00:18:47,Can they see us?
MARISHA,00:18:47,00:18:48,Does anyone seem to be paying attention to us?
MATT,00:18:48,00:18:58,"No, they're far enough away where you don't think it's an issue, and you're off to the side, for the moment. But you do see probably close to 30 to 40 duergar are currently swarming out the small city, making their way towards Emberhold."
MARISHA,00:18:58,00:19:01,So right now they're focused on the chaos of the temple?
MATT,00:19:01,00:19:03,From what you can see.
SAM,00:19:03,00:19:04,We should get out of here.
LAURA,00:19:04,00:19:08,There was a path further down that led further on into the tunnels. I think we should follow that.
MARISHA,00:19:08,00:19:13,"Well, hang on. Grog can't be far, right?"
SAM,00:19:13,00:19:15,He could be in another dimension.
MARISHA,00:19:15,00:19:17,"No, he can only be a thousand feet away."
SAM,00:19:17,00:19:19,Says who?
MARISHA,00:19:19,00:19:24,They used the spell Dimension Door that Tiberius has.
LAURA,00:19:24,00:19:26,So we hope he used Dimension Door.
SAM,00:19:26,00:19:29,I have a spell that can go to another dimension (chuckles).
MARISHA,00:19:29,00:19:37,"Well, I remember the gods on high telling us last week that we recognized the spell that was used."
SAM,00:19:37,00:19:43,"By the way, this is the best conversation we've ever had with Tiberius. (all laugh)"
LAURA,00:19:43,00:19:45,"Oh, Tiberius."
MARISHA,00:19:45,00:19:56,"Aw man, I feel that comes back to bite us in the ass later (nervous laugh) because he is still conscious, right?"
MATT,00:19:56,00:19:57,No.
LAURA,00:19:57,00:19:59,He has no idea what's happening.
MATT,00:19:59,00:20:01,He's in darkness. He can't hear. He's not conscious.
SAM,00:20:01,00:20:04,"If Grog is close, we still need to get out of the way of these 30 people. So let's go hide."
LAURA,00:20:04,00:20:06,We still need to hide. And heal.
TALIESIN,00:20:06,00:20:09,"Let's at least follow the path, find a place where we can hide, and recuperate."
LAURA,00:20:09,00:20:11,Around the corner or something. Can we stealth further down?
MATT,00:20:11,00:20:21,"You can try to. You currently are carrying two large solid stone statues with you, so it's definitely possible, but you're going to have to come up with a creative way of doing so."
TALIESIN,00:20:21,00:20:23,"Grog had the rug, didn't he?"
MATT,00:20:23,00:20:25,Grog had the entire bag of holding.
TALIESIN,00:20:25,00:20:26,Shit!
MARISHA,00:20:26,00:20:28,I'm going to go ahead and cast Pass Without a Trace on the party.
MATT,00:20:28,00:20:29,Okay.
LIAM,00:20:29,00:20:31,"Percy, I think you and I are on Tiberius duty."
TALIESIN,00:20:31,00:20:33,Yes. (sighs) Okay.
SAM,00:20:33,00:20:40,"If we do not move, will this 30 duergar mass hit us at some point?"
MATT,00:20:40,00:20:41,You can find out.
SAM,00:20:41,00:20:42,"Oh, Jesus (laughs)"
ORION,00:20:42,00:20:44,It's like asking the future.
LAURA,00:20:44,00:21:01,"Can I use my robe of infinite twine, which I have on my person in another game before. Because it's connected to my rope. Can I use that and tie it around Kima and hook it to Trinket so he can drag Kima along?"
MATT,00:21:01,00:21:02,You can.
LAURA,00:21:02,00:21:03,Okay.
TALIESIN,00:21:03,00:21:04,Very clever.
MATT,00:21:04,00:21:12,"So I will say for this circumstance as you guys are preparing this: casting the spell, beginning dragging the stone. The group make an initiative check."
SAM,00:21:12,00:21:14,We took too much time!
LAURA,00:21:14,00:21:17,We should just run.
TALIESIN,00:21:17,00:21:19,Natural 20.
MATT,00:21:19,00:21:21,"Yeah, you have some flashing, there we go."
MARISHA,00:21:21,00:21:23,That's been a kind die to you.
MATT,00:21:23,00:21:25,"So, 20 plus whatever your initiative modifier is."
TALIESIN,00:21:25,00:21:26,27.
MATT,00:21:26,00:21:26,27.
MARISHA,00:21:26,00:21:28,13.
ORION,00:21:28,00:21:29,Who cares.
SAM,00:21:29,00:21:30,Ten.
ASHLEY,00:21:30,00:21:31,12.
LAURA,00:21:31,00:21:32,17.
LIAM,00:21:32,00:21:33,15.
MATT,00:21:33,00:21:39,All right.
SAM,00:21:39,00:21:43,Distract them. Get them away from us.
MATT,00:21:43,00:23:04,"You guys begin to drag the stone, or (chuckles) your two stone companions across the jagged obsidian floor in this deep, dark cavern. The heat from the nearby lava fall is still causing you to sweat profusely, and you're sore from the previous battle you just endured. Those of you who are wounded, you can feel the stretch of the muscles and tearing of what sinew has taken damage in the process. As you begin to pull, parallel to this duct of lava that pours off the side of Emberhold, you keep low so that you aren't actually blocking the light source, which would be a very keen visual to anything that's looking in that direction from a distance, but you slowly make your way across. At this point, the duergar have not been able to get there before you guys move off from the side, so they haven't caught up to the position you were previously, but they're beginning to swarm around the sides, and you see them yelling at each other and shouting commands. Some of them are starting to grab large rocks and fill in areas of the stronghold. Some of them you can see are robed individuals begin casting spells. You can see portions of other stone walls beginning to mount up and try and block the flow from the interior and exterior of Emberhold. However, you guys are still within eyesight, technically, of any duergar on that side of the fortress, so I'm going to ask everyone now to make a stealth check. Those that are pulling the statues with disadvantage."
LAURA,00:23:04,00:23:05,So that's Trinket.
ORION,00:23:05,00:23:08,Plus ten.
LAURA,00:23:08,00:23:09,But we all add plus ten?
MATT,00:23:09,00:23:10,Correct. To the final roll.
LAURA,00:23:10,00:23:11,Okay.
LIAM,00:23:11,00:23:18,I have a question. If I have advantage for other reasons-- I have a cloak of elvenkind which gives me advantage-- does the advantage and disadvantage cancel out into one?
MATT,00:23:18,00:23:23,"They do. Your foot being wounded, though, is a disadvantage right now."
LIAM,00:23:23,00:23:24,Right.
MATT,00:23:24,00:23:27,So that then goes back down to disadvantage.
SAM,00:23:27,00:23:29,Can't win with this guy.
MATT,00:23:29,00:23:34,"Just for this circumstance, unfortunately. You're dragging a statue with a partially melted foot right now."
TALIESIN,00:23:34,00:23:35,"Liam, it doesn't matter."
MARISHA,00:23:35,00:23:37,You still have plus ten to the roll because Pass Without a Trace.
MATT,00:23:37,00:23:38,So?
SAM,00:23:38,00:23:39,14.
MATT,00:23:39,00:23:40,Plus the ten?
SAM,00:23:40,00:23:41,That's including the ten.
MATT,00:23:41,00:23:42,All right.
MARISHA,00:23:42,00:23:44,22.
TALIESIN,00:23:44,00:23:45,11.
ASHLEY,00:23:45,00:23:47,20. That's my low roll.
LAURA,00:23:47,00:23:52,That's 20 for Trinket and 29 for me.
LIAM,00:23:52,00:23:53,25.
MATT,00:23:53,00:24:56,"All right, so you keep hunched low, slowly (stone grinding noise) dragging these stone obelisks of individuals across the jagged floor. You seemingly do so without any of the duergars' eyes catching you through the low light of the cavern. Partially due to the fact that you guys are doing a pretty decent job and partially the fact they're more obsessed that the central piece of their fortress right now is essentially about to be completely filled with molten rock. About 20, 25 minutes or so, you manage to pull just past where the lava flow dips down into what looks like a small opening in the flooring, and you are past the immediate heat of the magma river. You are now pressed up against the wall of the cavern as it begins to twist around and head downward, further deeper into this subterranean mountainous space. You're all beaten, you're all sore, and currently, what do you want to do?"
TALIESIN,00:24:56,00:25:01,"Keyleth, can you cover the entrance to where we are to give us a little bit more of a stealthy--"
MARISHA,00:25:01,00:25:02,No.
LAURA,00:25:02,00:25:03,No more spells?
MARISHA,00:25:03,00:25:06,I am exhausted. I can't do anything else right now.
LIAM,00:25:06,00:25:13,"And what's the terrain? Is it just flat out out in the open to see, or is it scoured with ins and outs? Peaks and valleys?"
