speaker,start_time,end_time,reason
ASHLEY,00:01:14,00:01:14,invalid_range
SAM,00:01:14,00:01:14,invalid_range
ASHLEY,00:02:12,00:02:12,invalid_range
MATT,00:03:43,00:03:43,invalid_range
MATT,00:03:45,00:03:45,invalid_range
MARISHA,00:05:05,00:05:05,invalid_range
LAURA,00:09:50,00:09:50,invalid_range
MATT,00:10:16,00:10:16,invalid_range
MATT,00:10:35,00:10:35,invalid_range
LIAM,00:10:37,00:10:37,invalid_range
LIAM,00:10:38,00:10:38,invalid_range
MATT,00:10:43,00:10:43,invalid_range
MARISHA,00:10:46,00:10:46,invalid_range
MATT,00:11:00,00:11:00,invalid_range
MARISHA,00:11:07,00:11:07,invalid_range
TRAVIS,00:11:20,00:11:20,invalid_range
MATT,00:11:39,00:11:39,invalid_range
MATT,00:11:43,00:11:43,invalid_range
MATT,00:11:46,00:11:46,invalid_range
SAM,00:11:56,00:11:56,invalid_range
LIAM,00:12:00,00:12:00,invalid_range
SAM,00:12:36,00:12:36,invalid_range
ASHLEY,00:12:54,00:12:54,invalid_range
LIAM,00:13:00,00:13:00,invalid_range
MATT,00:13:11,00:13:11,invalid_range
TALIESIN,00:13:25,00:13:25,invalid_range
LAURA,00:13:26,00:13:26,invalid_range
TRAVIS,00:13:54,00:13:54,invalid_range
MATT,00:14:23,00:14:23,invalid_range
"LIAM, LAURA",00:14:30,00:14:30,invalid_range
TALIESIN,00:14:49,00:14:49,invalid_range
TALIESIN,00:15:01,00:15:01,invalid_range
TRAVIS,00:15:11,00:15:11,invalid_range
TALIESIN,00:15:27,00:15:27,invalid_range
MATT,00:17:02,00:17:02,invalid_range
TRAVIS,00:17:32,00:17:32,invalid_range
SAM,00:17:36,00:17:36,invalid_range
TRAVIS,00:18:03,00:18:03,invalid_range
LAURA,00:18:52,00:18:52,invalid_range
LAURA,00:18:53,00:18:53,invalid_range
LAURA,00:19:17,00:19:17,invalid_range
MARISHA,00:19:40,00:19:40,invalid_range
