speaker,start_time,end_time,reason
LAURA,00:00:51,00:00:51,invalid_range
LAURA,00:01:31,00:01:31,invalid_range
TRAVIS,00:02:22,00:02:22,invalid_range
LAURA,00:02:31,00:02:31,invalid_range
LIAM,00:02:32,00:02:32,invalid_range
LIAM,00:02:33,00:02:33,invalid_range
ASHLEY,00:03:42,00:03:42,invalid_range
MATT,00:04:27,00:04:27,invalid_range
MATT,00:04:40,00:04:40,invalid_range
MATT,00:06:24,00:06:24,invalid_range
LIAM,00:06:27,00:06:27,invalid_range
ALL,00:09:10,00:09:10,invalid_range
LAURA,00:11:01,00:11:01,invalid_range
MARISHA,00:11:41,00:11:41,invalid_range
SAM,00:11:46,00:11:46,invalid_range
MATT,00:11:55,00:11:55,invalid_range
LIAM,00:12:03,00:12:03,invalid_range
LAURA,00:12:25,00:12:25,invalid_range
LIAM,00:12:27,00:12:27,invalid_range
ALL,00:13:21,00:13:21,invalid_range
SAM,00:13:58,00:13:58,invalid_range
SAM,00:14:00,00:14:00,invalid_range
SAM,00:14:05,00:14:05,invalid_range
MARISHA,00:14:50,00:14:50,invalid_range
SAM,00:17:10,00:17:10,invalid_range
TRAVIS,00:20:41,00:20:41,invalid_range
LAURA,00:20:43,00:20:43,invalid_range
LAURA,00:22:41,00:22:41,invalid_range
TRAVIS,00:29:18,00:29:18,invalid_range
MARISHA,00:30:24,00:30:24,invalid_range
SAM,00:31:03,00:31:03,invalid_range
MARISHA,00:31:19,00:31:19,invalid_range
SAM,00:32:08,00:32:08,invalid_range
TALIESIN,00:32:32,00:32:32,invalid_range
LAURA,00:32:38,00:32:38,invalid_range
MATT,00:32:49,00:32:49,invalid_range
ASHLEY,00:36:27,00:36:27,invalid_range
MATT,00:36:33,00:36:33,invalid_range
TALIESIN,00:37:43,00:37:43,invalid_range
SAM,00:38:26,00:38:26,invalid_range
TALIESIN,00:39:03,00:39:03,invalid_range
TALIESIN,00:39:26,00:39:26,invalid_range
MATT,00:40:18,00:40:18,invalid_range
TALIESIN,00:40:20,00:40:20,invalid_range
