speaker,start_time,end_time,reason
TRAVIS,00:00:05,00:00:05,invalid_range
SAM,00:00:20,00:00:20,invalid_range
MATT,00:02:17,00:02:17,invalid_range
MATT,00:03:18,00:03:18,invalid_range
MARISHA,00:03:23,00:03:23,invalid_range
SAM,00:03:29,00:03:29,invalid_range
MATT,00:03:31,00:03:31,invalid_range
ASHLEY,00:03:34,00:03:34,invalid_range
TRAVIS,00:03:55,00:03:55,invalid_range
ASHLEY,00:03:57,00:03:57,invalid_range
SAM,00:04:19,00:04:19,invalid_range
SAM,00:04:30,00:04:30,invalid_range
LAURA,00:04:36,00:04:36,invalid_range
SAM,00:04:54,00:04:54,invalid_range
LIAM,00:05:54,00:05:54,invalid_range
TRAVIS,00:05:57,00:05:57,invalid_range
TRAVIS,00:06:00,00:06:00,invalid_range
TRAVIS,00:06:13,00:06:13,invalid_range
MARISHA,00:06:14,00:06:14,invalid_range
MATT,00:06:15,00:06:15,invalid_range
LAURA,00:06:18,00:06:18,invalid_range
SAM,00:06:19,00:06:19,invalid_range
TRAVIS,00:06:31,00:06:31,invalid_range
SAM,00:07:08,00:07:08,invalid_range
SAM,00:07:14,00:07:14,invalid_range
LAURA,00:07:26,00:07:26,invalid_range
SAM,00:07:37,00:07:37,invalid_range
MARISHA,00:07:41,00:07:41,invalid_range
SAM,00:08:46,00:08:46,invalid_range
SAM,00:09:04,00:09:04,invalid_range
SAM,00:09:20,00:09:20,invalid_range
MATT,00:18:19,00:18:19,invalid_range
TRAVIS,00:21:45,00:21:45,invalid_range
TRAVIS,00:22:18,00:22:18,invalid_range
LAURA,00:23:00,00:23:00,invalid_range
LAURA,00:23:09,00:23:09,invalid_range
LAURA,00:23:54,00:23:54,invalid_range
ASHLEY,00:24:29,00:24:29,invalid_range
ASHLEY,00:24:34,00:24:34,invalid_range
TALIESIN,00:25:05,00:25:05,invalid_range
TALIESIN,00:25:09,00:25:09,invalid_range
LIAM,00:25:11,00:25:11,invalid_range
MARISHA,00:25:15,00:25:15,invalid_range
LAURA,00:25:20,00:25:20,invalid_range
TRAVIS,00:25:29,00:25:29,invalid_range
SAM,00:25:32,00:25:32,invalid_range
SAM,00:25:34,00:25:34,invalid_range
TRAVIS,00:25:49,00:25:49,invalid_range
SAM,00:26:37,00:26:37,invalid_range
LIAM,00:28:54,00:28:54,invalid_range
TRAVIS,00:29:21,00:29:21,invalid_range
MARISHA,00:29:37,00:29:37,invalid_range
LAURA,00:31:19,00:31:19,invalid_range
MATT,00:31:28,00:31:28,invalid_range
LAURA,00:31:32,00:31:32,invalid_range
MARISHA,00:31:48,00:31:48,invalid_range
SAM,00:31:58,00:31:58,invalid_range
LAURA,00:32:11,00:32:11,invalid_range
LAURA,00:32:13,00:32:13,invalid_range
SAM,00:32:16,00:32:16,invalid_range
TALIESIN,00:32:19,00:32:19,invalid_range
TRAVIS,00:32:32,00:32:32,invalid_range
TRAVIS,00:32:35,00:32:35,invalid_range
TALIESIN,00:34:02,00:34:02,invalid_range
SAM,00:34:05,00:34:05,invalid_range
LAURA,00:34:41,00:34:41,invalid_range
MATT,00:34:47,00:34:47,invalid_range
SAM,00:35:18,00:35:18,invalid_range
TRAVIS,00:35:19,00:35:19,invalid_range
MARISHA,00:36:05,00:36:05,invalid_range
TALIESIN,00:37:00,00:37:00,invalid_range
MATT,00:37:03,00:37:03,invalid_range
MARISHA,00:37:22,00:37:22,invalid_range
MARISHA,00:37:27,00:37:27,invalid_range
SAM,00:37:33,00:37:33,invalid_range
SAM,00:37:35,00:37:35,invalid_range
TRAVIS,00:37:38,00:37:38,invalid_range
MATT,00:37:38,00:37:38,invalid_range
SAM,00:37:49,00:37:49,invalid_range
SAM,00:38:02,00:38:02,invalid_range
TRAVIS,00:38:02,00:38:02,invalid_range
MATT,00:38:07,00:38:07,invalid_range
TALIESIN,00:38:09,00:38:09,invalid_range
LAURA,00:39:00,00:39:00,invalid_range
SAM,00:39:02,00:39:02,invalid_range
LAURA,00:39:16,00:39:16,invalid_range
LIAM,00:39:28,00:39:28,invalid_range
MATT,00:39:35,00:39:35,invalid_range
SAM,00:39:45,00:39:45,invalid_range
MATT,00:39:46,00:39:46,invalid_range
TALIESIN,00:39:52,00:39:52,invalid_range
SAM,00:41:15,00:41:15,invalid_range
TALIESIN,00:41:20,00:41:20,invalid_range
LIAM,00:41:21,00:41:21,invalid_range
LAURA,00:41:30,00:41:30,invalid_range
LIAM,00:41:56,00:41:56,invalid_range
TRAVIS,00:42:53,00:42:53,invalid_range
SAM,00:43:01,00:43:01,invalid_range
LAURA,00:43:03,00:43:03,invalid_range
MATT,00:43:05,00:43:05,invalid_range
MATT,00:43:30,00:43:30,invalid_range
LAURA,00:43:46,00:43:46,invalid_range
MARISHA,00:45:08,00:45:08,invalid_range
ASHLEY,00:45:40,00:45:40,invalid_range
TALIESIN,00:45:42,00:45:42,invalid_range
ASHLEY,00:46:00,00:46:00,invalid_range
ASHLEY,00:46:03,00:46:03,invalid_range
LAURA,00:46:06,00:46:06,invalid_range
TRAVIS,00:46:36,00:46:36,invalid_range
LAURA,00:46:39,00:46:39,invalid_range
LAURA,00:46:43,00:46:43,invalid_range
SAM,00:47:14,00:47:14,invalid_range
MARISHA,00:47:23,00:47:23,invalid_range
LAURA,00:47:25,00:47:25,invalid_range
LAURA,00:47:33,00:47:33,invalid_range
MATT,00:47:34,00:47:34,invalid_range
SAM,00:47:58,00:47:58,invalid_range
LIAM,00:51:18,00:51:18,invalid_range
TRAVIS,00:51:23,00:51:23,invalid_range
TRAVIS,00:51:24,00:51:24,invalid_range
TRAVIS,00:51:30,00:51:30,invalid_range
LAURA,00:51:32,00:51:32,invalid_range
ASHLEY,00:51:33,00:51:33,invalid_range
LAURA,00:51:44,00:51:44,invalid_range
LIAM,00:51:52,00:51:52,invalid_range
LAURA,00:52:00,00:52:00,invalid_range
TALIESIN,00:52:01,00:52:01,invalid_range
MATT,00:52:04,00:52:04,invalid_range
MATT,00:53:30,00:53:30,invalid_range
ASHLEY,00:54:21,00:54:21,invalid_range
LAURA,00:55:09,00:55:09,invalid_range
LAURA,00:55:26,00:55:26,invalid_range
TALIESIN,00:55:44,00:55:44,invalid_range
MATT,00:55:53,00:55:53,invalid_range
MATT,00:57:00,00:57:00,invalid_range
MARISHA,00:57:08,00:57:08,invalid_range
LAURA,00:57:29,00:57:29,invalid_range
LAURA,00:58:34,00:58:34,invalid_range
TRAVIS,00:58:44,00:58:44,invalid_range
ASHLEY,00:59:07,00:59:07,invalid_range
ASHLEY,00:59:10,00:59:10,invalid_range
MARISHA,00:59:17,00:59:17,invalid_range
SAM,00:59:19,00:59:19,invalid_range
LAURA,00:59:23,00:59:23,invalid_range
MARISHA,01:01:34,01:01:34,invalid_range
TRAVIS,01:02:53,01:02:53,invalid_range
TRAVIS,01:03:02,01:03:02,invalid_range
LAURA,01:03:09,01:03:09,invalid_range
MATT,01:03:18,01:03:18,invalid_range
MATT,01:03:21,01:03:21,invalid_range
MATT,01:03:40,01:03:40,invalid_range
MATT,01:03:41,01:03:41,invalid_range
SAM,01:04:49,01:04:49,invalid_range
TRAVIS,01:04:59,01:04:59,invalid_range
LAURA,01:05:12,01:05:12,invalid_range
MATT,01:05:31,01:05:31,invalid_range
MATT,01:05:53,01:05:53,invalid_range
LIAM,01:06:25,01:06:25,invalid_range
TRAVIS,01:06:29,01:06:29,invalid_range
MARISHA,01:06:35,01:06:35,invalid_range
MATT,01:06:38,01:06:38,invalid_range
