speaker,start_time,end_time,text
MATT,00:00:00,00:00:07,"Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:07,00:00:11,(discordant yelling) We play Dungeons & Dragons!
MATT,00:00:11,00:00:22,"You dick. Left hook. Before we jump into tonight's game, we do have some announcements to get through, beginning with our first of two sponsors, Cortex. Sam."
SAM,00:00:22,00:02:01,"From our fans-- nope. From our friends at Fandom, the people behind D&D Beyond, comes Cortex. It's not a new game, but rather a box of tools you can use to craft your own game, from hundreds of modular parts to best suit the way you and your friends like to play. Right now till December 31st, Critters can use the code-- I skipped a whole paragraph. Using a system-- (laughter) Using a system of dice and descriptive traits, you have the freedom to build within your favorite genres and worlds, from books, TVs, movies, and video games. And from now until December 31st, Critters can use the code, CORE20, at checkout to get a 20% discount on the digital edition of the book. Just go to cortexrpg.site, which is apparently a thing, /crcore, and grab a copy. Now, last time I used Cortex to develop my own horror game, Tax Code Carnage: IRS Annihilation, but Ivan and the folks at Darrington Press rejected my idea. So this week I'm going to pitch a new one, it's called Tea & Tea. Hold on. Steep yourself in an aromatic new RPG system. The first ever interactive tea-brewing adventure game! Play as three soothing character classes, Oolong, Assam, and if you're feeling nasty, Jasmine Matcha. (laughter) Balance tannins, soak up caffeine, and fight the evil forces of Lapsang Souchong. Super interactive! All you need is dice, a cup, hot water, and a thirst for excitement."
TRAVIS,00:02:01,00:02:02,Oh Jesus.
SAM,00:02:02,00:02:24,"Tea & Tea is a truly immersive experience. Here, I'll demonstrate one of the modules right now. Oh no! The evil Earl Gray has flooded the realm with his undead bergamot bestiary. He's forcing us to eat scones without the créme fraíche. That is, until Rooibos the Red attacks."
ASHLEY,00:02:24,00:02:25,Oh!
SAM,00:02:25,00:02:45,"Now, you roll a d4 to see how many minutes to steep. It's a four. And now we wait. (laughter) (laughter) I guess, I guess while we're waiting, what do you guys think?"
LAURA,00:02:45,00:02:48,"You know, it was really good."
LIAM,00:02:48,00:02:50,"Strong, this is strong."
SAM,00:02:50,00:02:58,"Okay! Well, I guess we'll check back later, see how it turns out. Until then, back to you, Matt."
MATT,00:02:58,00:03:00,"Thank you. No, I'm super--"
SAM,00:03:00,00:03:03,Thanks to Cortex for sponsoring the show.
MATT,00:03:03,00:03:08,"Thank you, Cortex. I'm super excited to try out this game, and like, run a one-shot for all of 2021. (laughter)"
TRAVIS,00:03:08,00:03:12,"""For all of 2021."""
MATT,00:03:12,00:04:04,"But yes, thank you so much, Cortex, for sponsoring, our friends at Fandom. Our second sponsor tonight is NordVPN. This episode-- as you know, they are the sponsors of the-- providers of the highest quality of encryption for your internet traffic and they hide your IP and physical location on the internet. Right now, they have a special Christmas deal going on, with every purchase of a two-year plan, you get four additional months for free. That is four, that is the right numbers, of fingers I'm holding up. But you can go to nordvpn.com/criticalrole right now and use the coupon CriticalRole, one word, at checkout to take advantage of this great offer immediately. So I've been using them for over a year, they're fantastic, I recommend you do as well. Check it out when you can. NordVPN (deep exhale). For the rest of the announcements, we have a few things to go through. First, beginning with Marisha."
MARISHA,00:04:04,00:04:13,"Oh my goodness, you guys. I've got announcements on this paper. The most important one: This is our last episode of the year."
ALL,00:04:13,00:04:14,Aww!
MARISHA,00:04:14,00:04:29,"We're going on Christmas break or holiday break, or whatever you celebrate. We made it. Yeah. And we'll be returning for episode 121 on Thursday, January 14th, is our next episode back."
LAURA,00:04:29,00:04:29,Oh wow.
MARISHA,00:04:29,00:04:30,So.
SAM,00:04:30,00:04:30,"Oh, we get time off."
MARISHA,00:04:30,00:04:32,We will see you then.
SAM,00:04:32,00:04:33,To travel-- Nope.
MARISHA,00:04:33,00:06:00,"Nope. Nope. Just wait it out a little longer. Also, if you're watching this episode live on Twitch as it is airing, you should totally stay tuned during the break. We have a special viewing over our newest project, which is Crit Recap Animated. (cheering) Yeah, it's going to be airing during the break. Yeah, really excited about this one. Crit Recap Animated is a series of short videos that's going to be breaking down our Mighty Nein arc in-- sorry, our campaign in little arcs, those are the words. And it is a narrated by our local resident Lore Keeper, Dani Carr, who we all love. (cheering) Yeah, the episodes feature animation by Offworld Studios and the writing team-- Aww, they added the writing team of myself, Dani, and producer, Kyle Shire. (cheering) Yeah, written in-house, of course. And yeah, our first episode is an introduction to the characters of the Mighty Nein. So if you miss it live during the break, look for it on YouTube on Wednesday. Yeah. But we're hoping that these are little ways that people can quickly get caught up with the series as they come out. That way you can pick up as they come out and get refreshers on the arcs. It's super cute. You guys are going to love it. Those are my announcements."
MATT,00:06:00,00:06:00,"Thank you, Marisha."
MARISHA,00:06:00,00:06:01,You're welcome.
LAURA,00:06:01,00:06:01,"Good job, Marisha!"
MARISHA,00:06:01,00:06:03,Thank you!
MATT,00:06:03,00:06:08,"More announcements from Laura. Laura, go."
LAURA,00:06:08,00:06:17,This is just-- Hi guys. (laughter) So first thing I want to talk about is-- hold on. Should I take it off the hanger?
SAM,00:06:17,00:06:18,"Uh, maybe?"
LAURA,00:06:18,00:06:20,"No, I'll keep it on the hanger."
MATT,00:06:20,00:06:23,What?
LAURA,00:06:23,00:06:26,Our Critical Role Cobalt Soul varsity jacket.
TRAVIS,00:06:26,00:06:27,So good.
LAURA,00:06:27,00:06:33,"Ooh, what?! Now you can be a Expositor in real life."
MATT,00:06:33,00:06:34,That's really cool.
LAURA,00:06:34,00:06:42,"This is amazing, and it's available right now in our US, UK, and Australian shops."
TRAVIS,00:06:42,00:06:43,Shops.
MARISHA,00:06:43,00:06:44,Mighty Nein patch.
LAURA,00:06:44,00:07:08,"Stores shops. Also, we-- get off me. Also, we recently announced our partnership with Sideshow. Also, we recently announced our partnership with Sideshow. You guys may know them as the amazing creators of museum quality statues, and art prints, and figures, and all of that. And we have, I'm nervous because I'm so excited about these things."
MARISHA,00:07:08,00:07:09,I know.
LAURA,00:07:09,00:07:19,We have our first releases in the studio today that we're going to show you guys. So first off we have our Mighty Nein-- don't pull-- don't do anything yet.
MARISHA,00:07:19,00:07:20,"Okay, okay, okay."
LAURA,00:07:20,00:07:32,"Everybody just hold on. We have our Mighty Nein, ""This Is How We Roll"" fine art print by the incredible Ian MacDonald, which is available for pre-order right this moment."
MATT,00:07:32,00:07:34,That's so awesome.
MARISHA,00:07:34,00:07:35,"Wait, does it come with the matting?"
LAURA,00:07:35,00:07:37,I think that's how it comes.
MARISHA,00:07:37,00:07:38,"Wait, what?!"
TRAVIS,00:07:38,00:07:40,That's beautiful. Holy shit.
LIAM,00:07:40,00:07:42,So gorgeous. I'll put this on my wall.
LAURA,00:07:42,00:07:42,It's beautiful.
LIAM,00:07:42,00:07:43,Yeah.
LAURA,00:07:43,00:08:03,"Second, that I should talk about, is starting on January 14th, that's the day we come back from our break. You can pre-order our first-- Whoa, you're so tall. You can pre-order our first two collectible figures, Fjord and Beau!"
ALL,00:08:03,00:08:03,(excited noises)
MARISHA,00:08:03,00:08:07,"Oh, you go first, you go first!"
LIAM,00:08:07,00:08:11,Look at the beast!
ASHLEY,00:08:11,00:08:13,Oh my god!
LAURA,00:08:13,00:08:18,"You guys, they are so amazing. Yeah, bring it in Marisha, bring it in more so you can see them."
MARISHA,00:08:18,00:08:25,"I'm sorry. I'm sorry. And the blue, I know-- I'll use my pasty arm as a backdrop. There we go."
TRAVIS,00:08:25,00:08:26,-- fucker.
MARISHA,00:08:26,00:08:27,Yeah.
ASHLEY,00:08:27,00:08:29,Oh my god.
LAURA,00:08:29,00:08:34,Woo! Fjord is so attractive.
LIAM,00:08:34,00:08:34,Yeah.
TRAVIS,00:08:34,00:08:39,I don't want to drop him. He's casting a spell on you. (laughter)
MATT,00:08:39,00:08:40,(exaggerated southern accent) Eldritch Blast.
LAURA,00:08:40,00:08:56,So that's happening. Pretty amazing. More reveals are coming soon. Check out side.show/criticalrole to RSVP to be notified of pre-order launches.
SAM,00:08:56,00:08:59,Did you just say side dot show slash?
LAURA,00:08:59,00:09:01,Side.show/
SAM,00:09:01,00:09:02,"That's their website, side.show?"
LAURA,00:09:02,00:09:02,That's what it says.
SAM,00:09:02,00:09:04,Cool.
TRAVIS,00:09:04,00:09:12,"That's awesome. Mercer and I were talking about this: First place we go when we go to Comic-Con every year is the Sideshow booth, because it is the hottest thing ever. So this is--"
MATT,00:09:12,00:09:14,For years and years and years.
TRAVIS,00:09:14,00:09:14,-- a crazy dream.
MATT,00:09:14,00:09:17,It really is.
LIAM,00:09:17,00:09:19,You can zap a man's eye out with that Fjord sword there.
TRAVIS,00:09:19,00:09:19,And I will.
LIAM,00:09:19,00:09:23,Ah. (lip pop)
MATT,00:09:23,00:09:23,Fantastic.
LAURA,00:09:23,00:09:24,So yeah.
TRAVIS,00:09:24,00:09:24,It's real pretty!
LAURA,00:09:24,00:09:26,That's all I got.
MATT,00:09:26,00:09:29,"Thank you guys. Ah, it's so cool!"
SAM,00:09:29,00:09:31,"Oh, Matt. Quick update by the way."
MATT,00:09:31,00:09:32,Yeah? Where we at?
LAURA,00:09:32,00:09:32,Oh. Oh.
TALIESIN,00:09:32,00:09:33,Oh.
SAM,00:09:33,00:09:36,Over-steeped. I failed it. It was a fail.
ASHLEY,00:09:36,00:09:36,No.
SAM,00:09:36,00:09:38,Sorry.
MATT,00:09:38,00:09:39,That's okay. Well.
SAM,00:09:39,00:09:40,I'll just roll again.
MATT,00:09:40,00:09:42,Yeah. Just roll up some new characters and we'll try a campaign.
SAM,00:09:42,00:09:43,That's the whole game.
MATT,00:09:43,00:09:46,"That's it, it's the entire thing."
LIAM,00:09:46,00:09:50,"Sam, that bit is in my Top 50 of your bits."
SAM,00:09:50,00:09:55,That is high? That's medium praise! That's medium praise.
