speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello, everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
ALL,00:00:05,00:00:09,(hollering) We play Dungeons & Dragons!
MATT,00:00:09,00:00:21,"Like that. Before we get into tonight's episode, we do have some quick announcements to get through, beginning with our first of two sponsors tonight, Skillshare. Sam, if you don't mind."
TRAVIS,00:00:21,00:00:22,What?
LIAM,00:00:22,00:00:22,Oh shit.
TRAVIS,00:00:22,00:00:38,"Oh. I guess he wants me to read. Oh, I have papers. This episode is sponsored by Skillshare, an online learning community with thousands of inspiring classes for curious people."
TRAVIS,00:00:38,00:00:38,No?
TALIESIN,00:00:38,00:00:40,No.
TRAVIS,00:00:40,00:00:43,Oh.
ASHLEY,00:00:43,00:00:43,Uh-oh.
TRAVIS,00:00:43,00:00:49,I guess I'm supposed to read in a French accent? Okay.
MATT,00:00:49,00:00:51,This is awful.
TRAVIS,00:00:51,00:01:05,"(exaggerated French accent) Skillshare offers amazing classes designed for real life, including graphic design, photography and music. (normal voice) Oh god. (laughter)"
TRAVIS,00:01:05,00:01:29,"(French accent) Sadly, the one class Sam could not find on this site was miming, (normal voice) which is why he's terrible at it. Go on, Sam, why don't you mime juggling chainsaws? (laughs) What about driving in rush hour traffic? (laughter)"
TALIESIN,00:01:29,00:01:30,10 and two.
TRAVIS,00:01:30,00:01:36,"(French accent) Yeah, that's truly terrible, but don't let that dissuade you. With memberships as low as $10 a month, with annual subscription."
LAURA,00:01:36,00:01:39,(laughs)
TRAVIS,00:01:39,00:01:44,Boy. Skillshare is a great way to learn and unlock your creativity.
LAURA,00:01:44,00:01:46,(French accent) Be our guest!
TRAVIS,00:01:46,00:01:57,"Sam, why don't you try needing to poop with no toilet in sight? (laughter)"
TRAVIS,00:01:57,00:02:01,Or how about being birthed by a rhino? (laughter)
TRAVIS,00:02:01,00:02:04,Being birthed by a rhino.
LIAM,00:02:04,00:02:05,What?
ASHLEY,00:02:05,00:02:06,Burped.
TRAVIS,00:02:06,00:02:14,"Get through, make it through. (laughter)"
TRAVIS,00:02:14,00:02:24,"Well done, monsieur . Go check out Skillshare for yourself now at skl.sh/criticalrole4, and thanks for their continued support."
LAURA,00:02:24,00:02:26,Woo! That was amazing.
LIAM,00:02:26,00:02:28,Fucking nightmare fuel.
TRAVIS,00:02:28,00:02:30,"Bravo, bravo, monsieur ."
LAURA,00:02:30,00:02:32,"Why don't you ever get cast for your French accent, baby? That was amazing."
TRAVIS,00:02:32,00:02:35,I have no idea.
LAURA,00:02:35,00:02:35,Wow.
TRAVIS,00:02:35,00:02:37,That was just awful.
MATT,00:02:37,00:02:41,"I don't know why, but certain expressions, I went straight to Devil's Rejects. (laughter)"
MATT,00:02:41,00:02:53,"With that makeup, it's-- I am not going to sleep well tonight, thank you, Sam. And I'm sorry, Skillshare. Our second sponsor, our returning friends, every episode from the beginning of the campaign, D&D Beyond."
ALL,00:02:53,00:02:55,D&D Beyond!
MATT,00:02:55,00:03:22,"Of which, now you can add a whole unique selection of digital dice to your D&D Beyond account, which is awesome. It says here, roll using the finest 64-bit metals, with the blacksmith pack, or unleash the power of Medusa on every natural 20, using the mythic dice set. Each dice set is unique and integrated with the D&D Beyond character sheet, so you can roll them with a simple click of any stat, which is actually pretty cool. I prefer the physicality of the dice, personally, but then I saw the actual digital stuff, was like, yeah, that's actually pretty bad ass, especially for online stuff."
LAURA,00:03:22,00:03:25,"Yeah, the digital stuff is really awesome."
MATT,00:03:25,00:03:36,"So check out these digital dice sets now and more at dndbeyond.link/crdice. Okay, Marisha, you have some announcements, I believe."
MARISHA,00:03:36,00:03:42,I do? Do I now? (laughter)
TRAVIS,00:03:42,00:03:42,Keep it going.
LIAM,00:03:42,00:03:42,"Oh boy, another Sam bit. I love these."
MARISHA,00:03:42,00:03:45,"Wow, that's not right."
MATT,00:03:45,00:03:46,Hey!
MARISHA,00:03:46,00:03:50,I'm assuming my announcement is--
MATT,00:03:50,00:03:52,"(whispering) Talks on September 29th, 7:00pm Pacific."
MARISHA,00:03:52,00:03:57,"What? Talks? Yeah, Talks, that's the 29th? At 7:00pm?"
MATT,00:03:57,00:03:58,Yeah.
MARISHA,00:03:58,00:04:04,"On Tuesday, you know? When Talks is. And it's happening again!"
MATT,00:04:04,00:04:05,Episode 111.
MARISHA,00:04:05,00:04:08,It's covering episode 111.
MATT,00:04:08,00:04:10,Be available on YouTube Thursday.
MARISHA,00:04:10,00:04:14,And it will totally be available on YouTube on Thursday.
MATT,00:04:14,00:04:14,And the Critical Role Podcast Network.
MARISHA,00:04:14,00:04:19,"And the Critical Role Podcast Network, of course, you know, 36 hours--"
TRAVIS,00:04:19,00:04:20,Do it in a French accent.
