speaker,start_time,end_time,text
MATT,00:00:00,00:00:05,"Hello, everyone and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons."
TRAVIS,00:00:05,00:00:07,(hip and cool) We play Dungeons & Dragons.
ASHLEY,00:00:07,00:00:07,"Whoa, that's a cool one."
TRAVIS,00:00:07,00:00:13,Yeah. (laughter)
MATT,00:00:13,00:00:15,That was different.
TRAVIS,00:00:15,00:00:16,I just let it come.
MARISHA,00:00:16,00:00:20,"We're on island time, baby."
MATT,00:00:20,00:00:29,"The Pauly Shore guest episode. So, yes, welcome! Before we get into tonight's episode, we do have some announcements to get through, beginning with the first of three sponsors tonight."
SAM,00:00:29,00:00:31,Ah!
MATT,00:00:31,00:00:39,"Because the scheduling stuff is crazy, and tonight we get three, which is fun. Beginning with Sam with Skillshare."
SAM,00:00:39,00:02:15,"Yes, this episode is sponsored by Skillshare, an online learning community with thousands of inspiring classes for creative and curious people. Classes designed for real life, like graphic design, creative writing and music. And speaking of music, with the success of Hamilton LIVE-- and it's very current, guys-- (laughter) I thought I'd write a hip hop musical about Skillshare. But don't worry, Marisha, it is totally legally distinct. ♪ How does a simple, dimpled puckish bro ♪ ♪ Get some online learning while he's stuck at home ♪ ♪ By subscribing to the site he heard of on Thursday night ♪ ♪ From that tight Sam guy, who is always quite right ♪ ♪ This musical is certainly legally distinct ♪ ♪ It's not about a founding father or so you think ♪ ♪ The lyrics are different and there's no taking your shot ♪ ♪ Oh shit, I just said it, or maybe you forgot ♪ ♪ It's about your Skillshare memberships at 10 bucks ♪ ♪ Skillshare ♪ ♪ I probably shouldn't rhyme with bucks ♪ ♪ Skillshare ♪ ♪ It's like Hamilton, but not ♪ ♪ Skillshare ♪ ♪ I am not throwing away my ♪ opportunity. (laughter) With annual membership starting at $10 a month, Skillshare is a great way to learn and unlock your creativity. And as a special offer, the first thousand Critters to join Skillshare, by following this link, will get a two month free trial of our premium membership. Go to Skillshare right now. Back to you, Matt. (cheering and clapping)"
MATT,00:02:15,00:02:17,"Thank you, Sam, thank you."
MARISHA,00:02:17,00:02:17,Think that'll pass.
MATT,00:02:17,00:03:27,"And thank you, Skillshare. Our second sponsor tonight, you've heard Sam often mention their name and they've been here before, we have Dwarven Forge. (cheering) The infamous Dwarven Forge, the creators of the world's finest miniature game, RPG terrain. They now have their eighth Kickstarter live right now. It's called Wildlands. I'm super excited about it myself. It definitely leans into more of the, like, swamps, mountainous terrain, enchanted forests, that kind of a feel, which they've touched on before, but they're really, really delving into it now, which I can't wait myself. On top of the detailed hand-sculpted and hand-painted modular terrains that they provide, there's also some great additions, including a mini fog machine, so they're getting in on the fog machine game, which makes me happy. Wrap-around panoramic dice and remote controlled LED lights to show and light up your table, to bring the game into the next level, which is awesome. It ends September 2nd, so you got some time to jump in, if you haven't yet. You can go find out more and join the Dwarven forge adventure at bit.ly/crwildlands. And for our third and final sponsor for the night, we have our friends, since the beginning of campaign 2, D&D Beyond."
ALL,00:03:27,00:03:30,♪ D&D Beyond! ♪
MATT,00:03:30,00:04:10,"If you aren't aware, you can now organize all of your monsters, NPCs, player characters, combat rounds, and much more in real-time, in their brand new combat tracker, which has been in beta for-- it's now just launched in alpha. Also, you can organize things like character and monster initiative in there, track HP and moves within there, rounds and turns, and lets you add new creatures on the fly in the middle of combat, so it's a really useful tool for DMs. I'm excited to check it out myself. I haven't yet, but it'd be a lot-- in some cases more helpful than the sheet of paper that I use in front of me, which gets a little confusing. So check it out there and more at dndbeyond.link/criticalrole. And as always, thank you guys so much for supporting our show."
LAURA,00:04:10,00:04:11,Woo!
MATT,00:04:11,00:04:14,"All right, so, let's get to the next couple announcements."
ALL,00:04:14,00:04:14,(hooting like owls)
MATT,00:04:14,00:04:18,"What? God, I hate you all."
LIAM,00:04:18,00:04:20,Look-over-here.
MATT,00:04:20,00:04:21,Yeah? (laughter)
TRAVIS,00:04:21,00:04:26,It never works.
MATT,00:04:26,00:05:14,"Our very first non-fiction novel is coming up October 20th. The World of Critical Role. (cheering) As a thank you to Penguin Random House, they have another special offer for U.S readers who pre-order the book. When you submit your pre-order receipt for The World of Critical Role at criticalrolebooks.com/preorder, you will receive a bundle of digital desktop and mobile wallpapers, including illustrations by Oliver Barrett. You'll also receive a bundle of coupon codes from our friends at Hero Forge, Wyrmwood, Die Hard Dice, Roll20, Beadle & Grimm's, and more. So we got a big old package there waiting for you. So for more information go ahead and check out criticalrolebooks.com/preorder."
LAURA,00:05:14,00:05:16,Can you show them a sneak peek of anything?
SAM,00:05:16,00:05:16,"Yeah, let's show them the centerfold!"
MARISHA,00:05:16,00:05:18,"Yeah, you know."
LAURA,00:05:18,00:05:18,Oh yeah.
TRAVIS,00:05:18,00:05:21,Page 76.
SAM,00:05:21,00:05:21,69.
TRAVIS,00:05:21,00:05:22,"76, 69."
LAURA,00:05:22,00:05:22,Show them something--
MATT,00:05:22,00:05:23,You have to--
LAURA,00:05:23,00:05:23,-- anything.
MATT,00:05:23,00:05:27,"Just pre-order it, to see it."
SAM,00:05:27,00:05:28,"Yeah, just the index as you open the book."
TRAVIS,00:05:28,00:05:30,Let out the demons.
MATT,00:05:30,00:05:32,"Rachel, this is their fault."
LAURA,00:05:32,00:05:37,"No, no, no! (all laughing hysterically)"
MARISHA,00:05:37,00:05:37,So quickly we turn.
MATT,00:05:37,00:05:55,"Yeah, yeah. Yeah, push my buttons. Push my buttons, I dare ya. (laughter) You should know better by now. But, yeah, so, super excited for that. October 20th is the release date, so pre-order before then. Taliesin, you have something to talk about."
TALIESIN,00:05:55,00:06:15,"Oh, man, okay, yeah. Our free Comic Book Day issue of Vox Machina: Origins from Dark Horse is out now, now apparently, whatever now means. (cheering) The issue was written by Jody Houser and features a cover and interior art by Hunter Bonyun, and color by Stephan McGowan. It also includes an introduction to Neil Gaiman's Norse Mythology."
MARISHA,00:06:15,00:06:18,"Ha, ha, ha, ha!"
TALIESIN,00:06:18,00:06:26,"Be sure to call ahead to your local shop and check to see if it's in stock, and set up in a safe way for you to pick it up, because that's important. Be safe. Yes, comics!"
TRAVIS,00:06:26,00:06:28,"Yes, yes, yes."
MATT,00:06:28,00:06:30,"Thank you, Taliesin. Laura!"
LAURA,00:06:30,00:06:31,Oh! My gosh.
MARISHA,00:06:31,00:06:33,Oh my god.
LAURA,00:06:33,00:06:54,"Okay. So, our entire Vox Machina Funko Pop main line was announced... today! A ba, ba, ba! (babbling) Oh, but dere's a Vex. Oh, but dere's a Grog, and dere's a Vax."
LIAM,00:06:54,00:06:54,Oh my gosh.
LAURA,00:06:54,00:06:57,"So, yeah. What the--"
TRAVIS,00:06:57,00:07:01,"Holy shit, they're real. (laughs)"
LAURA,00:07:01,00:07:13,"Reservations are now open in our US, UK, and Australian stores. Orders will ship in late September, early October. And that's the same time that the Funkos will be available in... retail stores?"
SAM,00:07:13,00:07:16,What?
TRAVIS,00:07:16,00:07:17,Guess that's the thing.
LAURA,00:07:17,00:07:23,"Yeah, so, retailers may also be running pre-orders on them, I don't know. What?"
ALL,00:07:23,00:07:24,(laugh)
LAURA,00:07:24,00:07:24,"Also,"
TRAVIS,00:07:24,00:07:26,Yeah!
LAURA,00:07:26,00:07:46,"Something I don't have to show you, but, it's so limited edition, that's why, we have an armored Trinket Funko that's like super, super duper limited edition and it's going to be available only in specialty shops in late September, early October. So check in with your local shops that carry Funkos and tell them you want them."
TRAVIS,00:07:46,00:07:50,They're going to be like the ET Super Nintendo cartridge.
LAURA,00:07:50,00:07:50,Also--
LIAM,00:07:50,00:07:51,Wonka ticket.
LAURA,00:07:51,00:07:51,-- for a full rundown of how our--
MATT,00:07:51,00:07:54,That was Atari.
LAURA,00:07:54,00:08:03,"-- reservation system works for all of these things, check it out at critrole.com."
MATT,00:08:03,00:08:06,"Thank you, Laura. (laughs)"
TRAVIS,00:08:06,00:08:06,"It's so crazy, it's awesome!"
MATT,00:08:06,00:08:09,It's so wild that they exist.
LAURA,00:08:09,00:08:09,I don't even.
MATT,00:08:09,00:08:11,I can't even.
SAM,00:08:11,00:08:11,It's so--
LAURA,00:08:11,00:08:13,I love them.
TRAVIS,00:08:13,00:08:13,I made them all hold hands.
LAURA,00:08:13,00:08:16,I love them so.
MARISHA,00:08:16,00:08:17,Marisha.
MARISHA,00:08:17,00:08:17,"Oh, yes, last but not least--"
OFF-SCREEN,00:08:17,00:08:20,(blows raspberry)
MARISHA,00:08:20,00:08:38,"-- there will be-- oh! Oh! There will be no Critical Role next week, August 20th. We are taking that week off to regroup and have a little summer break, and yeah, we will be back on August 27th for Episode 107."
SAM,00:08:38,00:08:39,Nice.
MATT,00:08:39,00:08:39,Fantastic.
TRAVIS,00:08:39,00:08:40,Summer break.
LAURA,00:08:40,00:08:40,Summertime.
