speaker,start_time,end_time,emotion,scores,text
MATT,00:12:10,00:12:11,Sad,"{'Anger': 0.0003112630802206695, 'Calm': 0.014445140957832336, 'Disgust': 0.0026964640710502863, 'Fear': 0.030045464634895325, 'Happy': 0.0018894642125815153, 'Neutral': 0.22792822122573853, 'Sad': 0.7216900587081909, 'Surprised': 0.0009938423754647374}","""That's all right."""
LAURA,00:12:11,00:12:29,Happy,"{'Anger': 0.007767795119434595, 'Calm': 0.0031534756999462843, 'Disgust': 0.1073450893163681, 'Fear': 0.012356928549706936, 'Happy': 0.8460433483123779, 'Neutral': 0.01193119678646326, 'Sad': 0.007908063940703869, 'Surprised': 0.003494095057249069}","But good news is, the Traveler is super cool, and super likable, and everybody that meets him thinks he's really great, so I'm sure Vokodo will like him, too."
MATT,00:12:29,00:12:31,Sad,"{'Anger': 0.00014330924022942781, 'Calm': 0.0033499065320938826, 'Disgust': 0.004227320663630962, 'Fear': 0.03480201214551926, 'Happy': 0.0006278709042817354, 'Neutral': 0.00409362930804491, 'Sad': 0.9519508481025696, 'Surprised': 0.0008051434415392578}","""Perhaps."""
TALIESIN,00:12:31,00:12:38,Disgust,"{'Anger': 0.008250361308455467, 'Calm': 0.0017725556390359998, 'Disgust': 0.9658284187316895, 'Fear': 0.0023036326747387648, 'Happy': 0.005576171446591616, 'Neutral': 0.0053838095627725124, 'Sad': 0.009455731138586998, 'Surprised': 0.00142924883402884}","We also got chased here by a giant turtle, I don't know if that's relevant, but it's all I've been thinking about for a while now."
TALIESIN,00:12:38,00:12:41,Disgust,"{'Anger': 0.005859036929905415, 'Calm': 0.0013442058116197586, 'Disgust': 0.9758433699607849, 'Fear': 0.0017731068655848503, 'Happy': 0.0058889142237603664, 'Neutral': 0.00328073906712234, 'Sad': 0.004661745857447386, 'Surprised': 0.0013488749973475933}",There was a giant turtle!
MARISHA,00:12:41,00:12:42,Disgust,"{'Anger': 0.004137708339840174, 'Calm': 0.0014270744286477566, 'Disgust': 0.9693705439567566, 'Fear': 0.002879259642213583, 'Happy': 0.0030220879707485437, 'Neutral': 0.004295783117413521, 'Sad': 0.013778195716440678, 'Surprised': 0.00108938233461231}",A giant dragon turtle--
MARISHA,00:12:42,00:12:43,Sad,"{'Anger': 0.00021155599097255617, 'Calm': 0.008354663848876953, 'Disgust': 0.007841518148779869, 'Fear': 0.014153878204524517, 'Happy': 0.0010994327021762729, 'Neutral': 0.008697626180946827, 'Sad': 0.958640992641449, 'Surprised': 0.0010004359064623713}",-- to be specific.
ASHLEY,00:12:43,00:12:46,Happy,"{'Anger': 0.007434201892465353, 'Calm': 0.003718907479196787, 'Disgust': 0.05393322929739952, 'Fear': 0.15707038342952728, 'Happy': 0.7492101788520813, 'Neutral': 0.004834125749766827, 'Sad': 0.013397116214036942, 'Surprised': 0.01040189154446125}",It was like a moving island.
MATT,00:12:46,00:12:47,Sad,"{'Anger': 0.0003679966030176729, 'Calm': 0.0024791338946670294, 'Disgust': 0.05284194275736809, 'Fear': 0.04154099151492119, 'Happy': 0.0016663954593241215, 'Neutral': 0.00470803864300251, 'Sad': 0.8956170082092285, 'Surprised': 0.0007784331100992858}","""And it followed you here?"""
SAM,00:12:47,00:12:48,Sad,"{'Anger': 0.0003204036911483854, 'Calm': 0.009739876724779606, 'Disgust': 0.024584965780377388, 'Fear': 0.008965644054114819, 'Happy': 0.0010486103128641844, 'Neutral': 0.009724372066557407, 'Sad': 0.9443427324295044, 'Surprised': 0.0012733006151393056}",No!
TALIESIN,00:12:48,00:12:51,Happy,"{'Anger': 0.00783614907413721, 'Calm': 0.005969389341771603, 'Disgust': 0.3999674618244171, 'Fear': 0.02736055664718151, 'Happy': 0.48802420496940613, 'Neutral': 0.02121051214635372, 'Sad': 0.04479554295539856, 'Surprised': 0.004836125764995813}","No, we gave chase, we got way away from it."
LAURA,00:12:51,00:12:54,Happy,"{'Anger': 0.005471077281981707, 'Calm': 0.0023312903940677643, 'Disgust': 0.03018578141927719, 'Fear': 0.015315528027713299, 'Happy': 0.9348700642585754, 'Neutral': 0.0029635962564498186, 'Sad': 0.00304008717648685, 'Surprised': 0.005822537001222372}","It's just definitely looking for us, but--"
LIAM,00:12:54,00:12:56,Happy,"{'Anger': 0.0027347414288669825, 'Calm': 0.001445645117200911, 'Disgust': 0.004409597255289555, 'Fear': 0.0151661466807127, 'Happy': 0.9679771661758423, 'Neutral': 0.003741898573935032, 'Sad': 0.0018427018076181412, 'Surprised': 0.0026821100618690252}",We gave it the slip.
MARISHA,00:12:56,00:12:58,Fear,"{'Anger': 0.0012745860731229186, 'Calm': 0.0009655489702709019, 'Disgust': 0.0035268920473754406, 'Fear': 0.9619269371032715, 'Happy': 0.006484989542514086, 'Neutral': 0.0018964463379234076, 'Sad': 0.022684838622808456, 'Surprised': 0.001239798846654594}",Yeah.
MATT,00:12:58,00:13:12,Disgust,"{'Anger': 0.00774331483989954, 'Calm': 0.001594924833625555, 'Disgust': 0.9502788186073303, 'Fear': 0.0054574706591665745, 'Happy': 0.01194624975323677, 'Neutral': 0.00759467575699091, 'Sad': 0.014329813420772552, 'Surprised': 0.001054676715284586}","You can see Viridian think for second, then turn and look off to one section of the village there, and there are handful of individuals, look like they're wearing some fishing-based attire. Which of you speak Elven? Anybody here speak Elven?"
TRAVIS,00:13:12,00:13:13,Sad,"{'Anger': 0.0001267140469281003, 'Calm': 0.004896176513284445, 'Disgust': 0.004168202169239521, 'Fear': 0.012461059726774693, 'Happy': 0.000389666500268504, 'Neutral': 0.0040834988467395306, 'Sad': 0.9728114008903503, 'Surprised': 0.0010632752673700452}",Cool!
TRAVIS,00:13:13,00:13:15,Happy,"{'Anger': 0.00426704715937376, 'Calm': 0.0033294667955487967, 'Disgust': 0.009131386876106262, 'Fear': 0.01457570493221283, 'Happy': 0.9420799612998962, 'Neutral': 0.0036119623109698296, 'Sad': 0.0018554023699834943, 'Surprised': 0.021149154752492905}",Oh good!
MATT,00:13:15,00:13:18,Happy,"{'Anger': 0.0035276247654110193, 'Calm': 0.0014592739753425121, 'Disgust': 0.004566868767142296, 'Fear': 0.007776559330523014, 'Happy': 0.9755125641822815, 'Neutral': 0.0033867505844682455, 'Sad': 0.00125409837346524, 'Surprised': 0.0025162682868540287}",Okay. You got one!
LAURA,00:13:18,00:13:19,Fear,"{'Anger': 0.0006829635822214186, 'Calm': 0.0010422546183690429, 'Disgust': 0.0028604778926819563, 'Fear': 0.9304640293121338, 'Happy': 0.02666599489748478, 'Neutral': 0.002953379647806287, 'Sad': 0.0340074822306633, 'Surprised': 0.001323383185081184}",Do you still have Tongues activated?
LAURA,00:13:19,00:13:21,Happy,"{'Anger': 0.002429344691336155, 'Calm': 0.001226899097673595, 'Disgust': 0.0033270821440964937, 'Fear': 0.042548175901174545, 'Happy': 0.9432600736618042, 'Neutral': 0.0027281809598207474, 'Sad': 0.0021283780224621296, 'Surprised': 0.0023519510868936777}",Tight.
LIAM,00:13:21,00:13:23,Happy,"{'Anger': 0.008432375267148018, 'Calm': 0.003471177536994219, 'Disgust': 0.398832768201828, 'Fear': 0.04632904380559921, 'Happy': 0.4689556956291199, 'Neutral': 0.025475187227129936, 'Sad': 0.04610489681363106, 'Surprised': 0.0023988555185496807}","Well, not activated, but I have it."
MATT,00:13:23,00:13:25,Happy,"{'Anger': 0.003991120960563421, 'Calm': 0.001823816099204123, 'Disgust': 0.011937744915485382, 'Fear': 0.008504624478518963, 'Happy': 0.9638515114784241, 'Neutral': 0.004726273939013481, 'Sad': 0.002125257160514593, 'Surprised': 0.003039581933990121}",He has it prepared.
MATT,00:13:25,00:14:15,Fear,"{'Anger': 0.0032964551355689764, 'Calm': 0.002326292684301734, 'Disgust': 0.03170475363731384, 'Fear': 0.46092239022254944, 'Happy': 0.40526148676872253, 'Neutral': 0.022431761026382446, 'Sad': 0.07246121019124985, 'Surprised': 0.0015954895643517375}","Yeah, so you hear Viridian shout off to them, ""Gather the fishers. Go ahead and locate the beach where they arrived, and keep an eye for anything untoward making its way."" Viridian turns the attention back, ""I apologize, we are but two of three here at the moment, as the hunters are still returning before the sun vanishes on the horizon. There is not much in the way of decisions we can make without a full quorum, but there is to be a meal tonight. We can prepare a place. If you are to stay, we can give you shelter to sleep, and we can get to know each other, over a roaring fire, here safe in our village."""
LIAM,00:14:15,00:14:17,Sad,"{'Anger': 0.00036321848165243864, 'Calm': 0.0035437389742583036, 'Disgust': 0.00607290817424655, 'Fear': 0.2615276277065277, 'Happy': 0.003317211987450719, 'Neutral': 0.021309571340680122, 'Sad': 0.7028119564056396, 'Surprised': 0.0010538238566368818}",We would graciously accept your hospitality.
LAURA,00:14:17,00:14:19,Fear,"{'Anger': 0.0026115472428500652, 'Calm': 0.0015692620072513819, 'Disgust': 0.004244042094796896, 'Fear': 0.6839240193367004, 'Happy': 0.29372885823249817, 'Neutral': 0.0019194496562704444, 'Sad': 0.005331698339432478, 'Surprised': 0.006671179085969925}",(breathes) Hah-hah!
MATT,00:14:19,00:14:20,Sad,"{'Anger': 0.00016598869115114212, 'Calm': 0.0037036645226180553, 'Disgust': 0.011604650877416134, 'Fear': 0.013787403702735901, 'Happy': 0.00045098658301867545, 'Neutral': 0.0035054825711995363, 'Sad': 0.9657911658287048, 'Surprised': 0.0009907134808599949}","""Are you all right?"""
LIAM,00:14:20,00:14:22,Fear,"{'Anger': 0.002275479957461357, 'Calm': 0.0036341524682939053, 'Disgust': 0.018377991393208504, 'Fear': 0.5665990114212036, 'Happy': 0.35786253213882446, 'Neutral': 0.005286387633532286, 'Sad': 0.03827647492289543, 'Surprised': 0.007687948644161224}",Is that an anime gasp?
LAURA,00:14:22,00:14:23,Disgust,"{'Anger': 0.0027031071949750185, 'Calm': 0.0035867688711732626, 'Disgust': 0.7890956401824951, 'Fear': 0.020454108715057373, 'Happy': 0.03373049572110176, 'Neutral': 0.015595206059515476, 'Sad': 0.13309285044670105, 'Surprised': 0.0017418884672224522}",I had to sneeze.
SAM,00:14:23,00:14:27,Sad,"{'Anger': 0.00029338046442717314, 'Calm': 0.0028689499013125896, 'Disgust': 0.009996858425438404, 'Fear': 0.19599549472332, 'Happy': 0.003913103602826595, 'Neutral': 0.003990421537309885, 'Sad': 0.7817423939704895, 'Surprised': 0.0011993307853117585}","It's good, it's good, it's good. Just in case, right?"
TRAVIS,00:14:27,00:14:42,Sad,"{'Anger': 0.001260405988432467, 'Calm': 0.0046899886801838875, 'Disgust': 0.2481745183467865, 'Fear': 0.045896440744400024, 'Happy': 0.007659851107746363, 'Neutral': 0.01454172283411026, 'Sad': 0.6759312152862549, 'Surprised': 0.001845839316956699}","I'm afraid we've been quite rude, actually. We didn't introduce ourselves. We are The Mighty Nein. We are a group of adventurers. You said ""safe."" Is it become much more dangerous when the sun goes down?"
MATT,00:14:42,00:15:04,Happy,"{'Anger': 0.001997015904635191, 'Calm': 0.0018438140396028757, 'Disgust': 0.027146318927407265, 'Fear': 0.34187668561935425, 'Happy': 0.5558446049690247, 'Neutral': 0.014462104067206383, 'Sad': 0.05541938170790672, 'Surprised': 0.0014100550906732678}","""No, it's, sometimes as dangerous, depending on where you go. The island itself is a a strange collection, if you will. You've come straight here, yes?"""
LAURA,00:15:04,00:15:06,Neutral,"{'Anger': 0.012738105840981007, 'Calm': 0.005455860868096352, 'Disgust': 0.08339203894138336, 'Fear': 0.038232967257499695, 'Happy': 0.1877553015947342, 'Neutral': 0.6005675792694092, 'Sad': 0.06977304071187973, 'Surprised': 0.002085096202790737}","Like, what do you mean? Like, from where?"
LAURA,00:15:06,00:15:09,Disgust,"{'Anger': 0.003279222873970866, 'Calm': 0.00144160573836416, 'Disgust': 0.9786959886550903, 'Fear': 0.0019495710730552673, 'Happy': 0.0036253025755286217, 'Neutral': 0.00291393487714231, 'Sad': 0.006622560787945986, 'Surprised': 0.001471923547796905}",Because--
TRAVIS,00:15:09,00:15:27,Sad,"{'Anger': 0.0006956692086532712, 'Calm': 0.002797270892187953, 'Disgust': 0.08305729180574417, 'Fear': 0.11445053666830063, 'Happy': 0.004168432205915451, 'Neutral': 0.004816868808120489, 'Sad': 0.7887206673622131, 'Surprised': 0.0012933098478242755}","No, we haven't come straight here, we were actually just east of Urukayxl, before arriving at this island, just west, southeast, sorry."
MARISHA,00:15:27,00:15:28,Sad,"{'Anger': 0.00043210660805925727, 'Calm': 0.004791665356606245, 'Disgust': 0.09560446441173553, 'Fear': 0.01584267057478428, 'Happy': 0.0009803354041650891, 'Neutral': 0.0035165029112249613, 'Sad': 0.8771765828132629, 'Surprised': 0.0016557452036067843}",All the directions.
TALIESIN,00:15:28,00:15:30,Sad,"{'Anger': 0.00030632896232418716, 'Calm': 0.0029877591878175735, 'Disgust': 0.032831449061632156, 'Fear': 0.09147191792726517, 'Happy': 0.00284808361902833, 'Neutral': 0.0035849243868142366, 'Sad': 0.8647924661636353, 'Surprised': 0.0011770781129598618}",We get around.
MATT,00:15:30,00:16:24,Sad,"{'Anger': 0.0016324932221323252, 'Calm': 0.003263202728703618, 'Disgust': 0.19834746420383453, 'Fear': 0.1829768270254135, 'Happy': 0.025014612823724747, 'Neutral': 0.017556767910718918, 'Sad': 0.5698442459106445, 'Surprised': 0.0013643283164128661}","""Well, here on this island, among the Vo, as it is the central focus of the world around us, it is home to many strange slivers of different parts of the world, as well, that create this landmass. Beneath the trees, there are odd landmarks that claim shelter to other dangerous beasts that may be a surprise to find here on the ocean. A number of unnatural, dangerous denizens. We've lost many through the generations to some of these hazards, predators, but so long as the scouting and hunting parties are keeping watch, and I am able to defend this village, we endure under the light of our god."""
TRAVIS,00:16:24,00:16:31,Disgust,"{'Anger': 0.001689615659415722, 'Calm': 0.0037118904292583466, 'Disgust': 0.7015395164489746, 'Fear': 0.019412145018577576, 'Happy': 0.00781748816370964, 'Neutral': 0.016373520717024803, 'Sad': 0.2478177696466446, 'Surprised': 0.0016381205059587955}","You said ""through the generations,"" do mind if we ask how long you've been on this island?"
MATT,00:16:31,00:16:44,Sad,"{'Anger': 0.0007600618992000818, 'Calm': 0.0038522728718817234, 'Disgust': 0.22642327845096588, 'Fear': 0.028612397611141205, 'Happy': 0.0036404302809387445, 'Neutral': 0.015738122165203094, 'Sad': 0.7198308110237122, 'Surprised': 0.0011426530545577407}","""I myself have only been for close to three decades, personally, but we've had at least 10-11 generations, I believe, since the village began."""
TRAVIS,00:16:44,00:16:50,Sad,"{'Anger': 0.0002360357466386631, 'Calm': 0.0026215577963739634, 'Disgust': 0.0165502168238163, 'Fear': 0.05273674800992012, 'Happy': 0.0012540541356429458, 'Neutral': 0.004570883698761463, 'Sad': 0.921147346496582, 'Surprised': 0.0008832436287775636}",And where were you before being on the island?
MATT,00:16:50,00:17:33,Sad,"{'Anger': 0.0002457894734106958, 'Calm': 0.002286883071064949, 'Disgust': 0.016277283430099487, 'Fear': 0.0752667486667633, 'Happy': 0.0018847157480195165, 'Neutral': 0.007363323122262955, 'Sad': 0.8960386514663696, 'Surprised': 0.0006365907611325383}","""It's interesting. There is something about this island, that gives and takes away. By finding your destiny here, and being a part of the important presence of Vokodo, and keeping these people safe, and gathering from the island's many rewards and boons, it also takes from you the things that are less important in life. So many, if not most of us, don't quite recall where we were from. But in the long run, that's not as important, anyway."""
LAURA,00:17:33,00:17:42,Happy,"{'Anger': 0.006062463391572237, 'Calm': 0.0031488232780247927, 'Disgust': 0.020338285714387894, 'Fear': 0.009854924865067005, 'Happy': 0.9426999688148499, 'Neutral': 0.004234057851135731, 'Sad': 0.0020954771898686886, 'Surprised': 0.011565841734409332}","Do you remember, like, any locations at all in general? Or do you just not remember where you're from? Like, does anything exist outside of the island here?"
MATT,00:17:42,00:17:49,Disgust,"{'Anger': 0.003122592344880104, 'Calm': 0.0019144958350807428, 'Disgust': 0.9690195918083191, 'Fear': 0.0028440244495868683, 'Happy': 0.009159058332443237, 'Neutral': 0.0038368599489331245, 'Sad': 0.007808963768184185, 'Surprised': 0.002294330857694149}","""I mean, the greater world of Exandria, yes."""
TRAVIS,00:17:49,00:17:52,Sad,"{'Anger': 0.0001187810703413561, 'Calm': 0.005395266693085432, 'Disgust': 0.0029275703709572554, 'Fear': 0.01380727719515562, 'Happy': 0.000758676091209054, 'Neutral': 0.0178667102009058, 'Sad': 0.9585485458374023, 'Surprised': 0.0005771799478679895}","Nations, ruling parties, powerships?"
MARISHA,00:17:52,00:17:54,Sad,"{'Anger': 0.00013662967830896378, 'Calm': 0.004241348709911108, 'Disgust': 0.0033673958387225866, 'Fear': 0.02430140972137451, 'Happy': 0.0006373317446559668, 'Neutral': 0.004388847388327122, 'Sad': 0.9620234966278076, 'Surprised': 0.0009035421535372734}",Continents?
