speaker,start_time,end_time,emotion,scores
ALL,00:56:03,00:56:05,disgust,"{'angry': 0.0016574061010032892, 'calm': 0.0006416005198843777, 'disgust': 0.8840380907058716, 'fearful': 0.012336023151874542, 'happy': 0.001461130566895008, 'sad': 0.09734435379505157, 'surprised': 0.002521444344893098}"
MARISHA,00:56:05,00:56:07,disgust,"{'angry': 0.0017082500271499157, 'calm': 0.0007958579808473587, 'disgust': 0.8361761569976807, 'fearful': 0.018737679347395897, 'happy': 0.0017425245605409145, 'sad': 0.1386248916387558, 'surprised': 0.0022146531846374273}"
LIAM,00:56:07,00:56:09,sad,"{'angry': 0.0018494310788810253, 'calm': 0.0013715679524466395, 'disgust': 0.3265514373779297, 'fearful': 0.11210175603628159, 'happy': 0.002138267271220684, 'sad': 0.5540497303009033, 'surprised': 0.0019379303557798266}"
TALIESIN,00:56:09,00:56:10,disgust,"{'angry': 0.010070772841572762, 'calm': 0.0006468474748544395, 'disgust': 0.909779965877533, 'fearful': 0.0335187166929245, 'happy': 0.010538249276578426, 'sad': 0.03142416477203369, 'surprised': 0.004021137487143278}"
MATT,00:56:10,00:56:16,disgust,"{'angry': 0.0032252517994493246, 'calm': 0.0006688133580610156, 'disgust': 0.9014071226119995, 'fearful': 0.021955210715532303, 'happy': 0.0033108899369835854, 'sad': 0.06735684722661972, 'surprised': 0.0020758863538503647}"
TRAVIS,00:56:16,00:56:17,disgust,"{'angry': 0.0013882790226489305, 'calm': 0.0009561495971865952, 'disgust': 0.6956873536109924, 'fearful': 0.023432869464159012, 'happy': 0.0012108057271689177, 'sad': 0.27469995617866516, 'surprised': 0.002624551299959421}"
MATT,00:56:17,00:56:19,sad,"{'angry': 0.00025370027287863195, 'calm': 0.0016977791674435139, 'disgust': 0.01779562048614025, 'fearful': 0.045962050557136536, 'happy': 0.0002962912549264729, 'sad': 0.9330922961235046, 'surprised': 0.0009022660669870675}"
TRAVIS,00:56:19,00:56:21,disgust,"{'angry': 0.002927840454503894, 'calm': 0.0008928531315177679, 'disgust': 0.6888241767883301, 'fearful': 0.06609968841075897, 'happy': 0.002810442354530096, 'sad': 0.23562660813331604, 'surprised': 0.0028185229748487473}"
MATT,00:56:21,00:56:28,disgust,"{'angry': 0.0033441197592765093, 'calm': 0.00045901647536084056, 'disgust': 0.9790143370628357, 'fearful': 0.002702478552237153, 'happy': 0.002711858134716749, 'sad': 0.009812417440116405, 'surprised': 0.0019557843916118145}"
TRAVIS,00:56:28,00:56:29,sad,"{'angry': 0.00022055611771065742, 'calm': 0.0019008168019354343, 'disgust': 0.011414236389100552, 'fearful': 0.04722185060381889, 'happy': 0.0002673314302228391, 'sad': 0.9380852580070496, 'surprised': 0.0008898996748030186}"
SAM,00:56:29,00:56:31,disgust,"{'angry': 0.0026262227911502123, 'calm': 0.0006224800017662346, 'disgust': 0.9734974503517151, 'fearful': 0.003278491087257862, 'happy': 0.0027265967801213264, 'sad': 0.015629353001713753, 'surprised': 0.0016193182673305273}"
LAURA,00:56:31,00:56:32,fearful,"{'angry': 0.0017149904742836952, 'calm': 0.0007826440269127488, 'disgust': 0.010306050069630146, 'fearful': 0.8977317214012146, 'happy': 0.004828291479498148, 'sad': 0.08373864740133286, 'surprised': 0.000897561723832041}"
SAM,00:56:32,00:56:39,disgust,"{'angry': 0.00280927331186831, 'calm': 0.0004724347381852567, 'disgust': 0.9506197571754456, 'fearful': 0.009272357448935509, 'happy': 0.0025306197348982096, 'sad': 0.03219759464263916, 'surprised': 0.00209789234213531}"
LAURA,00:56:39,00:56:40,fearful,"{'angry': 0.0021396588999778032, 'calm': 0.0009687338606454432, 'disgust': 0.024573147296905518, 'fearful': 0.8373278379440308, 'happy': 0.006366956513375044, 'sad': 0.12758728861808777, 'surprised': 0.0010364244226366282}"
SAM,00:56:40,00:56:42,disgust,"{'angry': 0.003006212180480361, 'calm': 0.0004052420554216951, 'disgust': 0.9548999667167664, 'fearful': 0.009034208953380585, 'happy': 0.0025868781376630068, 'sad': 0.02749987132847309, 'surprised': 0.002567586489021778}"
MATT,00:56:42,00:57:09,disgust,"{'angry': 0.0031155261676758528, 'calm': 0.0004658829129766673, 'disgust': 0.9765698313713074, 'fearful': 0.0032874206081032753, 'happy': 0.002720942022278905, 'sad': 0.011998171918094158, 'surprised': 0.0018420483684167266}"
SAM,00:57:09,00:57:10,fearful,"{'angry': 0.003436918370425701, 'calm': 0.0015089494409039617, 'disgust': 0.07143682986497879, 'fearful': 0.6769934296607971, 'happy': 0.007303629070520401, 'sad': 0.23795711994171143, 'surprised': 0.0013630681205540895}"
MATT,00:57:10,00:57:12,disgust,"{'angry': 0.0032462826929986477, 'calm': 0.0005763702210970223, 'disgust': 0.9388970732688904, 'fearful': 0.013490751385688782, 'happy': 0.003681842004880309, 'sad': 0.038016483187675476, 'surprised': 0.0020910431630909443}"
TRAVIS,00:57:12,00:57:13,disgust,"{'angry': 0.0033698431216180325, 'calm': 0.0003856314579024911, 'disgust': 0.9798595309257507, 'fearful': 0.002398625947535038, 'happy': 0.002231666585430503, 'sad': 0.008649617433547974, 'surprised': 0.0031050415709614754}"
SAM,00:57:13,00:57:14,fearful,"{'angry': 0.0014636290725320578, 'calm': 0.0009111331892199814, 'disgust': 0.0125214708968997, 'fearful': 0.8826565146446228, 'happy': 0.005659224931150675, 'sad': 0.09605240821838379, 'surprised': 0.0007355916313827038}"
MATT,00:57:14,00:57:35,disgust,"{'angry': 0.004257860127836466, 'calm': 0.0008466207073070109, 'disgust': 0.8961686491966248, 'fearful': 0.025218604132533073, 'happy': 0.004250174388289452, 'sad': 0.06742952018976212, 'surprised': 0.0018285743426531553}"
TRAVIS,00:57:35,00:57:37,disgust,"{'angry': 0.015224667266011238, 'calm': 0.002687075175344944, 'disgust': 0.821485161781311, 'fearful': 0.06587228924036026, 'happy': 0.01918274350464344, 'sad': 0.07376070320606232, 'surprised': 0.0017873237375169992}"
MATT,00:57:37,00:57:39,disgust,"{'angry': 0.0023506274446845055, 'calm': 0.000537602580152452, 'disgust': 0.9638500809669495, 'fearful': 0.005205005872994661, 'happy': 0.0022394449915736914, 'sad': 0.024073615670204163, 'surprised': 0.001743722939863801}"
TRAVIS,00:57:39,00:57:42,disgust,"{'angry': 0.0046400148421525955, 'calm': 0.0014318390749394894, 'disgust': 0.7950524687767029, 'fearful': 0.05494385212659836, 'happy': 0.006148372311145067, 'sad': 0.13592474162578583, 'surprised': 0.0018588186940178275}"
MATT,00:57:42,00:57:44,sad,"{'angry': 0.00092576869064942, 'calm': 0.0027577108703553677, 'disgust': 0.049783747643232346, 'fearful': 0.32194414734840393, 'happy': 0.0028489858377724886, 'sad': 0.6208916306495667, 'surprised': 0.0008480065152980387}"
LAURA,00:57:44,00:57:45,disgust,"{'angry': 0.006265184376388788, 'calm': 0.0013231872580945492, 'disgust': 0.9244396090507507, 'fearful': 0.017545878887176514, 'happy': 0.00661241402849555, 'sad': 0.04257478564977646, 'surprised': 0.001238853088580072}"
MATT,00:57:45,00:57:47,disgust,"{'angry': 0.0024457930121570826, 'calm': 0.0005174959660507739, 'disgust': 0.969632089138031, 'fearful': 0.004004266578704119, 'happy': 0.0019945721141994, 'sad': 0.01965324953198433, 'surprised': 0.0017525989096611738}"
LAURA,00:57:47,00:57:54,disgust,"{'angry': 0.001981837907806039, 'calm': 0.0010614510392770171, 'disgust': 0.545032799243927, 'fearful': 0.059495557099580765, 'happy': 0.0017785066738724709, 'sad': 0.38821345567703247, 'surprised': 0.0024364448618143797}"
LIAM,00:57:54,00:57:55,sad,"{'angry': 0.00034384054015390575, 'calm': 0.001540867262519896, 'disgust': 0.013938437215983868, 'fearful': 0.08413359522819519, 'happy': 0.00039469136390835047, 'sad': 0.8984710574150085, 'surprised': 0.0011775505263358355}"
LIAM,00:57:55,00:57:57,disgust,"{'angry': 0.002277164254337549, 'calm': 0.00040718141826801, 'disgust': 0.9697017669677734, 'fearful': 0.004278222564607859, 'happy': 0.0019988389685750008, 'sad': 0.018783941864967346, 'surprised': 0.002552917692810297}"
LIAM,00:57:57,00:58:00,sad,"{'angry': 0.0017028414877131581, 'calm': 0.001283470424823463, 'disgust': 0.09704090654850006, 'fearful': 0.32264232635498047, 'happy': 0.0024339782539755106, 'sad': 0.5732336044311523, 'surprised': 0.0016629121964797378}"
LAURA,00:58:00,00:58:01,disgust,"{'angry': 0.0032775909639894962, 'calm': 0.0003962537448387593, 'disgust': 0.9747944474220276, 'fearful': 0.00414135679602623, 'happy': 0.0028141478542238474, 'sad': 0.012538776732981205, 'surprised': 0.002037433674558997}"
LIAM,00:58:01,00:58:03,sad,"{'angry': 0.00048323077498935163, 'calm': 0.0013839692110195756, 'disgust': 0.04934430867433548, 'fearful': 0.0622733049094677, 'happy': 0.0004922323278151453, 'sad': 0.8849040269851685, 'surprised': 0.0011189482174813747}"
LAURA,00:58:03,00:58:10,disgust,"{'angry': 0.004598315805196762, 'calm': 0.0021552653051912785, 'disgust': 0.5498872995376587, 'fearful': 0.12095150351524353, 'happy': 0.005702647380530834, 'sad': 0.3149840533733368, 'surprised': 0.0017208675853908062}"
LIAM,00:58:10,00:58:19,sad,"{'angry': 0.001183805288746953, 'calm': 0.0014481893740594387, 'disgust': 0.15439467132091522, 'fearful': 0.11425217986106873, 'happy': 0.001320979674346745, 'sad': 0.7259602546691895, 'surprised': 0.001439907238818705}"
LAURA,00:58:19,00:58:20,sad,"{'angry': 0.000789844139944762, 'calm': 0.0014272240223363042, 'disgust': 0.024545766413211823, 'fearful': 0.3352948725223541, 'happy': 0.0013776019914075732, 'sad': 0.6353598237037659, 'surprised': 0.0012048647040501237}"
LIAM,00:58:20,00:58:22,disgust,"{'angry': 0.017358222976326942, 'calm': 0.0016961877699941397, 'disgust': 0.46108177304267883, 'fearful': 0.3600189983844757, 'happy': 0.02257773093879223, 'sad': 0.1327824741601944, 'surprised': 0.0044846259988844395}"
MATT,00:58:22,00:58:23,sad,"{'angry': 0.0011210986413061619, 'calm': 0.0017508608289062977, 'disgust': 0.10109115391969681, 'fearful': 0.1561928540468216, 'happy': 0.0015099942684173584, 'sad': 0.737220823764801, 'surprised': 0.0011132120853289962}"
LIAM,00:58:23,00:58:28,disgust,"{'angry': 0.0031911784317344427, 'calm': 0.0011481385445222259, 'disgust': 0.7491125464439392, 'fearful': 0.052293043583631516, 'happy': 0.003526844549924135, 'sad': 0.18878136575222015, 'surprised': 0.0019468190148472786}"
MATT,00:58:28,00:59:04,disgust,"{'angry': 0.0029747013468295336, 'calm': 0.0004919337225146592, 'disgust': 0.970392107963562, 'fearful': 0.0046782176941633224, 'happy': 0.0026819880586117506, 'sad': 0.01709224469959736, 'surprised': 0.0016886541852727532}"
LAURA,00:59:04,00:59:08,sad,"{'angry': 0.0005492886994034052, 'calm': 0.001734658144414425, 'disgust': 0.028066281229257584, 'fearful': 0.16268233954906464, 'happy': 0.0008451186586171389, 'sad': 0.8052171468734741, 'surprised': 0.0009052112000063062}"
MATT,00:59:08,00:59:11,disgust,"{'angry': 0.0030121479649096727, 'calm': 0.0005843490362167358, 'disgust': 0.9773260951042175, 'fearful': 0.0026362864300608635, 'happy': 0.0023174730595201254, 'sad': 0.012467782944440842, 'surprised': 0.0016557432245463133}"
"LAURA, LIAM",00:59:11,00:59:12,sad,"{'angry': 0.0006972038536332548, 'calm': 0.0013552338350564241, 'disgust': 0.04613043740391731, 'fearful': 0.14876137673854828, 'happy': 0.0008972031646408141, 'sad': 0.800998866558075, 'surprised': 0.001159710343927145}"
LIAM,00:59:12,00:59:14,disgust,"{'angry': 0.0030286284163594246, 'calm': 0.0007538007339462638, 'disgust': 0.8746715784072876, 'fearful': 0.026111634448170662, 'happy': 0.0031331616919487715, 'sad': 0.09023629873991013, 'surprised': 0.002064773114398122}"
LAURA,00:59:14,00:59:16,sad,"{'angry': 0.00044971020543016493, 'calm': 0.0012493927497416735, 'disgust': 0.0408167839050293, 'fearful': 0.05820443481206894, 'happy': 0.0004180091491434723, 'sad': 0.8976167440414429, 'surprised': 0.001244972343556583}"
LIAM,00:59:16,00:59:19,sad,"{'angry': 0.001599844777956605, 'calm': 0.0013114602770656347, 'disgust': 0.2725616693496704, 'fearful': 0.10158523172140121, 'happy': 0.0015820030821487308, 'sad': 0.6195098757743835, 'surprised': 0.0018499318975955248}"
SAM,00:59:19,00:59:21,sad,"{'angry': 0.001016625901684165, 'calm': 0.0011635100236162543, 'disgust': 0.28047841787338257, 'fearful': 0.04284162446856499, 'happy': 0.0007909030537120998, 'sad': 0.6713751554489136, 'surprised': 0.00233373511582613}"
LIAM,00:59:21,00:59:25,disgust,"{'angry': 0.0028532538563013077, 'calm': 0.0008724592626094818, 'disgust': 0.8404386639595032, 'fearful': 0.02921624481678009, 'happy': 0.002797098597511649, 'sad': 0.12183088064193726, 'surprised': 0.00199149246327579}"
LAURA,00:59:25,00:59:29,sad,"{'angry': 0.0007642907439731061, 'calm': 0.0011784069938585162, 'disgust': 0.09960261732339859, 'fearful': 0.06741097569465637, 'happy': 0.0006489604129455984, 'sad': 0.8287884593009949, 'surprised': 0.0016063195653259754}"
LIAM,00:59:29,00:59:30,sad,"{'angry': 0.0012224680976942182, 'calm': 0.001298139919526875, 'disgust': 0.13697867095470428, 'fearful': 0.1289653182029724, 'happy': 0.0012656032340601087, 'sad': 0.7287175059318542, 'surprised': 0.0015523874899372458}"
MATT,00:59:30,00:59:35,sad,"{'angry': 0.004352125339210033, 'calm': 0.0016704215668141842, 'disgust': 0.3021972179412842, 'fearful': 0.2654431462287903, 'happy': 0.00500399898737669, 'sad': 0.4191909432411194, 'surprised': 0.002142210491001606}"
LAURA,00:59:35,00:59:38,disgust,"{'angry': 0.003910415340214968, 'calm': 0.0014760385965928435, 'disgust': 0.3988988995552063, 'fearful': 0.20455913245677948, 'happy': 0.0050713918171823025, 'sad': 0.38353830575942993, 'surprised': 0.002545794937759638}"
LIAM,00:59:38,00:59:40,disgust,"{'angry': 0.0034324517473578453, 'calm': 0.00038625430897809565, 'disgust': 0.9774081110954285, 'fearful': 0.0034872733522206545, 'happy': 0.002766887191683054, 'sad': 0.0104843033477664, 'surprised': 0.0020345994271337986}"
LAURA,00:59:40,00:59:41,fearful,"{'angry': 0.0016455604927614331, 'calm': 0.001156160025857389, 'disgust': 0.028888383880257607, 'fearful': 0.6532881259918213, 'happy': 0.003182763699442148, 'sad': 0.3104360103607178, 'surprised': 0.001402994035743177}"
SAM,00:59:41,00:59:45,disgust,"{'angry': 0.003926534671336412, 'calm': 0.0010997471399605274, 'disgust': 0.7666531205177307, 'fearful': 0.062444381415843964, 'happy': 0.00475168926641345, 'sad': 0.15889932215213776, 'surprised': 0.0022252460476011038}"
LIAM,00:59:45,00:59:49,disgust,"{'angry': 0.002184368669986725, 'calm': 0.0008973031071946025, 'disgust': 0.7799076437950134, 'fearful': 0.03303547948598862, 'happy': 0.0022457814775407314, 'sad': 0.17957426607608795, 'surprised': 0.002155219204723835}"
MATT,00:59:49,01:00:00,disgust,"{'angry': 0.0027889376506209373, 'calm': 0.001349711325019598, 'disgust': 0.45869380235671997, 'fearful': 0.1164097934961319, 'happy': 0.0030248407274484634, 'sad': 0.4155995547771454, 'surprised': 0.0021333498880267143}"
LAURA,01:00:00,01:00:03,fearful,"{'angry': 0.0053795683197677135, 'calm': 0.0016305934404954314, 'disgust': 0.06187043339014053, 'fearful': 0.802710771560669, 'happy': 0.015902167186141014, 'sad': 0.11121300607919693, 'surprised': 0.0012934274272993207}"
MATT,01:00:03,01:00:07,disgust,"{'angry': 0.0017379585187882185, 'calm': 0.0005685437354259193, 'disgust': 0.9364878535270691, 'fearful': 0.00933009758591652, 'happy': 0.002636929275467992, 'sad': 0.04617711901664734, 'surprised': 0.0030614205170422792}"
LAURA,01:00:07,01:00:15,disgust,"{'angry': 0.003034102264791727, 'calm': 0.0005007078289054334, 'disgust': 0.9053173661231995, 'fearful': 0.021899353712797165, 'happy': 0.002902734326198697, 'sad': 0.06333194673061371, 'surprised': 0.0030138357542455196}"
LIAM,01:00:15,01:00:26,disgust,"{'angry': 0.004414999391883612, 'calm': 0.0005197853315621614, 'disgust': 0.9465047121047974, 'fearful': 0.013156313449144363, 'happy': 0.003952932544052601, 'sad': 0.02943599596619606, 'surprised': 0.00201519881375134}"
LAURA,01:00:26,01:00:31,sad,"{'angry': 0.0008601496811024845, 'calm': 0.001245883060619235, 'disgust': 0.05219496786594391, 'fearful': 0.18544787168502808, 'happy': 0.0010684153530746698, 'sad': 0.7578166127204895, 'surprised': 0.001366135198622942}"
MATT,01:00:31,01:00:33,sad,"{'angry': 0.0018421796848997474, 'calm': 0.0015786755830049515, 'disgust': 0.08277800679206848, 'fearful': 0.3962854743003845, 'happy': 0.0031343973241746426, 'sad': 0.513078510761261, 'surprised': 0.0013027975801378489}"
SAM,01:00:33,01:00:34,sad,"{'angry': 0.0003710812598001212, 'calm': 0.001311658532358706, 'disgust': 0.029493603855371475, 'fearful': 0.056381601840257645, 'happy': 0.0003715160710271448, 'sad': 0.9109153747558594, 'surprised': 0.0011552225332707167}"
TRAVIS,01:00:34,01:00:35,sad,"{'angry': 0.00048339879140257835, 'calm': 0.001387735246680677, 'disgust': 0.047385308891534805, 'fearful': 0.063689224421978, 'happy': 0.0004970498266629875, 'sad': 0.8854523301124573, 'surprised': 0.0011049892054870725}"
MATT,01:00:35,01:00:36,disgust,"{'angry': 0.001877992763184011, 'calm': 0.0008932557539083064, 'disgust': 0.8398867845535278, 'fearful': 0.017728479579091072, 'happy': 0.001714206300675869, 'sad': 0.13607877492904663, 'surprised': 0.00182041444350034}"
SAM,01:00:36,01:00:38,sad,"{'angry': 0.00023047254944685847, 'calm': 0.0015678335912525654, 'disgust': 0.016610037535429, 'fearful': 0.0205432940274477, 'happy': 0.00017403568199370056, 'sad': 0.9595402479171753, 'surprised': 0.0013341272715479136}"
LAURA,01:00:38,01:00:39,sad,"{'angry': 0.00016717499238438904, 'calm': 0.0028031100519001484, 'disgust': 0.007247740402817726, 'fearful': 0.009554867632687092, 'happy': 0.00010843067866517231, 'sad': 0.9784842133522034, 'surprised': 0.0016344082541763783}"
MATT,01:00:39,01:00:40,disgust,"{'angry': 0.0025385187473148108, 'calm': 0.0009952100226655602, 'disgust': 0.7980658411979675, 'fearful': 0.03239075839519501, 'happy': 0.0025219102390110493, 'sad': 0.16162212193012238, 'surprised': 0.0018656753236427903}"
TRAVIS,01:00:40,01:00:43,disgust,"{'angry': 0.0023678545840084553, 'calm': 0.0006656276527792215, 'disgust': 0.9282850027084351, 'fearful': 0.011326699517667294, 'happy': 0.002378858160227537, 'sad': 0.05323013290762901, 'surprised': 0.0017457932699471712}"
MATT,01:00:43,01:01:15,disgust,"{'angry': 0.0027018028777092695, 'calm': 0.0011574774980545044, 'disgust': 0.5952320098876953, 'fearful': 0.07389870285987854, 'happy': 0.002614859025925398, 'sad': 0.3221997022628784, 'surprised': 0.0021954518742859364}"
LAURA,01:01:15,01:01:21,disgust,"{'angry': 0.0038757161237299442, 'calm': 0.0013296811375766993, 'disgust': 0.7056323289871216, 'fearful': 0.07647189497947693, 'happy': 0.004903735127300024, 'sad': 0.20566631853580475, 'surprised': 0.0021203539799898863}"
MATT,01:01:21,01:01:26,disgust,"{'angry': 0.003975527361035347, 'calm': 0.0003439756401348859, 'disgust': 0.9792793989181519, 'fearful': 0.0028709901962429285, 'happy': 0.0027139652520418167, 'sad': 0.008169654756784439, 'surprised': 0.0026465514674782753}"
LAURA,01:01:26,01:01:31,disgust,"{'angry': 0.005173481535166502, 'calm': 0.002050909446552396, 'disgust': 0.4533945918083191, 'fearful': 0.19307389855384827, 'happy': 0.006746497470885515, 'sad': 0.3375628888607025, 'surprised': 0.001997708110138774}"
MATT,01:01:31,01:01:37,disgust,"{'angry': 0.0024907730985432863, 'calm': 0.0004513406311161816, 'disgust': 0.9568542242050171, 'fearful': 0.007286926731467247, 'happy': 0.0022743050940334797, 'sad': 0.02847563661634922, 'surprised': 0.00216676970012486}"
LIAM,01:01:37,01:01:39,disgust,"{'angry': 0.006718463730067015, 'calm': 0.002133068861439824, 'disgust': 0.5849061608314514, 'fearful': 0.15839633345603943, 'happy': 0.010270779021084309, 'sad': 0.23521721363067627, 'surprised': 0.002358033787459135}"
MATT,01:01:39,01:01:42,fearful,"{'angry': 0.010754479095339775, 'calm': 0.0013423433993011713, 'disgust': 0.22926342487335205, 'fearful': 0.5732154250144958, 'happy': 0.01517565082758665, 'sad': 0.16657553613185883, 'surprised': 0.0036731786094605923}"
LAURA,01:01:42,01:01:50,sad,"{'angry': 0.0017182091251015663, 'calm': 0.0014135665260255337, 'disgust': 0.1340184509754181, 'fearful': 0.23048700392246246, 'happy': 0.002174386754631996, 'sad': 0.6285781264305115, 'surprised': 0.0016102043446153402}"
LIAM,01:01:50,01:01:53,disgust,"{'angry': 0.004701484460383654, 'calm': 0.0007274294621311128, 'disgust': 0.8414644002914429, 'fearful': 0.05199059098958969, 'happy': 0.005272821988910437, 'sad': 0.09264478087425232, 'surprised': 0.0031985738314688206}"
LAURA,01:01:53,01:01:56,fearful,"{'angry': 0.001794824842363596, 'calm': 0.001147270086221397, 'disgust': 0.047481585294008255, 'fearful': 0.5927813649177551, 'happy': 0.0035589290782809258, 'sad': 0.3516940772533417, 'surprised': 0.0015419726260006428}"
MATT,01:01:56,01:02:06,disgust,"{'angry': 0.0026082510594278574, 'calm': 0.0005917500820942223, 'disgust': 0.9600176215171814, 'fearful': 0.006361312698572874, 'happy': 0.0027394152712076902, 'sad': 0.02607286535203457, 'surprised': 0.0016087567200884223}"
LAURA,01:02:06,01:02:07,disgust,"{'angry': 0.0019080254714936018, 'calm': 0.0006082610343582928, 'disgust': 0.9420303702354431, 'fearful': 0.007191366050392389, 'happy': 0.0018463953165337443, 'sad': 0.04451204836368561, 'surprised': 0.0019035098375752568}"
MATT,01:02:07,01:02:11,disgust,"{'angry': 0.0034538554027676582, 'calm': 0.0006414757226593792, 'disgust': 0.9677146077156067, 'fearful': 0.005433589220046997, 'happy': 0.004132612142711878, 'sad': 0.017133042216300964, 'surprised': 0.0014908920275047421}"
LAURA,01:02:11,01:02:15,sad,"{'angry': 0.0010379571467638016, 'calm': 0.001411360572092235, 'disgust': 0.09959767013788223, 'fearful': 0.1492588073015213, 'happy': 0.0012985587818548083, 'sad': 0.7460766434669495, 'surprised': 0.0013189810561016202}"
MATT,01:02:15,01:02:16,fearful,"{'angry': 0.007622876670211554, 'calm': 0.0011795152677223086, 'disgust': 0.2913031578063965, 'fearful': 0.4262332022190094, 'happy': 0.008880478329956532, 'sad': 0.2592734396457672, 'surprised': 0.005507299676537514}"
LAURA,01:02:16,01:02:17,sad,"{'angry': 0.0005577423726208508, 'calm': 0.0012130282120779157, 'disgust': 0.09621565788984299, 'fearful': 0.03992299363017082, 'happy': 0.0004525071708485484, 'sad': 0.8599764108657837, 'surprised': 0.0016616720240563154}"
MATT,01:02:17,01:02:23,disgust,"{'angry': 0.00330331246368587, 'calm': 0.0004049287526868284, 'disgust': 0.9707642793655396, 'fearful': 0.0052447873167693615, 'happy': 0.0029516646172851324, 'sad': 0.015257859602570534, 'surprised': 0.0020731589756906033}"
LAURA,01:02:23,01:02:24,fearful,"{'angry': 0.0008011575555428863, 'calm': 0.0016500161727890372, 'disgust': 0.014659496955573559, 'fearful': 0.5200502872467041, 'happy': 0.0018976387800648808, 'sad': 0.45990294218063354, 'surprised': 0.001038432470522821}"
MATT,01:02:24,01:02:25,disgust,"{'angry': 0.002155761234462261, 'calm': 0.0006462530000135303, 'disgust': 0.9010893106460571, 'fearful': 0.01481927651911974, 'happy': 0.0020444984547793865, 'sad': 0.07720838487148285, 'surprised': 0.002036562655121088}"
LAURA,01:02:25,01:02:35,disgust,"{'angry': 0.0025695841759443283, 'calm': 0.0005412169848568738, 'disgust': 0.9614521861076355, 'fearful': 0.00628964276984334, 'happy': 0.0028364339377731085, 'sad': 0.02449941821396351, 'surprised': 0.0018113470869138837}"
MATT,01:02:35,01:02:37,sad,"{'angry': 0.0005837687640450895, 'calm': 0.002321541542187333, 'disgust': 0.03588548302650452, 'fearful': 0.17176038026809692, 'happy': 0.0011740659829229116, 'sad': 0.7874876260757446, 'surprised': 0.0007871229900047183}"
MATT,01:02:37,01:02:49,disgust,"{'angry': 0.0037828409112989902, 'calm': 0.0005008327425457537, 'disgust': 0.9796282052993774, 'fearful': 0.0025242757983505726, 'happy': 0.00300287501886487, 'sad': 0.008795716799795628, 'surprised': 0.001765205874107778}"
LAURA,01:02:49,01:02:50,sad,"{'angry': 0.00018166661902796477, 'calm': 0.0021862320136278868, 'disgust': 0.008783765137195587, 'fearful': 0.014243071898818016, 'happy': 0.00013031593698542565, 'sad': 0.973115086555481, 'surprised': 0.0013598637888208032}"
LIAM,01:02:50,01:02:52,sad,"{'angry': 0.0014397824415937066, 'calm': 0.00106862373650074, 'disgust': 0.42175763845443726, 'fearful': 0.05367189645767212, 'happy': 0.0012163479113951325, 'sad': 0.5183343291282654, 'surprised': 0.002511413302272558}"
MATT,01:02:52,01:03:00,disgust,"{'angry': 0.0017989532789215446, 'calm': 0.0008225964847952127, 'disgust': 0.9145686030387878, 'fearful': 0.008222859352827072, 'happy': 0.0015592038398608565, 'sad': 0.07138200104236603, 'surprised': 0.0016457978636026382}"
LAURA,01:03:00,01:03:01,disgust,"{'angry': 0.004467083141207695, 'calm': 0.0003773683565668762, 'disgust': 0.9701220989227295, 'fearful': 0.006060187239199877, 'happy': 0.003694038838148117, 'sad': 0.013083521276712418, 'surprised': 0.0021957014687359333}"
MATT,01:03:01,01:03:22,disgust,"{'angry': 0.001953870989382267, 'calm': 0.0006208858685567975, 'disgust': 0.9212184548377991, 'fearful': 0.009919538162648678, 'happy': 0.0017158534610643983, 'sad': 0.06262475252151489, 'surprised': 0.0019466367084532976}"
LAURA,01:03:22,01:03:23,sad,"{'angry': 0.0004339239385444671, 'calm': 0.0013083127560093999, 'disgust': 0.03057277761399746, 'fearful': 0.07672064751386642, 'happy': 0.0004633930220734328, 'sad': 0.8893566131591797, 'surprised': 0.0011443428229540586}"
MATT,01:03:23,01:03:29,sad,"{'angry': 0.0005658151349052787, 'calm': 0.0014480950776487589, 'disgust': 0.04946918413043022, 'fearful': 0.08911170810461044, 'happy': 0.0006475148256868124, 'sad': 0.8576845526695251, 'surprised': 0.0010731618385761976}"
LAURA,01:03:29,01:03:35,disgust,"{'angry': 0.00205617630854249, 'calm': 0.0006327799055725336, 'disgust': 0.9366747736930847, 'fearful': 0.009262301959097385, 'happy': 0.002345014363527298, 'sad': 0.04714766889810562, 'surprised': 0.0018812178168445826}"
MATT,01:03:35,01:03:36,fearful,"{'angry': 0.0020432486198842525, 'calm': 0.001177059835754335, 'disgust': 0.03260793909430504, 'fearful': 0.7239719033241272, 'happy': 0.004401765298098326, 'sad': 0.2346181869506836, 'surprised': 0.0011799376225098968}"
LIAM,01:03:36,01:03:42,sad,"{'angry': 0.0010942360386252403, 'calm': 0.0012386435410007834, 'disgust': 0.22808775305747986, 'fearful': 0.06064803525805473, 'happy': 0.0009252753225155175, 'sad': 0.7061042785644531, 'surprised': 0.001901739276945591}"
MATT,01:03:42,01:03:44,sad,"{'angry': 0.0008702672785148025, 'calm': 0.001478075049817562, 'disgust': 0.03230014815926552, 'fearful': 0.284635066986084, 'happy': 0.0013254692312330008, 'sad': 0.6782307624816895, 'surprised': 0.0011601056903600693}"
LAURA,01:03:44,01:03:46,disgust,"{'angry': 0.0014908511657267809, 'calm': 0.0010827250080183148, 'disgust': 0.489315927028656, 'fearful': 0.0429467111825943, 'happy': 0.0011857186909765005, 'sad': 0.46147623658180237, 'surprised': 0.0025018304586410522}"
