speaker,start_time,end_time,emotion,scores
MATT,01:19:53,01:19:56,disgust,"{'angry': 0.0027330860029906034, 'calm': 0.00047016129246912897, 'disgust': 0.9701948165893555, 'fearful': 0.004651559516787529, 'happy': 0.0025615389458835125, 'sad': 0.017553729936480522, 'surprised': 0.0018351722974330187}"
ORION,01:19:56,01:19:59,disgust,"{'angry': 0.002826718846336007, 'calm': 0.0004237587854731828, 'disgust': 0.9749953150749207, 'fearful': 0.003695725230500102, 'happy': 0.002400543075054884, 'sad': 0.013625109568238258, 'surprised': 0.002032848773524165}"
LAURA,01:19:59,01:20:00,sad,"{'angry': 0.001181236351840198, 'calm': 0.0011809396091848612, 'disgust': 0.11482314020395279, 'fearful': 0.15160630643367767, 'happy': 0.0012884653406217694, 'sad': 0.7282021045684814, 'surprised': 0.0017178759444504976}"
LIAM,01:20:00,01:20:01,sad,"{'angry': 0.00019427985535003245, 'calm': 0.0017314042197540402, 'disgust': 0.01272925827652216, 'fearful': 0.01934013143181801, 'happy': 0.00016178273654077202, 'sad': 0.9645833373069763, 'surprised': 0.0012597477762028575}"
TRAVIS,01:20:01,01:20:03,sad,"{'angry': 0.0018036809051409364, 'calm': 0.0012947306968271732, 'disgust': 0.30857110023498535, 'fearful': 0.10731304436922073, 'happy': 0.0018168585374951363, 'sad': 0.5772235989570618, 'surprised': 0.001977079315111041}"
SAM,01:20:03,01:20:06,disgust,"{'angry': 0.0032693324610590935, 'calm': 0.0004440287302713841, 'disgust': 0.9800938963890076, 'fearful': 0.0023850249126553535, 'happy': 0.002453763270750642, 'sad': 0.009087617509067059, 'surprised': 0.0022662554401904345}"
ORION,01:20:06,01:20:08,disgust,"{'angry': 0.020444318652153015, 'calm': 0.0019417086150497198, 'disgust': 0.5401655435562134, 'fearful': 0.28960156440734863, 'happy': 0.023690104484558105, 'sad': 0.12034811824560165, 'surprised': 0.003808657405897975}"
LIAM,01:20:08,01:20:09,sad,"{'angry': 0.0007702023140154779, 'calm': 0.0014645240735262632, 'disgust': 0.25379547476768494, 'fearful': 0.02075846493244171, 'happy': 0.0004988200962543488, 'sad': 0.7203002572059631, 'surprised': 0.0024122940376400948}"
MATT,01:20:09,01:20:24,disgust,"{'angry': 0.0033658817410469055, 'calm': 0.000483002484543249, 'disgust': 0.9789004325866699, 'fearful': 0.0026879459619522095, 'happy': 0.0027536903508007526, 'sad': 0.009956248104572296, 'surprised': 0.0018527063075453043}"
MATT,01:20:24,01:20:33,disgust,"{'angry': 0.002390790730714798, 'calm': 0.0005535375094041228, 'disgust': 0.9636826515197754, 'fearful': 0.005433444399386644, 'happy': 0.0028644283302128315, 'sad': 0.02313193492591381, 'surprised': 0.0019432459957897663}"
LAURA,01:20:33,01:20:34,sad,"{'angry': 0.00041128756129182875, 'calm': 0.001345798373222351, 'disgust': 0.02414771355688572, 'fearful': 0.08047008514404297, 'happy': 0.0004404985229484737, 'sad': 0.8920415639877319, 'surprised': 0.001143051777034998}"
TRAVIS,01:20:34,01:20:36,disgust,"{'angry': 0.0013963342644274235, 'calm': 0.001091181067749858, 'disgust': 0.7269891500473022, 'fearful': 0.015085718594491482, 'happy': 0.000985230435617268, 'sad': 0.25205081701278687, 'surprised': 0.0024015202652662992}"
LIAM,01:20:36,01:20:42,disgust,"{'angry': 0.003949175123125315, 'calm': 0.001049752696417272, 'disgust': 0.665187418460846, 'fearful': 0.09041862934827805, 'happy': 0.003969152458012104, 'sad': 0.2325640618801117, 'surprised': 0.0028617032803595066}"
MATT,01:20:42,01:20:46,disgust,"{'angry': 0.003003559308126569, 'calm': 0.0004154013586230576, 'disgust': 0.976213812828064, 'fearful': 0.003495677374303341, 'happy': 0.002492995234206319, 'sad': 0.012349081225693226, 'surprised': 0.002029548864811659}"
LIAM,01:20:46,01:20:48,fearful,"{'angry': 0.038632091134786606, 'calm': 0.0015518458094447851, 'disgust': 0.3767928183078766, 'fearful': 0.46415841579437256, 'happy': 0.039131131023168564, 'sad': 0.07262549549341202, 'surprised': 0.007108151447027922}"
TRAVIS,01:20:48,01:20:50,sad,"{'angry': 0.0012731535825878382, 'calm': 0.0017088372260332108, 'disgust': 0.25799593329429626, 'fearful': 0.06618180125951767, 'happy': 0.0012713578762486577, 'sad': 0.6701291799545288, 'surprised': 0.001439815852791071}"
MATT,01:20:50,01:20:54,disgust,"{'angry': 0.002664768137037754, 'calm': 0.001368206343613565, 'disgust': 0.6013475060462952, 'fearful': 0.07079286128282547, 'happy': 0.0029433562885969877, 'sad': 0.31896090507507324, 'surprised': 0.0019223354756832123}"
LIAM,01:20:54,01:20:55,fearful,"{'angry': 0.0006580306217074394, 'calm': 0.0018917532870545983, 'disgust': 0.01003539189696312, 'fearful': 0.5823383331298828, 'happy': 0.0019887154921889305, 'sad': 0.402142196893692, 'surprised': 0.0009455840336158872}"
MATT,01:20:55,01:20:56,disgust,"{'angry': 0.0017407144187018275, 'calm': 0.0005723998765461147, 'disgust': 0.9035649299621582, 'fearful': 0.01144154742360115, 'happy': 0.0015241609653458, 'sad': 0.07860677689313889, 'surprised': 0.002549470169469714}"
MATT,01:20:56,01:21:01,disgust,"{'angry': 0.0026070934254676104, 'calm': 0.0005595916300080717, 'disgust': 0.971838653087616, 'fearful': 0.003892353270202875, 'happy': 0.0025726184248924255, 'sad': 0.016932211816310883, 'surprised': 0.0015973421977832913}"
ORION,01:21:01,01:21:03,sad,"{'angry': 0.0019329437054693699, 'calm': 0.0013482829090207815, 'disgust': 0.23396632075309753, 'fearful': 0.15111862123012543, 'happy': 0.002042909152805805, 'sad': 0.6076926589012146, 'surprised': 0.0018982120091095567}"
MATT,01:21:03,01:21:06,disgust,"{'angry': 0.0064732166938483715, 'calm': 0.001006781356409192, 'disgust': 0.9432286620140076, 'fearful': 0.013432920910418034, 'happy': 0.010386276058852673, 'sad': 0.02377971261739731, 'surprised': 0.00169251614715904}"
ORION,01:21:06,01:21:10,disgust,"{'angry': 0.0046652997843921185, 'calm': 0.0013690055347979069, 'disgust': 0.717989981174469, 'fearful': 0.08513922244310379, 'happy': 0.00621188385412097, 'sad': 0.18236468732357025, 'surprised': 0.0022598891519010067}"
LAURA,01:21:10,01:21:12,disgust,"{'angry': 0.0038711547385901213, 'calm': 0.0013118990464136004, 'disgust': 0.4133792221546173, 'fearful': 0.1902960240840912, 'happy': 0.004319777246564627, 'sad': 0.38416966795921326, 'surprised': 0.0026522858534008265}"
SAM,01:21:12,01:21:13,disgust,"{'angry': 0.009356968104839325, 'calm': 0.0006592015270143747, 'disgust': 0.8638584613800049, 'fearful': 0.05864271894097328, 'happy': 0.009298182092607021, 'sad': 0.05283461511135101, 'surprised': 0.005349959246814251}"
MATT,01:21:13,01:21:19,disgust,"{'angry': 0.002433469519019127, 'calm': 0.0005531329661607742, 'disgust': 0.9656102657318115, 'fearful': 0.005206267349421978, 'happy': 0.002840562490746379, 'sad': 0.02155931480228901, 'surprised': 0.0017968451138585806}"
MARISHA,01:21:19,01:21:21,sad,"{'angry': 0.00031581814982928336, 'calm': 0.0014823316596448421, 'disgust': 0.03887487202882767, 'fearful': 0.027816452085971832, 'happy': 0.0002794076572172344, 'sad': 0.9300307035446167, 'surprised': 0.0012004523305222392}"
MATT,01:21:21,01:21:24,disgust,"{'angry': 0.00218348135240376, 'calm': 0.00048805252299644053, 'disgust': 0.9736390113830566, 'fearful': 0.0030555790290236473, 'happy': 0.0019657891243696213, 'sad': 0.016355009749531746, 'surprised': 0.0023130804765969515}"
MARISHA,01:21:24,01:21:27,disgust,"{'angry': 0.001915264641866088, 'calm': 0.0005417632055468857, 'disgust': 0.9663888812065125, 'fearful': 0.0038909604772925377, 'happy': 0.0018541273893788457, 'sad': 0.023370256647467613, 'surprised': 0.0020387545228004456}"
"ORION, MARISHA",01:21:27,01:21:30,disgust,"{'angry': 0.0058480435982346535, 'calm': 0.0007321318844333291, 'disgust': 0.9229176640510559, 'fearful': 0.023507149890065193, 'happy': 0.008377770893275738, 'sad': 0.035890113562345505, 'surprised': 0.0027271416038274765}"
LIAM,01:21:30,01:21:31,disgust,"{'angry': 0.004731187596917152, 'calm': 0.00043337795068509877, 'disgust': 0.9532370567321777, 'fearful': 0.012170020490884781, 'happy': 0.004563017748296261, 'sad': 0.022192051634192467, 'surprised': 0.0026733032427728176}"
SAM,01:21:31,01:21:32,disgust,"{'angry': 0.0016899105394259095, 'calm': 0.0006030246731825173, 'disgust': 0.9519760012626648, 'fearful': 0.00473516620695591, 'happy': 0.0015050794463604689, 'sad': 0.03732109069824219, 'surprised': 0.0021698663476854563}"
MATT,01:21:32,01:21:50,disgust,"{'angry': 0.0054915109649300575, 'calm': 0.0004427094536367804, 'disgust': 0.9796751737594604, 'fearful': 0.002304485999047756, 'happy': 0.0039831544272601604, 'sad': 0.006047527305781841, 'surprised': 0.002055463148280978}"
LIAM,01:21:50,01:21:51,disgust,"{'angry': 0.0015799942193552852, 'calm': 0.0009550960385240614, 'disgust': 0.8211671113967896, 'fearful': 0.014501351863145828, 'happy': 0.0012918345164507627, 'sad': 0.1585301160812378, 'surprised': 0.0019744890742003918}"
MATT,01:21:51,01:22:01,disgust,"{'angry': 0.005089960992336273, 'calm': 0.00033869879553094506, 'disgust': 0.9799776673316956, 'fearful': 0.0024429832119494677, 'happy': 0.003199029481038451, 'sad': 0.006161537952721119, 'surprised': 0.0027901018038392067}"
LIAM,01:22:01,01:22:05,sad,"{'angry': 0.0012747786240652204, 'calm': 0.0012859315611422062, 'disgust': 0.1236310824751854, 'fearful': 0.17775298655033112, 'happy': 0.0016032549319788814, 'sad': 0.6928383708000183, 'surprised': 0.001613604137673974}"
MATT,01:22:05,01:22:06,disgust,"{'angry': 0.002977672265842557, 'calm': 0.0004116881173104048, 'disgust': 0.9764580130577087, 'fearful': 0.0034101512283086777, 'happy': 0.002474327804520726, 'sad': 0.012165173888206482, 'surprised': 0.0021030260249972343}"
"LAURA, LIAM",01:22:06,01:22:08,sad,"{'angry': 0.0005836242926307023, 'calm': 0.00126620102673769, 'disgust': 0.08948525786399841, 'fearful': 0.04805375635623932, 'happy': 0.0005058482638560236, 'sad': 0.8586412072181702, 'surprised': 0.0014640646986663342}"
MATT,01:22:08,01:22:14,disgust,"{'angry': 0.0020835616160184145, 'calm': 0.0005080561968497932, 'disgust': 0.9673678874969482, 'fearful': 0.004284378606826067, 'happy': 0.0021465402096509933, 'sad': 0.021545780822634697, 'surprised': 0.0020638301502913237}"
LIAM,01:22:14,01:22:16,sad,"{'angry': 0.0007649455801583827, 'calm': 0.0024367147125303745, 'disgust': 0.02279314398765564, 'fearful': 0.42230454087257385, 'happy': 0.002180958865210414, 'sad': 0.5487596392631531, 'surprised': 0.000759985763579607}"
MATT,01:22:16,01:22:17,sad,"{'angry': 0.0012131792027503252, 'calm': 0.010498589836061, 'disgust': 0.046920884400606155, 'fearful': 0.43611976504325867, 'happy': 0.010748017579317093, 'sad': 0.49378401041030884, 'surprised': 0.0007155169732868671}"
LIAM,01:22:17,01:22:18,fearful,"{'angry': 0.007850606925785542, 'calm': 0.0020280482713133097, 'disgust': 0.04744873195886612, 'fearful': 0.8415595889091492, 'happy': 0.05067218095064163, 'sad': 0.04880104586482048, 'surprised': 0.0016398741863667965}"
MATT,01:22:18,01:22:53,disgust,"{'angry': 0.005043933633714914, 'calm': 0.000482204050058499, 'disgust': 0.9798359870910645, 'fearful': 0.002375449286773801, 'happy': 0.0034274125937372446, 'sad': 0.0070123085752129555, 'surprised': 0.001822680584155023}"
MARISHA,01:22:53,01:22:55,disgust,"{'angry': 0.003609833773225546, 'calm': 0.000425664329668507, 'disgust': 0.9808943867683411, 'fearful': 0.0020751813426613808, 'happy': 0.0027513180393725634, 'sad': 0.007420798297971487, 'surprised': 0.0028227807488292456}"
MATT,01:22:55,01:22:57,sad,"{'angry': 0.0011453039478510618, 'calm': 0.001487896777689457, 'disgust': 0.27512165904045105, 'fearful': 0.05502292513847351, 'happy': 0.0010770725784823298, 'sad': 0.6644850373268127, 'surprised': 0.001660151407122612}"
ORION,01:22:57,01:22:58,sad,"{'angry': 0.00025491041014902294, 'calm': 0.0014819895150139928, 'disgust': 0.021317988634109497, 'fearful': 0.021016201004385948, 'happy': 0.0001863414072431624, 'sad': 0.9543883800506592, 'surprised': 0.001354178530164063}"
MARISHA,01:22:58,01:22:59,sad,"{'angry': 0.0002470889303367585, 'calm': 0.0021362232510000467, 'disgust': 0.02318400703370571, 'fearful': 0.009192505851387978, 'happy': 0.000138336923555471, 'sad': 0.9635469317436218, 'surprised': 0.0015548670198768377}"
MATT,01:22:59,01:23:01,sad,"{'angry': 0.0005965851596556604, 'calm': 0.0012182890204712749, 'disgust': 0.06570950895547867, 'fearful': 0.08303436636924744, 'happy': 0.0006321126129478216, 'sad': 0.847412109375, 'surprised': 0.0013970209984108806}"
LAURA,01:23:01,01:23:02,disgust,"{'angry': 0.0017277214210480452, 'calm': 0.0006632928270846605, 'disgust': 0.8566000461578369, 'fearful': 0.01460698526352644, 'happy': 0.0012962940381839871, 'sad': 0.12253567576408386, 'surprised': 0.0025699909310787916}"
MATT,01:23:02,01:23:05,disgust,"{'angry': 0.003233446041122079, 'calm': 0.0007864429499022663, 'disgust': 0.9157224893569946, 'fearful': 0.017250781878829002, 'happy': 0.0035548764280974865, 'sad': 0.05774713307619095, 'surprised': 0.0017048377776518464}"
LAURA,01:23:05,01:23:09,fearful,"{'angry': 0.005595583468675613, 'calm': 0.0017241914756596088, 'disgust': 0.19285550713539124, 'fearful': 0.5333119630813599, 'happy': 0.011874132789671421, 'sad': 0.25203737616539, 'surprised': 0.0026012538000941277}"
MARISHA,01:23:09,01:23:11,disgust,"{'angry': 0.003162339562550187, 'calm': 0.0003936277935281396, 'disgust': 0.9757297039031982, 'fearful': 0.0037065648939460516, 'happy': 0.002459609881043434, 'sad': 0.012414117343723774, 'surprised': 0.0021340467501431704}"
MATT,01:23:11,01:23:12,disgust,"{'angry': 0.004481217358261347, 'calm': 0.0003181899955961853, 'disgust': 0.9799582362174988, 'fearful': 0.0026515554636716843, 'happy': 0.0028150174766778946, 'sad': 0.0067130145616829395, 'surprised': 0.0030626922380179167}"
MARISHA,01:23:12,01:23:15,disgust,"{'angry': 0.008079659193754196, 'calm': 0.0004249081830494106, 'disgust': 0.9776673913002014, 'fearful': 0.002571206074208021, 'happy': 0.004077768884599209, 'sad': 0.00534839229658246, 'surprised': 0.001830719644203782}"
LAURA,01:23:15,01:23:17,disgust,"{'angry': 0.009555784985423088, 'calm': 0.0007251885836012661, 'disgust': 0.9461441040039062, 'fearful': 0.014573819935321808, 'happy': 0.008599303662776947, 'sad': 0.018818508833646774, 'surprised': 0.0015833359211683273}"
MARISHA,01:23:17,01:23:20,disgust,"{'angry': 0.008967350237071514, 'calm': 0.0005504712462425232, 'disgust': 0.931923508644104, 'fearful': 0.02260478213429451, 'happy': 0.00740035017952323, 'sad': 0.025797542184591293, 'surprised': 0.0027560058515518904}"
LAURA,01:23:20,01:23:24,sad,"{'angry': 0.0006104321219027042, 'calm': 0.0011998286936432123, 'disgust': 0.12180677801370621, 'fearful': 0.034421663731336594, 'happy': 0.00045114228851161897, 'sad': 0.8396257758140564, 'surprised': 0.0018844102742150426}"
SAM,01:23:24,01:23:30,disgust,"{'angry': 0.007847904227674007, 'calm': 0.0015250601572915912, 'disgust': 0.9135887026786804, 'fearful': 0.020233536139130592, 'happy': 0.0065452237613499165, 'sad': 0.049091145396232605, 'surprised': 0.0011683488264679909}"
MATT,01:23:30,01:23:32,disgust,"{'angry': 0.0026134056970477104, 'calm': 0.00039509651833213866, 'disgust': 0.9652129411697388, 'fearful': 0.006237141788005829, 'happy': 0.0025633235927671194, 'sad': 0.02053297683596611, 'surprised': 0.002445001620799303}"
SAM,01:23:32,01:23:36,disgust,"{'angry': 0.0022551468573510647, 'calm': 0.00046953291166573763, 'disgust': 0.9638073444366455, 'fearful': 0.005472157616168261, 'happy': 0.002176016103476286, 'sad': 0.02380172722041607, 'surprised': 0.0020179564598947763}"
ORION,01:23:36,01:23:39,sad,"{'angry': 0.0004940363578498363, 'calm': 0.0020044539123773575, 'disgust': 0.023191967979073524, 'fearful': 0.23267441987991333, 'happy': 0.0011844587279483676, 'sad': 0.739602267742157, 'surprised': 0.0008484478457830846}"
MARISHA,01:23:39,01:23:43,disgust,"{'angry': 0.015953976660966873, 'calm': 0.0012896250700578094, 'disgust': 0.9132676124572754, 'fearful': 0.023136334493756294, 'happy': 0.023597368970513344, 'sad': 0.020664233714342117, 'surprised': 0.0020907942671328783}"
ORION,01:23:43,01:23:44,sad,"{'angry': 0.0010066523682326078, 'calm': 0.001330131315626204, 'disgust': 0.12645402550697327, 'fearful': 0.12218308448791504, 'happy': 0.0012134024873375893, 'sad': 0.7463521361351013, 'surprised': 0.0014605207834392786}"
MATT,01:23:44,01:23:47,disgust,"{'angry': 0.0024576252326369286, 'calm': 0.0006273524486459792, 'disgust': 0.9589261412620544, 'fearful': 0.005558737553656101, 'happy': 0.0021133022382855415, 'sad': 0.028813477605581284, 'surprised': 0.0015034598764032125}"
ORION,01:23:47,01:23:49,sad,"{'angry': 0.0006101539474911988, 'calm': 0.0011867485009133816, 'disgust': 0.09024570882320404, 'fearful': 0.0783136636018753, 'happy': 0.0007096208282746375, 'sad': 0.8273845911026001, 'surprised': 0.0015494903782382607}"
MATT,01:23:49,01:23:59,disgust,"{'angry': 0.0023377512115985155, 'calm': 0.000489979749545455, 'disgust': 0.9667792320251465, 'fearful': 0.004842424765229225, 'happy': 0.0023227815981954336, 'sad': 0.021284280344843864, 'surprised': 0.001943529350683093}"
SAM,01:23:59,01:24:01,disgust,"{'angry': 0.0018658216577023268, 'calm': 0.0004999099182896316, 'disgust': 0.9622640609741211, 'fearful': 0.004552430473268032, 'happy': 0.0017932816408574581, 'sad': 0.026758739724755287, 'surprised': 0.002265920862555504}"
MATT,01:24:01,01:24:07,disgust,"{'angry': 0.003923524171113968, 'calm': 0.00040567226824350655, 'disgust': 0.980697751045227, 'fearful': 0.002270903205499053, 'happy': 0.0026277401484549046, 'sad': 0.0075713349506258965, 'surprised': 0.00250296201556921}"
SAM,01:24:07,01:24:11,sad,"{'angry': 0.0009684680844657123, 'calm': 0.00128639442846179, 'disgust': 0.16357024013996124, 'fearful': 0.07265204936265945, 'happy': 0.0008957485551945865, 'sad': 0.7589963674545288, 'surprised': 0.0016306928591802716}"
MATT,01:24:11,01:24:14,disgust,"{'angry': 0.001849129912443459, 'calm': 0.000495963089633733, 'disgust': 0.9610902667045593, 'fearful': 0.0047341203317046165, 'happy': 0.0017800215864554048, 'sad': 0.02773858979344368, 'surprised': 0.002312004566192627}"
SAM,01:24:14,01:24:15,sad,"{'angry': 0.0011872434988617897, 'calm': 0.0011118436232209206, 'disgust': 0.4457809031009674, 'fearful': 0.028384286910295486, 'happy': 0.0007939829374663532, 'sad': 0.5198471546173096, 'surprised': 0.002894563367590308}"
MATT,01:24:15,01:24:18,disgust,"{'angry': 0.003637721762061119, 'calm': 0.0010474275331944227, 'disgust': 0.9337428212165833, 'fearful': 0.012122605927288532, 'happy': 0.004727293737232685, 'sad': 0.04330669716000557, 'surprised': 0.001415399368852377}"
MARISHA,01:24:18,01:24:24,sad,"{'angry': 0.0014485111460089684, 'calm': 0.001858223113231361, 'disgust': 0.28589630126953125, 'fearful': 0.09785020351409912, 'happy': 0.002204925287514925, 'sad': 0.6092106699943542, 'surprised': 0.001531225978396833}"
MATT,01:24:24,01:24:26,sad,"{'angry': 0.0012473302194848657, 'calm': 0.0015308690490201116, 'disgust': 0.34788423776626587, 'fearful': 0.07879359275102615, 'happy': 0.0019304698798805475, 'sad': 0.566706657409668, 'surprised': 0.001906795077957213}"
LIAM,01:24:26,01:24:28,sad,"{'angry': 0.0035394001752138138, 'calm': 0.003080603899434209, 'disgust': 0.27991965413093567, 'fearful': 0.20660871267318726, 'happy': 0.005387527402490377, 'sad': 0.5001415610313416, 'surprised': 0.0013224591966718435}"
MATT,01:24:28,01:24:30,sad,"{'angry': 0.0016236759256571531, 'calm': 0.0016692366916686296, 'disgust': 0.2477569580078125, 'fearful': 0.11932329088449478, 'happy': 0.0020405801478773355, 'sad': 0.6260566711425781, 'surprised': 0.001529588014818728}"
SAM,01:24:30,01:24:31,sad,"{'angry': 0.001599958399310708, 'calm': 0.0018068145727738738, 'disgust': 0.2043386697769165, 'fearful': 0.22501547634601593, 'happy': 0.0037870618980377913, 'sad': 0.561786413192749, 'surprised': 0.0016656788066029549}"
MATT,01:24:31,01:24:33,disgust,"{'angry': 0.0025691164191812277, 'calm': 0.0005656062858179212, 'disgust': 0.9603636860847473, 'fearful': 0.006083450745791197, 'happy': 0.002435153815895319, 'sad': 0.02635156363248825, 'surprised': 0.0016313566593453288}"
MARISHA,01:24:33,01:24:37,disgust,"{'angry': 0.0016516328323632479, 'calm': 0.0010099902283400297, 'disgust': 0.6151584386825562, 'fearful': 0.038310348987579346, 'happy': 0.0014735120348632336, 'sad': 0.33997586369514465, 'surprised': 0.0024201793130487204}"
MATT,01:24:37,01:24:39,disgust,"{'angry': 0.004505131859332323, 'calm': 0.0005378401256166399, 'disgust': 0.98062664270401, 'fearful': 0.0020838016644120216, 'happy': 0.0029283291660249233, 'sad': 0.007422873750329018, 'surprised': 0.001895322697237134}"
MARISHA,01:24:39,01:24:40,disgust,"{'angry': 0.0024472910445183516, 'calm': 0.0005526024615392089, 'disgust': 0.9693210124969482, 'fearful': 0.004417050164192915, 'happy': 0.00284128007479012, 'sad': 0.018687935546040535, 'surprised': 0.001732835778966546}"
MATT,01:24:40,01:25:13,disgust,"{'angry': 0.00616775918751955, 'calm': 0.0005017567309550941, 'disgust': 0.9785308241844177, 'fearful': 0.0024387401062995195, 'happy': 0.0042296661995351315, 'sad': 0.00637446902692318, 'surprised': 0.0017570176860317588}"
LAURA,01:25:13,01:25:19,sad,"{'angry': 0.0008508657338097692, 'calm': 0.0013049413682892919, 'disgust': 0.059347160160541534, 'fearful': 0.1557905524969101, 'happy': 0.001002551056444645, 'sad': 0.7804138660430908, 'surprised': 0.001290055108256638}"
SAM,01:25:19,01:25:21,disgust,"{'angry': 0.0030683076474815607, 'calm': 0.0012818749528378248, 'disgust': 0.5485796332359314, 'fearful': 0.11152293533086777, 'happy': 0.0039094737730920315, 'sad': 0.329281210899353, 'surprised': 0.0023566274903714657}"
TRAVIS,01:25:21,01:25:22,sad,"{'angry': 0.0005606773775070906, 'calm': 0.0015296210767701268, 'disgust': 0.11851781606674194, 'fearful': 0.03717372938990593, 'happy': 0.0005416085477918386, 'sad': 0.8402501344680786, 'surprised': 0.001426334143616259}"
LIAM,01:25:22,01:25:30,disgust,"{'angry': 0.0021471779327839613, 'calm': 0.0009781843982636929, 'disgust': 0.8206110000610352, 'fearful': 0.02383487857878208, 'happy': 0.002170863561332226, 'sad': 0.1484609842300415, 'surprised': 0.001796956523321569}"
MATT,01:25:30,01:25:48,disgust,"{'angry': 0.001533971750177443, 'calm': 0.0007491258438676596, 'disgust': 0.8638266921043396, 'fearful': 0.010856684297323227, 'happy': 0.0011753380531445146, 'sad': 0.11946941167116165, 'surprised': 0.002388715511187911}"
LIAM,01:25:48,01:25:49,disgust,"{'angry': 0.005926336627453566, 'calm': 0.0004403728526085615, 'disgust': 0.9330196380615234, 'fearful': 0.02118326723575592, 'happy': 0.0053382571786642075, 'sad': 0.030298743396997452, 'surprised': 0.00379338301718235}"
MATT,01:25:49,01:25:51,fearful,"{'angry': 0.0029307277873158455, 'calm': 0.0004941640654578805, 'disgust': 0.005140076391398907, 'fearful': 0.963024377822876, 'happy': 0.007513604126870632, 'sad': 0.0200024601072073, 'surprised': 0.0008945364970713854}"
MATT,01:25:51,01:25:53,disgust,"{'angry': 0.0031748770270496607, 'calm': 0.000378934113541618, 'disgust': 0.9740051031112671, 'fearful': 0.004391792695969343, 'happy': 0.0031260603573173285, 'sad': 0.012586255557835102, 'surprised': 0.002337127225473523}"
MARISHA,01:25:53,01:25:55,disgust,"{'angry': 0.004612557124346495, 'calm': 0.0013080588541924953, 'disgust': 0.8542062044143677, 'fearful': 0.03543364629149437, 'happy': 0.005452618468552828, 'sad': 0.09727609157562256, 'surprised': 0.0017107069725170732}"
LIAM,01:25:55,01:25:57,disgust,"{'angry': 0.002694718074053526, 'calm': 0.0005524414009414613, 'disgust': 0.9762867093086243, 'fearful': 0.002857879502698779, 'happy': 0.0025187204591929913, 'sad': 0.01328939851373434, 'surprised': 0.0018001444404944777}"
MATT,01:25:57,01:26:07,disgust,"{'angry': 0.0034817825071513653, 'calm': 0.0004407322558108717, 'disgust': 0.9797460436820984, 'fearful': 0.002540643559768796, 'happy': 0.002580254105851054, 'sad': 0.009126185439527035, 'surprised': 0.0020843211095780134}"
MARISHA,01:26:07,01:26:11,disgust,"{'angry': 0.0022030107211321592, 'calm': 0.0005674864514730871, 'disgust': 0.9523329734802246, 'fearful': 0.006635433528572321, 'happy': 0.002005642978474498, 'sad': 0.03448554873466492, 'surprised': 0.0017699128948152065}"
MATT,01:26:11,01:26:23,disgust,"{'angry': 0.002082380698993802, 'calm': 0.000616714300122112, 'disgust': 0.9564893841743469, 'fearful': 0.005302606616169214, 'happy': 0.0019229995086789131, 'sad': 0.031865354627370834, 'surprised': 0.0017205072799697518}"
LIAM,01:26:23,01:26:24,disgust,"{'angry': 0.0023847322445362806, 'calm': 0.0004492322914302349, 'disgust': 0.9738257527351379, 'fearful': 0.0034433065447956324, 'happy': 0.0021639352198690176, 'sad': 0.01546418946236372, 'surprised': 0.002268863143399358}"
MATT,01:26:24,01:26:28,disgust,"{'angry': 0.002776353619992733, 'calm': 0.00040279701352119446, 'disgust': 0.9716504216194153, 'fearful': 0.004543227609246969, 'happy': 0.0023648208007216454, 'sad': 0.016083402559161186, 'surprised': 0.0021789998281747103}"
LIAM,01:26:28,01:26:42,disgust,"{'angry': 0.007079114206135273, 'calm': 0.0013755983673036098, 'disgust': 0.7336143851280212, 'fearful': 0.09913238137960434, 'happy': 0.008150830864906311, 'sad': 0.1481199413537979, 'surprised': 0.002527836011722684}"
MATT,01:26:42,01:26:48,disgust,"{'angry': 0.0016461117193102837, 'calm': 0.0009321438265033066, 'disgust': 0.7291961908340454, 'fearful': 0.02659417875111103, 'happy': 0.0014805479440838099, 'sad': 0.2378380298614502, 'surprised': 0.002312870929017663}"
LIAM,01:26:48,01:26:51,disgust,"{'angry': 0.002802689326927066, 'calm': 0.0006196864997036755, 'disgust': 0.899559736251831, 'fearful': 0.02094191499054432, 'happy': 0.0029732047114521265, 'sad': 0.07073941826820374, 'surprised': 0.0023633893579244614}"
MATT,01:26:51,01:26:54,fearful,"{'angry': 0.003776435274630785, 'calm': 0.001326287747360766, 'disgust': 0.0973152443766594, 'fearful': 0.5843276381492615, 'happy': 0.005876303184777498, 'sad': 0.30545300245285034, 'surprised': 0.0019250573823228478}"
LIAM,01:26:54,01:26:56,sad,"{'angry': 0.0013904691440984607, 'calm': 0.001828169682994485, 'disgust': 0.1547224074602127, 'fearful': 0.133879154920578, 'happy': 0.0017132953507825732, 'sad': 0.7052354216575623, 'surprised': 0.001231141621246934}"
MATT,01:26:56,01:27:26,disgust,"{'angry': 0.0027797480579465628, 'calm': 0.0005322634824551642, 'disgust': 0.9759440422058105, 'fearful': 0.0030413700733333826, 'happy': 0.002514721592888236, 'sad': 0.013414700515568256, 'surprised': 0.0017731983680278063}"
MATT,01:27:26,01:27:41,disgust,"{'angry': 0.0029008693527430296, 'calm': 0.0004390583198983222, 'disgust': 0.9794166088104248, 'fearful': 0.002283623907715082, 'happy': 0.0022875890135765076, 'sad': 0.009982934221625328, 'surprised': 0.0026893785689026117}"
