speaker,start_time,end_time,reason
LAURA,00:24:24,00:24:24,invalid_range
LIAM,00:24:29,00:24:29,invalid_range
TRAVIS,00:25:07,00:25:07,invalid_range
MARISHA,00:25:27,00:25:27,invalid_range
LIAM,00:31:21,00:31:21,invalid_range
MATT,00:33:21,00:33:21,invalid_range
LIAM,00:33:31,00:33:31,invalid_range
ORION,00:34:27,00:34:27,invalid_range
ASHLEY,00:34:32,00:34:32,invalid_range
LIAM,00:34:48,00:34:48,invalid_range
TRAVIS,00:34:58,00:34:58,invalid_range
LIAM,00:35:05,00:35:05,invalid_range
MATT,00:35:14,00:35:14,invalid_range
LAURA,00:36:16,00:36:16,invalid_range
MATT,00:37:11,00:37:11,invalid_range
ORION,00:37:41,00:37:41,invalid_range
TRAVIS,00:38:24,00:38:24,invalid_range
MATT,00:39:20,00:39:20,invalid_range
MATT,00:42:25,00:42:25,invalid_range
ORION,00:43:59,00:43:59,invalid_range
TALIESIN,00:45:07,00:45:07,invalid_range
LIAM,00:45:12,00:45:12,invalid_range
MATT,00:47:06,00:47:06,invalid_range
ASHLEY,00:47:09,00:47:09,invalid_range
ASHLEY,00:47:23,00:47:23,invalid_range
ASHLEY,00:47:27,00:47:27,invalid_range
LIAM,00:47:29,00:47:29,invalid_range
LAURA,00:48:21,00:48:21,invalid_range
MATT,00:51:05,00:51:05,invalid_range
LAURA,00:52:18,00:52:18,invalid_range
TRAVIS,00:52:23,00:52:23,invalid_range
LIAM,00:53:06,00:53:06,invalid_range
MARISHA,00:54:36,00:54:36,invalid_range
LIAM,00:54:46,00:54:46,invalid_range
TRAVIS,00:55:16,00:55:16,invalid_range
ASHLEY,00:56:11,00:56:11,invalid_range
MATT,00:56:36,00:56:36,invalid_range
LAURA,00:56:43,00:56:43,invalid_range
LAURA,00:57:15,00:57:15,invalid_range
"MATT, LIAM",00:57:26,00:57:26,invalid_range
LAURA,00:59:11,00:59:11,invalid_range
LIAM,00:59:18,00:59:18,invalid_range
TRAVIS,00:59:20,00:59:20,invalid_range
TRAVIS,00:59:28,00:59:28,invalid_range
ORION,00:59:51,00:59:51,invalid_range
MARISHA,01:00:33,01:00:33,invalid_range
MARISHA,01:01:49,01:01:49,invalid_range
LAURA,01:02:23,01:02:23,invalid_range
TRAVIS,01:02:34,01:02:34,invalid_range
TALIESIN,01:02:56,01:02:56,invalid_range
ASHLEY,01:03:59,01:03:59,invalid_range
ASHLEY,01:04:05,01:04:05,invalid_range
ASHLEY,01:04:09,01:04:09,invalid_range
LAURA,01:04:10,01:04:10,invalid_range
ASHLEY,01:04:13,01:04:13,invalid_range
LIAM,01:05:19,01:05:19,invalid_range
MARISHA,01:09:56,01:09:56,invalid_range
LAURA,01:10:05,01:10:05,invalid_range
LAURA,01:10:53,01:10:53,invalid_range
MATT,01:10:56,01:10:56,invalid_range
LIAM,01:10:58,01:10:58,invalid_range
ORION,01:11:11,01:11:11,invalid_range
ORION,01:13:05,01:13:05,invalid_range
MARISHA,01:13:14,01:13:14,invalid_range
LAURA,01:13:51,01:13:51,invalid_range
ORION,01:15:40,01:15:40,invalid_range
TALIESIN,01:15:42,01:15:42,invalid_range
ORION,01:15:45,01:15:45,invalid_range
TRAVIS,01:15:48,01:15:48,invalid_range
ORION,01:16:00,01:16:00,invalid_range
ASHLEY,01:16:30,01:16:30,invalid_range
LIAM,01:16:33,01:16:33,invalid_range
