speaker,start_time,end_time,reason
LIAM,00:15:21,00:15:21,invalid_range
SAM,00:24:01,00:24:01,invalid_range
TRAVIS,00:26:55,00:26:55,invalid_range
SAM,00:34:40,00:34:40,invalid_range
TRAVIS,00:35:45,00:35:45,invalid_range
LIAM,00:37:59,00:37:59,invalid_range
LAURA,00:44:49,00:44:49,invalid_range
ORION,00:46:08,00:46:08,invalid_range
SAM,00:55:09,00:55:09,invalid_range
LAURA,01:07:56,01:07:56,invalid_range
LAURA,01:19:41,01:19:41,invalid_range
TALIESIN,01:20:05,01:20:05,invalid_range
ORION,01:21:03,01:21:03,invalid_range
ASHLEY,01:23:30,01:23:30,invalid_range
MATT,01:27:00,01:27:00,invalid_range
LIAM,01:59:28,01:59:28,invalid_range
ASHLEY,02:12:33,02:12:33,invalid_range
LAURA,02:13:29,02:13:29,invalid_range
LAURA,02:17:38,02:17:38,invalid_range
TRAVIS,02:28:55,02:28:55,invalid_range
MATT,02:32:11,02:32:11,invalid_range
ORION,02:33:41,02:33:41,invalid_range
MATT,02:39:23,02:39:23,invalid_range
SAM,02:51:47,02:51:47,invalid_range
ASHLEY,03:14:57,03:14:57,invalid_range
MATT,03:41:40,03:41:40,invalid_range
MATT,03:43:57,03:43:57,invalid_range
LAURA,03:54:33,03:54:33,invalid_range
TRAVIS,04:07:55,04:07:55,invalid_range
LIAM,04:18:11,04:18:11,invalid_range
MATT,04:18:14,04:18:14,invalid_range
ASHLEY,04:25:08,04:25:08,invalid_range
TRAVIS,04:30:20,04:30:20,invalid_range
ASHLEY,04:32:42,04:32:42,invalid_range
SAM,04:41:56,04:41:56,invalid_range
ORION,04:45:57,04:45:57,invalid_range
MATT,04:48:47,,missing_end_time
