speaker,start_time,end_time,reason
ASHLEY,00:12:41,00:12:41,invalid_range
MATT,00:20:44,00:20:44,invalid_range
TRAVIS,00:45:42,00:45:42,invalid_range
TRAVIS,00:53:48,00:53:48,invalid_range
ORION,00:54:13,00:54:13,invalid_range
TALIESIN,00:55:51,00:55:51,invalid_range
TRAVIS,00:58:21,00:58:21,invalid_range
TRAVIS,01:05:20,01:05:20,invalid_range
SAM,01:05:39,01:05:39,invalid_range
LIAM,01:06:41,01:06:41,invalid_range
MARISHA,01:10:49,01:10:49,invalid_range
ASHLEY,01:11:08,01:11:08,invalid_range
TRAVIS,01:18:44,01:18:44,invalid_range
LIAM,01:23:00,01:23:00,invalid_range
ASHLEY,01:25:38,01:25:38,invalid_range
SAM,01:27:17,01:27:17,invalid_range
MATT,01:27:17,01:27:18,silence
SAM,01:27:18,01:27:19,silence
SAM,01:28:08,01:28:08,invalid_range
TRAVIS,01:28:08,01:28:08,invalid_range
TRAVIS,01:30:55,01:30:55,invalid_range
TRAVIS,01:31:54,01:31:54,invalid_range
LIAM,01:34:16,01:34:16,invalid_range
MATT,01:35:34,01:35:34,invalid_range
LIAM,01:36:49,01:36:49,invalid_range
MARISHA,01:41:12,01:41:12,invalid_range
MARISHA,01:42:24,01:42:24,invalid_range
LAURA,01:42:49,01:42:49,invalid_range
TALIESIN,01:47:52,01:47:52,invalid_range
TALIESIN,01:49:02,01:49:02,invalid_range
TALIESIN,01:49:10,01:49:10,invalid_range
MATT,01:50:35,01:50:35,invalid_range
MATT,01:54:24,01:54:24,invalid_range
MATT,01:56:05,01:56:05,invalid_range
SAM,01:56:10,01:56:10,invalid_range
MARISHA,01:57:49,01:57:49,invalid_range
ORION,02:03:05,02:03:05,invalid_range
LIAM,02:03:39,02:03:39,invalid_range
MATT,02:03:49,02:03:49,invalid_range
ASHLEY,02:03:57,02:03:57,invalid_range
ASHLEY,02:11:15,02:11:15,invalid_range
TALIESIN,02:11:59,02:11:59,invalid_range
LIAM,02:12:58,02:12:58,invalid_range
SAM,02:14:35,02:14:35,invalid_range
TRAVIS,02:19:58,02:19:58,invalid_range
TALIESIN,02:23:52,02:23:52,invalid_range
SAM,02:30:02,02:30:02,invalid_range
LIAM,02:34:23,02:34:23,invalid_range
TRAVIS,02:34:24,02:34:24,invalid_range
MATT,02:35:10,02:35:10,invalid_range
TALIESIN,02:36:07,02:36:07,invalid_range
LIAM,02:40:31,02:40:31,invalid_range
ASHLEY,02:40:53,02:40:53,invalid_range
MATT,02:47:00,02:47:00,invalid_range
SAM,02:47:24,02:47:24,invalid_range
LAURA,02:47:24,02:47:24,invalid_range
ASHLEY,02:47:31,02:47:31,invalid_range
LAURA,02:50:21,02:50:21,invalid_range
BECCA,03:05:33,03:05:33,invalid_range
IVAN,03:09:01,03:09:01,invalid_range
HECTOR,03:11:45,03:11:45,invalid_range
ZAC,03:11:50,03:11:50,invalid_range
LIAM,03:11:55,03:11:55,invalid_range
LIAM,03:13:06,03:13:06,invalid_range
TALIESIN,03:15:18,03:15:18,invalid_range
LIAM,03:16:16,03:16:16,invalid_range
LIAM,03:20:26,03:20:26,invalid_range
LIAM,03:22:01,03:22:01,invalid_range
MATT,03:37:14,03:37:14,invalid_range
LIAM,03:37:33,03:37:33,invalid_range
TRAVIS,03:41:05,03:41:05,invalid_range
TRAVIS,03:41:24,03:41:24,invalid_range
MARISHA,03:51:10,03:51:10,invalid_range
MARISHA,04:04:29,04:04:29,invalid_range
TRAVIS,04:07:08,04:07:08,invalid_range
ASHLEY,04:09:57,04:09:57,invalid_range
LIAM,04:24:29,04:24:29,invalid_range
MATT,04:25:04,04:25:04,invalid_range
MATT,04:25:41,04:25:41,invalid_range
MARISHA,04:27:59,04:27:59,invalid_range
TRAVIS,04:31:04,04:31:04,invalid_range
MARISHA,04:31:42,04:31:42,invalid_range
MATT,04:40:51,04:40:51,invalid_range
TALIESIN,04:41:33,04:41:33,invalid_range
MARISHA,04:42:40,,missing_end_time
