speaker,start_time,end_time,reason
MARISHA,00:17:13,00:17:13,invalid_range
TRAVIS,00:22:05,00:22:05,invalid_range
MATT,00:24:12,00:24:12,invalid_range
SAM,00:28:37,00:28:37,invalid_range
LAURA,00:29:55,00:29:55,invalid_range
LAURA,00:32:54,00:32:54,invalid_range
MATT,00:44:10,00:44:10,invalid_range
TRAVIS,00:59:45,00:59:45,invalid_range
TRAVIS,01:04:51,01:04:51,invalid_range
MATT,01:05:00,01:05:00,invalid_range
TRAVIS,01:05:10,01:05:10,invalid_range
TRAVIS,01:05:16,01:05:16,invalid_range
LIAM,01:05:18,01:05:18,invalid_range
TRAVIS,01:05:25,01:05:25,invalid_range
LAURA,01:06:13,01:06:13,invalid_range
ORION,01:10:11,01:10:11,invalid_range
TRAVIS,01:13:37,01:13:37,invalid_range
MARISHA,01:17:53,01:17:53,invalid_range
MARISHA,01:21:04,01:21:04,invalid_range
LAURA,01:24:13,01:24:13,invalid_range
TRAVIS,01:24:29,01:24:29,invalid_range
"TRAVIS, TALIESIN",01:25:23,01:25:23,invalid_range
MARISHA,01:26:18,01:26:18,invalid_range
LIAM,01:26:33,01:26:33,invalid_range
LAURA,01:27:20,01:27:20,invalid_range
MARISHA,01:46:47,01:46:47,invalid_range
LAURA,01:47:11,01:47:11,invalid_range
MATT,01:50:47,01:50:47,invalid_range
LAURA,01:51:38,01:51:38,invalid_range
MATT,01:55:56,01:55:56,invalid_range
MATT,01:58:43,01:58:43,invalid_range
MATT,01:59:20,01:59:20,invalid_range
TRAVIS,02:02:52,02:02:52,invalid_range
LIAM,02:03:29,02:03:29,invalid_range
LAURA,02:05:41,02:05:41,invalid_range
ORION,02:05:52,02:05:52,invalid_range
ORION,02:06:58,02:06:58,invalid_range
MATT,02:07:13,02:07:13,invalid_range
SAM,02:12:20,02:12:20,invalid_range
MATT,02:12:47,02:12:47,invalid_range
LIAM,02:19:21,02:19:21,invalid_range
TRAVIS,02:21:53,02:21:53,invalid_range
MATT,02:23:54,02:23:54,invalid_range
MATT,02:24:45,02:24:45,invalid_range
SAM,02:25:52,02:25:52,invalid_range
MATT,02:26:04,02:26:04,invalid_range
TRAVIS,02:26:10,02:26:10,invalid_range
MATT,02:27:02,02:27:02,invalid_range
MATT,02:30:28,02:30:28,invalid_range
MARISHA,02:36:24,02:36:24,invalid_range
MATT,02:37:24,02:37:24,invalid_range
MATT,02:41:04,02:41:04,invalid_range
MATT,02:43:24,02:43:24,invalid_range
LAURA,02:45:17,02:45:17,invalid_range
MATT,02:48:17,02:48:17,invalid_range
MATT,02:49:36,02:49:36,invalid_range
SAM,02:50:17,02:50:17,invalid_range
SAM,02:57:47,02:57:47,invalid_range
ZAC,02:59:11,02:59:11,invalid_range
MATT,02:59:50,02:59:50,invalid_range
ALL,03:00:09,,missing_end_time
