speaker,start_time,end_time,reason
LIAM,00:00:22,00:00:22,invalid_range
TRAVIS,00:00:38,00:00:38,invalid_range
ASHLEY,00:00:43,00:00:43,invalid_range
LAURA,00:02:35,00:02:35,invalid_range
TRAVIS,00:03:42,00:03:42,invalid_range
LIAM,00:03:42,00:03:42,invalid_range
MATT,00:04:14,00:04:14,invalid_range
MATT,00:04:23,00:04:23,invalid_range
TRAVIS,00:05:35,00:05:35,invalid_range
MATT,00:07:05,00:07:05,invalid_range
TRAVIS,00:14:06,00:14:06,invalid_range
MARISHA,00:16:31,00:16:31,invalid_range
LAURA,00:16:36,00:16:36,invalid_range
MATT,00:17:08,00:17:08,invalid_range
LAURA,00:17:11,00:17:11,invalid_range
MATT,00:17:12,00:17:12,invalid_range
MARISHA,00:17:16,00:17:16,invalid_range
MARISHA,00:18:43,00:18:43,invalid_range
MARISHA,00:19:19,00:19:19,invalid_range
TRAVIS,00:19:36,00:19:36,invalid_range
TALIESIN,00:19:55,00:19:55,invalid_range
LIAM,00:21:21,00:21:21,invalid_range
TRAVIS,00:21:31,00:21:31,invalid_range
SAM,00:21:36,00:21:36,invalid_range
SAM,00:21:39,00:21:39,invalid_range
MATT,00:22:52,00:22:52,invalid_range
LIAM,00:23:49,00:23:49,invalid_range
TRAVIS,00:24:46,00:24:46,invalid_range
LIAM,00:25:09,00:25:09,invalid_range
LAURA,00:25:18,00:25:18,invalid_range
LIAM,00:25:39,00:25:39,invalid_range
TRAVIS,00:25:55,00:25:55,invalid_range
MARISHA,00:32:04,00:32:04,invalid_range
TRAVIS,00:32:55,00:32:55,invalid_range
TRAVIS,00:33:29,00:33:29,invalid_range
LAURA,00:33:33,00:33:33,invalid_range
LIAM,00:33:42,00:33:42,invalid_range
LAURA,00:34:39,00:34:39,invalid_range
MARISHA,00:34:44,00:34:44,invalid_range
MARISHA,00:34:58,00:34:58,invalid_range
MARISHA,00:35:13,00:35:13,invalid_range
TRAVIS,00:35:23,00:35:23,invalid_range
LAURA,00:35:34,00:35:34,invalid_range
ASHLEY,00:35:38,00:35:38,invalid_range
TALIESIN,00:35:48,00:35:48,invalid_range
LIAM,00:36:19,00:36:19,invalid_range
LIAM,00:38:54,00:38:54,invalid_range
TRAVIS,00:39:04,00:39:04,invalid_range
LIAM,00:40:22,00:40:22,invalid_range
SAM,00:40:27,00:40:27,invalid_range
SAM,00:41:09,00:41:09,invalid_range
LIAM,00:41:09,00:41:09,invalid_range
SAM,00:42:54,00:42:54,invalid_range
LIAM,00:42:58,00:42:58,invalid_range
TALIESIN,00:43:15,00:43:15,invalid_range
TRAVIS,00:43:22,00:43:22,invalid_range
SAM,00:43:47,00:43:47,invalid_range
MARISHA,00:43:49,00:43:49,invalid_range
TALIESIN,00:44:34,00:44:34,invalid_range
LAURA,00:44:37,00:44:37,invalid_range
LAURA,00:44:39,00:44:39,invalid_range
TRAVIS,00:44:43,00:44:43,invalid_range
TRAVIS,00:44:54,00:44:54,invalid_range
ASHLEY,00:45:07,00:45:07,invalid_range
ASHLEY,00:45:16,00:45:16,invalid_range
LIAM,00:45:37,00:45:37,invalid_range
SAM,00:45:48,00:45:48,invalid_range
ASHLEY,00:46:00,00:46:00,invalid_range
LAURA,00:46:21,00:46:21,invalid_range
LAURA,00:47:00,00:47:00,invalid_range
LAURA,00:47:01,00:47:01,invalid_range
SAM,00:47:28,00:47:28,invalid_range
