speaker,start_time,end_time,reason
SAM,00:19:14,00:19:14,invalid_range
LIAM,00:33:16,00:33:16,invalid_range
LAURA,00:36:59,00:36:59,invalid_range
LIAM,00:38:35,00:38:35,invalid_range
SAM,00:39:21,00:39:21,invalid_range
ORION,00:43:02,00:43:02,invalid_range
TRAVIS,00:43:13,00:43:13,invalid_range
LAURA,00:44:09,00:44:09,invalid_range
MARISHA,00:48:11,00:48:11,invalid_range
ASHLEY,00:49:02,00:49:02,invalid_range
TRAVIS,00:49:04,00:49:04,invalid_range
SAM,00:49:05,00:49:05,invalid_range
TRAVIS,00:50:41,00:50:41,invalid_range
MATT,00:51:28,00:51:28,invalid_range
SAM,00:52:13,00:52:13,invalid_range
LAURA,00:54:13,00:54:13,invalid_range
MARISHA,00:57:28,00:57:28,invalid_range
MATT,01:01:04,01:01:04,invalid_range
MATT,01:01:06,01:01:06,invalid_range
TRAVIS,01:01:25,01:01:25,invalid_range
ASHLEY,01:01:29,01:01:29,invalid_range
MATT,01:01:29,01:01:29,invalid_range
LAURA,01:03:09,01:03:09,invalid_range
LAURA,01:05:33,01:05:33,invalid_range
LAURA,01:07:35,01:07:35,invalid_range
MARISHA,01:08:21,01:08:21,invalid_range
LIAM,01:09:54,01:09:54,invalid_range
MARISHA,01:09:56,01:09:56,invalid_range
LIAM,01:09:58,01:09:58,invalid_range
TRAVIS,01:12:31,01:12:31,invalid_range
LAURA,01:13:31,01:13:31,invalid_range
SAM,01:14:02,01:14:02,invalid_range
LIAM,01:14:04,01:14:04,invalid_range
SAM,01:14:44,01:14:44,invalid_range
TRAVIS,01:14:50,01:14:50,invalid_range
LIAM,01:15:09,01:15:09,invalid_range
MATT,01:16:04,01:16:04,invalid_range
MARISHA,01:16:54,01:16:54,invalid_range
TRAVIS,01:17:26,01:17:26,invalid_range
SAM,01:20:12,01:20:12,invalid_range
SAM,01:20:13,01:20:13,invalid_range
MARISHA,01:20:17,01:20:17,invalid_range
MATT,01:21:58,01:21:58,invalid_range
LAURA,01:22:00,01:22:00,invalid_range
MATT,01:22:02,01:22:02,invalid_range
TRAVIS,01:22:08,01:22:08,invalid_range
MATT,01:24:46,01:24:46,invalid_range
MARISHA,01:26:59,01:26:59,invalid_range
ORION,01:29:51,01:29:51,invalid_range
SAM,01:35:00,01:35:00,invalid_range
ASHLEY,01:35:15,01:35:15,invalid_range
LAURA,01:35:54,01:35:54,invalid_range
SAM,01:56:49,01:56:49,invalid_range
MARISHA,01:57:04,01:57:04,invalid_range
MATT,01:57:23,01:57:23,invalid_range
MARISHA,01:57:27,01:57:27,invalid_range
MATT,01:58:47,01:58:47,invalid_range
MARISHA,02:05:07,02:05:07,invalid_range
MARISHA,02:08:43,02:08:43,invalid_range
LAURA,02:08:46,02:08:46,invalid_range
ORION,02:09:23,02:09:23,invalid_range
SAM,02:09:25,02:09:25,invalid_range
LIAM,02:11:58,02:11:58,invalid_range
LAURA,02:14:53,02:14:53,invalid_range
LIAM,02:27:28,02:27:28,invalid_range
LAURA,02:27:29,02:27:29,invalid_range
TRAVIS,02:27:31,02:27:31,invalid_range
TALIESIN,02:36:44,02:36:44,invalid_range
LIAM,02:38:20,02:38:20,invalid_range
LAURA,02:42:12,02:42:12,invalid_range
TRAVIS,02:50:08,02:50:08,invalid_range
ORION,02:50:15,02:50:15,invalid_range
MARISHA,02:51:41,02:51:41,invalid_range
LAURA,02:51:49,02:51:49,invalid_range
LAURA,02:52:28,02:52:28,invalid_range
MATT,02:56:44,02:56:44,invalid_range
MATT,02:56:58,,missing_end_time
