speaker,start_time,end_time,reason
MATT,00:01:36,00:01:36,invalid_range
LAURA,00:04:12,00:04:12,invalid_range
SAM,00:05:34,00:05:34,invalid_range
LIAM,00:08:58,00:08:58,invalid_range
LIAM,00:09:19,00:09:19,invalid_range
ORION,00:09:26,00:09:26,invalid_range
LIAM,00:11:00,00:11:00,invalid_range
ORION,00:12:17,00:12:17,invalid_range
LAURA,00:12:27,00:12:27,invalid_range
LAURA,00:15:02,00:15:02,invalid_range
LAURA,00:15:37,00:15:37,invalid_range
MARISHA,00:16:56,00:16:56,invalid_range
LIAM,00:16:58,00:16:58,invalid_range
SAM,00:16:59,00:16:59,invalid_range
MARISHA,00:19:22,00:19:22,invalid_range
MARISHA,00:19:58,00:19:58,invalid_range
LAURA,00:20:18,00:20:18,invalid_range
MARISHA,00:23:50,00:23:50,invalid_range
MATT,00:24:26,00:24:26,invalid_range
MATT,00:24:46,00:24:46,invalid_range
SAM,00:26:16,00:26:16,invalid_range
LAURA,00:26:36,00:26:36,invalid_range
LIAM,00:30:11,00:30:11,invalid_range
MATT,00:30:28,00:30:28,invalid_range
MARISHA,00:31:33,00:31:33,invalid_range
SAM,00:33:15,00:33:15,invalid_range
TRAVIS,00:33:20,00:33:20,invalid_range
SAM,00:36:44,00:36:44,invalid_range
LIAM,00:41:04,00:41:04,invalid_range
LIAM,00:41:38,00:41:38,invalid_range
TRAVIS,00:44:45,00:44:45,invalid_range
LAURA,00:45:23,00:45:23,invalid_range
ORION,00:45:37,00:45:37,invalid_range
ORION,00:45:58,00:45:58,invalid_range
LIAM,00:48:09,00:48:09,invalid_range
LAURA,00:48:57,00:48:57,invalid_range
LAURA,00:50:08,00:50:08,invalid_range
TRAVIS,00:52:05,00:52:05,invalid_range
LIAM,01:01:22,01:01:22,invalid_range
LIAM,01:01:26,01:01:26,invalid_range
SAM,01:01:32,01:01:32,invalid_range
SAM,01:02:32,01:02:32,invalid_range
LAURA,01:02:40,01:02:40,invalid_range
TRAVIS,01:03:59,01:03:59,invalid_range
LIAM,01:04:01,01:04:01,invalid_range
SAM,01:04:24,01:04:24,invalid_range
TRAVIS,01:06:51,01:06:51,invalid_range
SAM,01:14:19,01:14:19,invalid_range
TRAVIS,01:29:14,01:29:14,invalid_range
MATT,01:30:44,01:30:46,silence
LAURA,01:30:46,01:30:48,silence
MARISHA,01:30:48,01:30:49,silence
SAM,01:30:49,01:30:51,silence
TRAVIS,01:33:15,01:33:15,invalid_range
ORION,01:36:36,01:36:36,invalid_range
SAM,01:36:39,01:36:39,invalid_range
LAURA,01:38:06,01:38:06,invalid_range
LAURA,01:38:09,01:38:09,invalid_range
SAM,01:38:28,01:38:28,invalid_range
SAM,01:39:01,01:39:01,invalid_range
TRAVIS,01:39:31,01:39:31,invalid_range
LIAM,01:39:39,01:39:39,invalid_range
SAM,01:39:43,01:39:43,invalid_range
LAURA,01:39:59,01:39:59,invalid_range
LAURA,01:40:22,01:40:22,invalid_range
LAURA,01:40:41,01:40:41,invalid_range
MARISHA,01:41:00,01:41:00,invalid_range
LIAM,01:41:06,01:41:06,invalid_range
LIAM,01:41:15,01:41:15,invalid_range
MATT,01:42:54,01:42:54,invalid_range
LAURA,01:42:56,01:42:56,invalid_range
MARISHA,01:44:34,01:44:34,invalid_range
MATT,01:45:51,01:45:51,invalid_range
ORION,01:46:03,01:46:03,invalid_range
SAM,01:47:07,01:47:07,invalid_range
TRAVIS,01:52:24,01:52:24,invalid_range
TALIESIN,01:53:08,01:53:08,invalid_range
LIAM,01:54:46,01:54:46,invalid_range
ORION,01:55:51,01:55:51,invalid_range
ORION,01:56:07,01:56:07,invalid_range
TALIESIN,01:57:33,01:57:33,invalid_range
TRAVIS,01:57:51,01:57:51,invalid_range
LAURA,01:59:50,01:59:50,invalid_range
ORION,02:00:31,02:00:31,invalid_range
LAURA,02:00:40,02:00:40,invalid_range
LIAM,02:00:44,02:00:44,invalid_range
LIAM,02:00:50,02:00:50,invalid_range
TRAVIS,02:01:15,02:01:15,invalid_range
TALIESIN,02:01:22,02:01:22,invalid_range
MATT,02:01:32,02:01:32,invalid_range
MARISHA,02:03:20,02:03:20,invalid_range
LAURA,02:03:24,02:03:24,invalid_range
LIAM,02:05:37,02:05:37,invalid_range
MARISHA,02:07:00,02:07:00,invalid_range
LIAM,02:08:24,02:08:24,invalid_range
SAM,02:10:02,02:10:02,invalid_range
SAM,02:11:02,02:11:02,invalid_range
LIAM,02:12:38,02:12:38,invalid_range
LIAM,02:13:33,02:13:33,invalid_range
MARISHA,02:14:14,02:14:14,invalid_range
MATT,02:15:10,02:15:10,invalid_range
LAURA,02:25:17,02:25:17,invalid_range
SAM,02:27:01,02:27:01,invalid_range
TALIESIN,02:29:15,02:29:15,invalid_range
ORION,02:29:17,02:29:17,invalid_range
TRAVIS,02:29:26,02:29:26,invalid_range
SAM,02:29:31,02:29:31,invalid_range
MATT,02:36:11,,missing_end_time
